Date,MR_CAC,MR_FFIC,MR_FISI,MR_MOFG,Mom_CAC,Mom_FFIC,Mom_FISI,Mom_MOFG,VB_CAC,VB_FFIC,VB_FISI,VB_MOFG,XSR_CAC,XSR_FFIC,XSR_FISI,XSR_MOFG,Val_CAC,Val_FFIC,Val_FISI,Val_MOFG
2016-03-02,0.8108292593672,-0.8108292593672,-0.8108292593672,0.8108292593672,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0
2016-03-03,0.7590235605783092,-0.7590235605783092,-0.7590235605783092,0.7590235605783092,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.0,0.0,0.0,0.0
2016-03-04,0.5993040637366828,-0.5993040637366828,-0.5993040637366828,0.5993040637366828,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-03-07,0.5881605674260011,-0.5881605674260011,-0.5881605674260011,0.5881605674260011,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0
2016-03-08,0.6543573401537187,-0.6543573401537187,-0.6543573401537187,0.6543573401537187,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.0,0.0,0.0,0.0
2016-03-09,0.5260938403371508,-0.5260938403371508,-0.5260938403371508,0.5260938403371508,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.5,0.0,0.0,0.0,0.0
2016-03-10,0.5436458168093208,-0.5436458168093208,-0.5436458168093208,0.5436458168093208,-0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-11,0.6211650897335436,-0.6211650897335436,-0.6211650897335436,0.6211650897335436,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,1.0,0.0,0.0,0.0,0.0
2016-03-14,0.5918772784532933,-0.5918772784532933,-0.5918772784532933,0.5918772784532933,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-15,0.47464492864825997,-0.47464492864825997,-0.47464492864825997,0.47464492864825997,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0
2016-03-16,0.3513043122428096,-0.3513043122428096,-0.3513043122428096,0.3513043122428096,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-03-17,0.5118261934705801,-0.5118261934705801,-0.5118261934705801,0.5118261934705801,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,1.0,0.0,0.0,0.0,0.0
2016-03-18,0.34539393002161206,-0.34539393002161206,-0.34539393002161206,0.34539393002161206,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,-0.02658866275180249,0.02658866275180249,0.02658866275180249,-0.02658866275180249,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-03-22,0.21960366110599763,-0.21960366110599763,-0.21960366110599763,0.21960366110599763,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-23,0.13403595209842628,-0.13403595209842628,-0.13403595209842628,0.13403595209842628,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-03-24,0.2601456282566252,-0.2601456282566252,-0.2601456282566252,0.2601456282566252,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-28,0.1782278861399505,-0.1782278861399505,-0.1782278861399505,0.1782278861399505,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0
2016-03-29,0.4171135336137948,-0.4171135336137948,-0.4171135336137948,0.4171135336137948,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0
2016-03-30,0.398191534845974,-0.398191534845974,-0.398191534845974,0.398191534845974,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.25,1.0,0.25,0.0,0.0,0.0,0.0
2016-03-31,0.322361353010728,-0.322361353010728,-0.322361353010728,0.322361353010728,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-04-01,0.3653661421061709,-0.3653661421061709,-0.3653661421061709,0.3653661421061709,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0
2016-04-04,0.43459480909149595,-0.43459480909149595,-0.43459480909149595,0.43459480909149595,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-05,0.5188052691431496,-0.5188052691431496,-0.5188052691431496,0.5188052691431496,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-06,0.5531682793550914,-0.5531682793550914,-0.5531682793550914,0.5531682793550914,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2016-04-07,0.5908904860104862,-0.5908904860104862,-0.5908904860104862,0.5908904860104862,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2016-04-08,0.638874318671209,-0.638874318671209,-0.638874318671209,0.638874318671209,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0
2016-04-11,0.3939462327013518,-0.3939462327013518,-0.3939462327013518,0.3939462327013518,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0
2016-04-12,0.4639493475822443,-0.4639493475822443,-0.4639493475822443,0.4639493475822443,0.5,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2016-04-13,0.23908980526376225,-0.23908980526376225,-0.23908980526376225,0.23908980526376225,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-04-14,0.23622492460798875,-0.23622492460798875,-0.23622492460798875,0.23622492460798875,1.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0
2016-04-15,0.4222405237106222,-0.4222405237106222,-0.4222405237106222,0.4222405237106222,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-18,0.6484811653060286,-0.6484811653060286,-0.6484811653060286,0.6484811653060286,1.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-19,0.2555080620435905,-0.2555080620435905,-0.2555080620435905,0.2555080620435905,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-04-20,0.09723084857196143,-0.09723084857196143,-0.09723084857196143,0.09723084857196143,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-04-21,-0.05570619475412728,0.05570619475412728,0.05570619475412728,-0.05570619475412728,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0
2016-04-22,-0.12457244234257293,0.12457244234257293,0.12457244234257293,-0.12457244234257293,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2016-04-25,-0.23614139103092371,0.23614139103092371,0.23614139103092371,-0.23614139103092371,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.0
2016-04-26,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-04-27,-1.0,1.0,1.0,-1.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0
2016-04-28,-1.0,1.0,1.0,-1.0,0.5,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-04-29,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2016-05-02,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.0,0.5,-0.4783190572685759,-0.11850738839861091,-0.39476863179576477,0.9371996706560591,0.5,-0.5,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-03,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.0,0.5,-0.36676416762626146,-0.14631668280203164,-0.4165548795155547,0.9816485842765552,-0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
2016-05-04,-0.8532139485362259,0.8532139485362259,0.8532139485362259,-0.8532139485362259,1.0,-0.5,0.0,0.5,-0.2704568971515845,-0.13354484156342308,-0.3559102962907369,1.0,1.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0
2016-05-05,-0.750093796887308,0.750093796887308,0.750093796887308,-0.750093796887308,1.0,-0.5,0.0,0.5,-0.2734844679399202,-0.3468298172003215,-0.3617256933029393,0.8705058904266141,0.5,-0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-06,-0.8299572370029925,0.8299572370029925,0.8299572370029925,-0.8299572370029925,1.0,-0.5,0.5,0.0,-0.24933617962231872,-0.34962033417966387,-0.3877384639666933,0.8581222099882343,1.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.0
2016-05-09,-0.989742854811838,0.989742854811838,0.989742854811838,-0.989742854811838,1.0,-0.5,0.5,0.0,-0.23116981626872396,-0.3887118017925057,-0.2732687368215292,0.7972610632271703,0.5,1.0,0.0,-0.5,0.0,0.0,0.0,0.0
2016-05-10,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.0,0.5,-0.3218893434243474,-0.44872324999192903,-0.25589811398944,0.7795952035214206,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,0.0
2016-05-11,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.0,0.5,-0.5172501181409318,-0.2851725801644636,-0.25797853006084936,0.6845428336394644,1.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0
2016-05-12,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.0,0.5,-0.4669055062918639,-0.24767373403487256,-0.4686984483714436,0.6602824196775406,0.5,0.0,1.0,-0.5,0.0,0.0,0.0,0.0
2016-05-13,-0.8777172211366379,0.8777172211366379,0.8777172211366379,-0.8777172211366379,1.0,-0.5,0.0,0.5,-0.4415851036052033,-0.23996812241592075,-0.45637283128548956,0.7611017576099277,0.5,-0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-16,-0.8414345066859812,0.8414345066859812,0.8414345066859812,-0.8414345066859812,1.0,-0.5,0.0,0.5,0.07493096972507876,-0.04384759538616901,-0.3786626589672626,0.7247662398450568,-0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0
2016-05-17,-0.9712509796621189,0.9712509796621189,0.9712509796621189,-0.9712509796621189,1.0,-0.5,0.0,0.5,0.26502530666347734,-0.09606406583878595,0.3501182576847895,0.591052257714603,0.5,0.0,1.0,-0.5,0.0,0.0,0.0,0.0
2016-05-18,-0.6768611255297989,0.6768611255297989,0.6768611255297989,-0.6768611255297989,1.0,-0.5,0.0,0.5,0.9223774322615836,1.0,1.0,0.6182109994306785,0.5,0.0,-0.5,1.0,0.0,0.0,0.0,0.0
2016-05-19,-0.7580041302294319,0.7580041302294319,0.7580041302294319,-0.7580041302294319,1.0,-0.5,0.0,0.5,1.0,1.0,1.0,0.6123479286079142,-0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0
2016-05-20,-0.7790429116190458,0.7790429116190458,0.7790429116190458,-0.7790429116190458,1.0,-0.5,0.0,0.5,0.9855184165152615,1.0,1.0,0.60887465666894,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-05-23,-0.7061706718439005,0.7061706718439005,0.7061706718439005,-0.7061706718439005,1.0,-0.5,0.0,0.5,0.9967397214142766,1.0,1.0,0.6022843632018194,0.0,-0.5,1.0,0.5,0.0,0.0,0.0,0.0
2016-05-24,-0.6743927528582626,0.6743927528582626,0.6743927528582626,-0.6743927528582626,1.0,-0.5,0.0,0.5,1.0,1.0,1.0,-0.179481256148198,1.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0
2016-05-25,-0.6419299472972396,0.6419299472972396,0.6419299472972396,-0.6419299472972396,1.0,-0.5,0.0,0.5,1.0,1.0,1.0,-0.20452447436674273,0.5,-0.5,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-26,-0.5767592153792989,0.5767592153792989,0.5767592153792989,-0.5767592153792989,1.0,-0.5,0.0,0.5,1.0,1.0,0.9894812497929882,-0.1742799042184631,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-27,-0.6309173273258384,0.6309173273258384,0.6309173273258384,-0.6309173273258384,0.5,-0.5,0.0,1.0,1.0,1.0,0.8827885013862774,-0.23409695840915462,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0
2016-05-31,-0.6772279646789896,0.6772279646789896,0.6772279646789896,-0.6772279646789896,1.0,-0.5,0.0,0.5,1.0,1.0,0.8577039489412425,-0.23015214697932415,-0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0
2016-06-01,-0.4937506849642943,0.4937506849642943,0.4937506849642943,-0.4937506849642943,1.0,-0.5,0.0,0.5,1.0,1.0,0.7471988786432546,-0.517209462342132,1.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0
