Date,Weight_AXSM,Weight_EXEL,Pos_AXSM,Pos_EXEL,Close_AXSM,Close_EXEL
2015-12-23,0.5,-0.5,1.0,-1.0,8.970000267028809,5.510000228881836
2015-12-24,-0.5,0.5,-1.0,1.0,8.670000076293945,5.289999961853027
2015-12-28,0.5,-0.5,1.0,-1.0,8.720000267028809,5.46999979019165
2015-12-29,-0.5,0.5,-1.0,1.0,9.210000038146973,5.710000038146973
2015-12-30,-0.5,0.5,-1.0,1.0,9.199999809265137,5.650000095367432
2015-12-31,-0.5,0.5,-1.0,1.0,9.270000457763672,5.639999866485596
2016-01-04,-0.5,0.5,-1.0,1.0,12.1899995803833,5.489999771118164
2016-01-05,-0.5,0.5,-1.0,1.0,14.979999542236328,5.269999980926514
2016-01-06,0.5,-0.5,1.0,-1.0,14.470000267028809,5.289999961853027
2016-01-07,0.5,-0.5,1.0,-1.0,12.449999809265137,4.929999828338623
2016-01-08,0.5,-0.5,1.0,-1.0,11.859999656677246,4.889999866485596
2016-01-11,-0.5,0.5,-1.0,1.0,11.970000267028809,4.639999866485596
2016-01-12,-0.5,0.5,-1.0,1.0,11.890000343322754,4.559999942779541
2016-01-13,0.5,-0.5,1.0,-1.0,10.220000267028809,4.170000076293945
2016-01-14,0.5,-0.5,1.0,-1.0,10.619999885559082,4.480000019073486
2016-01-15,-0.5,0.5,-1.0,1.0,13.0,4.230000019073486
2016-01-19,0.5,-0.5,1.0,-1.0,12.350000381469728,4.150000095367432
2016-01-20,0.5,-0.5,1.0,-1.0,12.15999984741211,4.5
2016-01-21,-0.5,0.5,-1.0,1.0,12.25,4.369999885559082
2016-01-22,0.5,-0.5,1.0,-1.0,12.470000267028809,4.590000152587891
2016-01-25,0.5,-0.5,1.0,-1.0,11.350000381469728,4.650000095367432
2016-01-26,-0.5,0.5,-1.0,1.0,11.59000015258789,4.650000095367432
2016-01-27,0.5,-0.5,1.0,-1.0,9.56999969482422,4.300000190734863
2016-01-28,0.5,-0.5,1.0,-1.0,9.029999732971191,4.179999828338623
2016-01-29,0.5,-0.5,1.0,-1.0,7.829999923706055,4.619999885559082
2016-02-01,0.5,-0.5,1.0,-1.0,7.710000038146973,4.550000190734863
2016-02-02,0.5,-0.5,1.0,-1.0,7.331999778747559,4.429999828338623
2016-02-03,0.5,-0.5,1.0,-1.0,7.320000171661377,4.429999828338623
2016-02-04,0.5,-0.5,1.0,-1.0,7.369999885559082,4.75
2016-02-05,0.5,-0.5,1.0,-1.0,7.210000038146973,4.539999961853027
2016-02-08,0.5000000000000001,-0.5,1.0,-1.0,5.369999885559082,4.25
2016-02-09,0.5,-0.5,1.0,-1.0,6.300000190734863,4.239999771118164
2016-02-10,0.5,-0.5,1.0,-1.0,6.940000057220459,4.230000019073486
2016-02-11,0.5000000000000001,-0.5,1.0,-1.0,6.849999904632568,4.199999809265137
2016-02-12,0.5,-0.5,1.0,-1.0,8.0,4.199999809265137
2016-02-16,0.5,-0.5,1.0,-1.0,8.25,4.21999979019165
2016-02-17,0.5,-0.5,1.0,-1.0,8.210000038146973,4.409999847412109
2016-02-18,0.5,-0.5,1.0,-1.0,8.390000343322754,4.070000171661377
2016-02-19,0.5,-0.5,1.0,-1.0,8.649999618530273,4.090000152587891
2016-02-22,0.4999999999999998,-0.5000000000000002,1.0,-1.0,8.649999618530273,4.079999923706055
2016-02-23,0.5,-0.5,1.0,-1.0,8.649999618530273,3.880000114440918
2016-02-24,0.5000000000000001,-0.5,1.0,-1.0,8.380000114440918,3.869999885559082
2016-02-25,0.5000000000000001,-0.4999999999999999,1.0,-1.0,7.889999866485596,3.819999933242798
2016-02-26,0.5,-0.5,1.0,-1.0,8.399999618530273,3.849999904632568
2016-02-29,0.5000000000000001,-0.5,1.0,-1.0,7.769999980926514,3.640000104904175
2016-03-01,0.4999999999999998,-0.5000000000000002,1.0,-1.0,8.180000305175781,3.829999923706055
2016-03-02,0.5,-0.5,1.0,-1.0,8.4399995803833,3.869999885559082
2016-03-03,0.5,-0.5,1.0,-1.0,8.300000190734863,3.859999895095825
2016-03-04,0.5,-0.5000000000000001,1.0,-1.0,7.099999904632568,4.110000133514404
2016-03-07,0.5000000000000001,-0.4999999999999999,1.0,-1.0,7.25,4.320000171661377
2016-03-08,0.5,-0.5,1.0,-1.0,6.980000019073486,3.869999885559082
2016-03-09,0.5000000000000003,-0.4999999999999996,1.0,-1.0,7.019999980926514,3.890000104904175
2016-03-10,0.5,-0.5,1.0,-1.0,6.96999979019165,3.819999933242798
2016-03-11,0.5,-0.5,1.0,-1.0,7.139999866485596,4.039999961853027
2016-03-14,0.4999999999999998,-0.5000000000000002,1.0,-1.0,9.649999618530272,4.21999979019165
2016-03-15,0.5000000000000002,-0.4999999999999998,1.0,-1.0,10.199999809265137,3.7799999713897705
2016-03-16,0.4999999999999999,-0.5000000000000001,1.0,-1.0,10.75,3.690000057220459
2016-03-17,0.5,-0.5,1.0,-1.0,8.970000267028809,3.759999990463257
2016-03-18,0.5,-0.5,1.0,-1.0,8.539999961853027,3.869999885559082
2016-03-21,0.4999999999999998,-0.5000000000000002,1.0,-1.0,8.699999809265137,3.859999895095825
2016-03-22,0.5000000000000001,-0.5,1.0,-1.0,8.859999656677246,4.090000152587891
2016-03-23,0.5000000000000002,-0.4999999999999998,1.0,-1.0,9.0600004196167,3.9700000286102295
2016-03-24,0.5000000000000001,-0.5,1.0,-1.0,8.5,4.039999961853027
2016-03-28,0.5,-0.5,1.0,-1.0,8.149999618530273,3.759999990463257
2016-03-29,0.5,-0.5,1.0,-1.0,7.849999904632568,3.930000066757202
2016-03-30,0.5000000000000002,-0.4999999999999998,1.0,-1.0,8.699999809265137,3.900000095367432
2016-03-31,0.5,-0.5,1.0,-1.0,8.600000381469727,4.0
2016-04-01,0.5000000000000001,-0.4999999999999999,1.0,-1.0,8.949999809265137,4.050000190734863
2016-04-04,-0.5000000000000001,0.4999999999999999,-1.0,1.0,9.289999961853027,4.260000228881836
2016-04-05,-0.5,0.5,-1.0,1.0,9.300000190734863,4.260000228881836
2016-04-06,-0.5,0.5,-1.0,1.0,9.520000457763672,4.460000038146973
2016-04-07,-0.5000000000000001,0.5,-1.0,1.0,9.869999885559082,4.260000228881836
2016-04-08,-0.5,0.5,-1.0,1.0,10.15999984741211,4.25
2016-04-11,-0.5000000000000001,0.4999999999999999,-1.0,1.0,9.329999923706056,4.300000190734863
2016-04-12,-0.5,0.5,-1.0,1.0,9.43000030517578,4.340000152587891
2016-04-13,-0.5,0.5,-1.0,1.0,9.789999961853027,4.409999847412109
2016-04-14,-0.5,0.5,-1.0,1.0,9.859999656677246,4.389999866485596
2016-04-15,-0.5,0.5,-1.0,1.0,9.84000015258789,4.349999904632568
2016-04-18,-0.5,0.5,-1.0,1.0,10.039999961853027,4.400000095367432
2016-04-19,-0.5,0.5,-1.0,1.0,10.010000228881836,4.289999961853027
2016-04-20,0.5,-0.5,1.0,-1.0,9.989999771118164,4.289999961853027
2016-04-21,-0.5,0.5,-1.0,1.0,10.020000457763672,4.519999980926514
2016-04-22,-0.5,0.5,-1.0,1.0,9.960000038146973,4.409999847412109
2016-04-25,-0.5,0.5,-1.0,1.0,9.920000076293944,4.659999847412109
2016-04-26,0.5,-0.5,1.0,-1.0,10.979999542236328,4.679999828338623
2016-04-27,0.5,-0.5,1.0,-1.0,12.4399995803833,4.559999942779541
2016-04-28,0.5,-0.5,1.0,-1.0,12.40999984741211,4.539999961853027
2016-04-29,0.5,-0.5,1.0,-1.0,11.449999809265137,4.610000133514404
2016-05-02,0.5,-0.49999999999999994,1.0,-1.0,11.149999618530272,4.820000171661377
2016-05-03,0.5,-0.5,1.0,-1.0,10.56999969482422,4.670000076293945
2016-05-04,0.5000000000000001,-0.49999999999999994,1.0,-1.0,11.149999618530272,4.329999923706055
2016-05-05,0.5,-0.5,1.0,-1.0,11.199999809265137,4.690000057220459
2016-05-06,0.49999999999999994,-0.5,1.0,-1.0,11.369999885559082,4.789999961853027
2016-05-09,0.5,-0.5,1.0,-1.0,11.079999923706056,4.949999809265137
2016-05-10,0.5,-0.5,1.0,-1.0,11.09000015258789,5.039999961853027
2016-05-11,0.4999999999999999,-0.5000000000000001,1.0,-1.0,11.18000030517578,4.889999866485596
2016-05-12,0.5,-0.5000000000000001,1.0,-1.0,11.390000343322754,5.190000057220459
2016-05-13,-0.5,0.5,-1.0,1.0,10.649999618530272,5.610000133514404
2016-05-16,-0.5,0.5,-1.0,1.0,10.170000076293944,5.489999771118164
2016-05-17,-0.5,0.5,-1.0,1.0,10.470000267028809,5.239999771118164
2016-05-18,-0.5,0.5,-1.0,1.0,9.9399995803833,5.349999904632568
2016-05-19,-0.5,0.5,-1.0,1.0,10.020000457763672,5.369999885559082
2016-05-20,-0.5,0.5,-1.0,1.0,10.300000190734863,5.559999942779541
2016-05-23,-0.5,0.5,-1.0,1.0,10.300000190734863,6.0
2016-05-24,-0.5,0.5,-1.0,1.0,9.949999809265137,6.150000095367432
2016-05-25,-0.5,0.5,-1.0,1.0,8.989999771118164,6.230000019073486
2016-05-26,-0.5,0.5,-1.0,1.0,8.770000457763672,6.300000190734863
2016-05-27,-0.5000000000000001,0.49999999999999994,-1.0,1.0,8.020000457763672,6.340000152587891
2016-05-31,-0.5000000000000001,0.49999999999999994,-1.0,1.0,7.849999904632568,6.489999771118164
2016-06-01,-0.49999999999999994,0.5,-1.0,1.0,7.78000020980835,6.480000019073486
2016-06-02,-0.49999999999999994,0.5000000000000001,-1.0,1.0,7.5,6.760000228881836
2016-06-03,-0.49999999999999994,0.5000000000000001,-1.0,1.0,7.659999847412109,6.590000152587891
2016-06-06,-0.49999999999999994,0.5000000000000001,-1.0,1.0,7.900000095367432,7.329999923706055
2016-06-07,-0.49999999999999994,0.5,-1.0,1.0,8.079999923706055,7.119999885559082
2016-06-08,-0.5,0.49999999999999994,-1.0,1.0,8.279999732971191,7.260000228881836
2016-06-09,-0.5,0.5,-1.0,1.0,8.1899995803833,7.369999885559082
2016-06-10,-0.4999999999999999,0.5000000000000002,-1.0,1.0,8.199999809265137,7.380000114440918
2016-06-13,0.5,-0.5,1.0,-1.0,6.989999771118164,7.380000114440918
2016-06-14,0.5,-0.5,1.0,-1.0,6.340000152587891,7.329999923706055
2016-06-15,-0.5,0.5,-1.0,1.0,6.650000095367432,7.380000114440918
2016-06-16,-0.5000000000000003,0.4999999999999997,-1.0,1.0,6.949999809265137,7.550000190734863
2016-06-17,0.5000000000000002,-0.4999999999999997,1.0,-1.0,6.340000152587891,7.599999904632568
2016-06-20,0.5,-0.5,1.0,-1.0,6.170000076293945,7.659999847412109
2016-06-21,-0.5000000000000004,0.4999999999999996,-1.0,1.0,6.679999828338623,7.670000076293945
2016-06-22,-0.5,0.5,-1.0,1.0,6.949999809265137,7.739999771118164
2016-06-23,-0.5,0.5,-1.0,1.0,7.40500020980835,7.849999904632568
2016-06-24,0.5,-0.5,1.0,-1.0,7.099999904632568,7.690000057220459
2016-06-27,-0.4999999999999998,0.5000000000000002,-1.0,1.0,7.650000095367432,7.449999809265137
2016-06-28,0.5,-0.5,1.0,-1.0,7.519999980926514,7.78000020980835
2016-06-29,0.5,-0.5,1.0,-1.0,7.46999979019165,7.800000190734863
2016-06-30,-0.5000000000000001,0.49999999999999994,-1.0,1.0,7.539999961853027,7.809999942779541
2016-07-01,0.5000000000000003,-0.4999999999999997,1.0,-1.0,7.46999979019165,8.170000076293945
2016-07-05,0.49999999999999994,-0.5000000000000001,1.0,-1.0,7.179999828338623,8.050000190734863
2016-07-06,0.5,-0.5,1.0,-1.0,7.260000228881836,8.140000343322754
2016-07-07,0.49999999999999895,-0.500000000000001,1.0,-1.0,7.329999923706055,8.140000343322754
2016-07-08,0.5,-0.5,1.0,-1.0,7.670000076293945,8.149999618530273
2016-07-11,0.4999999999999993,-0.5000000000000008,1.0,-1.0,7.849999904632568,8.149999618530273
2016-07-12,-0.5,0.5,-1.0,1.0,8.180000305175781,8.140000343322754
2016-07-13,0.5,-0.5,1.0,-1.0,7.869999885559082,8.039999961853027
2016-07-14,0.5,-0.5,1.0,-1.0,7.710000038146973,8.220000267028809
2016-07-15,-0.5,0.5,-1.0,1.0,8.050000190734863,8.4399995803833
2016-07-18,-0.5,0.5,-1.0,1.0,8.069999694824219,8.420000076293945
2016-07-19,0.5,-0.5,1.0,-1.0,7.869999885559082,8.369999885559082
2016-07-20,-0.5,0.5,-1.0,1.0,8.0600004196167,8.529999732971191
2016-07-21,-0.5,0.5,-1.0,1.0,7.940000057220459,8.59000015258789
2016-07-22,-0.5,0.5,-1.0,1.0,7.760000228881836,8.680000305175781
2016-07-25,-0.5,0.5,-1.0,1.0,7.820000171661377,8.710000038146973
2016-07-26,-0.5,0.5,-1.0,1.0,7.789999961853027,8.640000343322754
2016-07-27,-0.5,0.5,-1.0,1.0,7.980000019073486,8.760000228881836
2016-07-28,-0.5,0.5,-1.0,1.0,7.960000038146973,8.949999809265137
2016-07-29,-0.5,0.5,-1.0,1.0,7.820000171661377,9.18000030517578
2016-08-01,-0.5000000000000003,0.4999999999999996,-1.0,1.0,7.789999961853027,9.270000457763672
2016-08-02,-0.5,0.5,-1.0,1.0,7.630000114440918,9.149999618530272
2016-08-03,-0.5,0.5,-1.0,1.0,7.730000019073486,9.390000343322754
2016-08-04,-0.5,0.5,-1.0,1.0,7.360000133514404,11.06999969482422
2016-08-05,-0.5,0.5,-1.0,1.0,7.690000057220459,11.170000076293944
2016-08-08,-0.5,0.5,-1.0,1.0,7.699999809265137,10.93000030517578
2016-08-09,-0.5,0.5,-1.0,1.0,7.610000133514404,10.869999885559082
2016-08-10,-0.5,0.5,-1.0,1.0,7.590000152587891,10.369999885559082
2016-08-11,-0.5,0.5,-1.0,1.0,7.239999771118164,10.65999984741211
2016-08-12,-0.5,0.5,-1.0,1.0,7.440000057220459,10.65999984741211
2016-08-15,-0.5,0.5,-1.0,1.0,7.010000228881836,10.760000228881836
2016-08-16,-0.5,0.5,-1.0,1.0,7.320000171661377,10.529999732971191
2016-08-17,-0.5,0.5,-1.0,1.0,7.289999961853027,10.619999885559082
2016-08-18,-0.5,0.5,-1.0,1.0,7.420000076293945,10.970000267028809
2016-08-19,-0.5,0.5,-1.0,1.0,7.539999961853027,11.0
2016-08-22,-0.5,0.5,-1.0,1.0,7.579999923706055,11.4399995803833
2016-08-23,-0.5,0.5,-1.0,1.0,7.510000228881836,11.609999656677246
2016-08-24,-0.5,0.5,-1.0,1.0,7.369999885559082,10.869999885559082
2016-08-25,-0.5,0.5,-1.0,1.0,7.440000057220459,10.90999984741211
2016-08-26,-0.5,0.5,-1.0,1.0,7.309999942779541,10.960000038146973
2016-08-29,-0.5,0.5,-1.0,1.0,7.349999904632568,10.979999542236328
2016-08-30,-0.49999999999999994,0.5,-1.0,1.0,7.150000095367432,11.039999961853027
2016-08-31,-0.5,0.5,-1.0,1.0,7.239999771118164,11.149999618530272
2016-09-01,-0.5,0.5,-1.0,1.0,7.25,11.350000381469728
2016-09-02,-0.5,0.5,-1.0,1.0,7.269999980926514,11.539999961853027
2016-09-06,-0.5,0.5,-1.0,1.0,7.239999771118164,12.079999923706056
2016-09-07,-0.5,0.5,-1.0,1.0,7.489999771118164,11.920000076293944
2016-09-08,-0.5,0.5,-1.0,1.0,7.579999923706055,12.350000381469728
2016-09-09,-0.5,0.5,-1.0,1.0,7.269999980926514,11.979999542236328
2016-09-12,-0.5,0.5,-1.0,1.0,7.420000076293945,12.399999618530272
2016-09-13,-0.5,0.5,-1.0,1.0,7.130000114440918,12.3100004196167
2016-09-14,-0.5,0.5,-1.0,1.0,7.21999979019165,13.010000228881836
2016-09-15,-0.5,0.5,-1.0,1.0,7.340000152587891,13.34000015258789
2016-09-16,-0.5,0.5,-1.0,1.0,7.349999904632568,13.550000190734863
2016-09-19,-0.5,0.5,-1.0,1.0,7.489999771118164,13.640000343322754
2016-09-20,-0.49999999999999994,0.5000000000000001,-1.0,1.0,7.690000057220459,14.15999984741211
2016-09-21,-0.49999999999999994,0.5000000000000001,-1.0,1.0,7.730000019073486,14.739999771118164
2016-09-22,-0.5,0.5,-1.0,1.0,7.789999961853027,14.739999771118164
2016-09-23,0.5,-0.5,1.0,-1.0,7.610000133514404,14.890000343322754
2016-09-26,0.5,-0.5,1.0,-1.0,7.570000171661377,15.3100004196167
2016-09-27,-0.5,0.5,-1.0,1.0,7.670000076293945,15.479999542236328
2016-09-28,-0.5,0.5,-1.0,1.0,7.900000095367432,13.350000381469728
2016-09-29,-0.5000000000000001,0.49999999999999994,-1.0,1.0,7.690000057220459,12.279999732971191
2016-09-30,-0.4999999999999999,0.5000000000000001,-1.0,1.0,7.880000114440918,12.789999961853027
2016-10-03,-0.5,0.5,-1.0,1.0,8.270000457763672,12.720000267028809
2016-10-04,-0.5,0.5,-1.0,1.0,8.170000076293945,12.4399995803833
2016-10-05,0.5,-0.5,1.0,-1.0,8.329999923706055,13.119999885559082
2016-10-06,-0.5,0.5,-1.0,1.0,8.710000038146973,13.18000030517578
2016-10-07,0.5,-0.5,1.0,-1.0,8.220000267028809,12.949999809265137
2016-10-10,-0.5,0.5,-1.0,1.0,8.5,12.609999656677246
2016-10-11,0.49999999999999983,-0.5000000000000002,1.0,-1.0,8.170000076293945,12.6899995803833
2016-10-12,-0.4999999999999999,0.5000000000000001,-1.0,1.0,7.96999979019165,11.93000030517578
2016-10-13,0.5,-0.5,1.0,-1.0,7.46999979019165,11.90999984741211
2016-10-14,-0.5,0.5,-1.0,1.0,7.289999961853027,11.31999969482422
2016-10-17,0.5,-0.5,1.0,-1.0,7.21999979019165,11.510000228881836
2016-10-18,-0.5,0.5,-1.0,1.0,7.340000152587891,11.670000076293944
2016-10-19,0.5000000000000004,-0.49999999999999967,1.0,-1.0,7.110000133514404,11.520000457763672
2016-10-20,-0.5000000000000001,0.49999999999999994,-1.0,1.0,7.309999942779541,11.739999771118164
2016-10-21,-0.4999999999999998,0.5000000000000002,-1.0,1.0,7.400000095367432,11.5600004196167
2016-10-24,-0.5000000000000002,0.4999999999999998,-1.0,1.0,7.389999866485596,11.289999961853027
2016-10-25,0.5,-0.5,1.0,-1.0,7.079999923706055,11.300000190734863
2016-10-26,0.5,-0.5,1.0,-1.0,6.900000095367432,11.18000030517578
2016-10-27,0.5,-0.5,1.0,-1.0,7.059999942779541,10.920000076293944
2016-10-28,0.5000000000000002,-0.4999999999999999,1.0,-1.0,6.869999885559082,10.880000114440918
2016-10-31,-0.5,0.5,-1.0,1.0,6.699999809265137,10.59000015258789
2016-11-01,-0.5,0.5,-1.0,1.0,7.150000095367432,10.979999542236328
2016-11-02,0.5,-0.5,1.0,-1.0,6.400000095367432,10.8100004196167
2016-11-03,-0.5,0.5,-1.0,1.0,6.25,10.199999809265137
2016-11-04,0.5,-0.5,1.0,-1.0,6.349999904632568,11.90999984741211
2016-11-07,0.5000000000000002,-0.4999999999999998,1.0,-1.0,6.550000190734863,12.359999656677246
2016-11-08,0.5,-0.5,1.0,-1.0,6.599999904632568,12.470000267028809
2016-11-09,0.4999999999999997,-0.5000000000000003,1.0,-1.0,6.300000190734863,15.020000457763672
2016-11-10,0.5000000000000002,-0.49999999999999983,1.0,-1.0,6.599999904632568,15.739999771118164
2016-11-11,-0.5,0.5,-1.0,1.0,7.300000190734863,16.399999618530273
2016-11-14,-0.5,0.5,-1.0,1.0,7.5,16.760000228881836
2016-11-15,0.5,-0.5,1.0,-1.0,7.349999904632568,16.549999237060547
2016-11-16,0.5000000000000002,-0.4999999999999999,1.0,-1.0,7.349999904632568,16.6299991607666
2016-11-17,-0.5,0.5,-1.0,1.0,7.650000095367432,16.75
2016-11-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,7.599999904632568,16.959999084472656
2016-11-21,0.5000000000000002,-0.49999999999999983,1.0,-1.0,7.550000190734863,17.170000076293945
2016-11-22,-0.5,0.5,-1.0,1.0,7.349999904632568,16.25
2016-11-23,0.5000000000000002,-0.4999999999999998,1.0,-1.0,7.050000190734863,16.489999771118164
2016-11-25,-0.5000000000000001,0.49999999999999994,-1.0,1.0,7.300000190734863,17.0
2016-11-28,0.49999999999999956,-0.5000000000000006,1.0,-1.0,6.849999904632568,16.489999771118164
2016-11-29,0.5,-0.5,1.0,-1.0,6.900000095367432,16.989999771118164
2016-11-30,0.5000000000000007,-0.49999999999999933,1.0,-1.0,6.550000190734863,16.920000076293945
2016-12-01,-0.4999999999999987,0.5000000000000013,-1.0,1.0,6.25,16.520000457763672
2016-12-02,0.5000000000000111,-0.499999999999989,1.0,-1.0,6.150000095367432,17.3700008392334
2016-12-05,0.5,-0.5,1.0,-1.0,6.25,17.829999923706055
2016-12-06,-0.5000000000000001,0.49999999999999994,-1.0,1.0,6.400000095367432,18.25
2016-12-07,-0.5000000000000001,0.49999999999999994,-1.0,1.0,6.400000095367432,16.610000610351562
2016-12-08,-0.5,0.5,-1.0,1.0,6.800000190734863,16.90999984741211
2016-12-09,0.5,-0.5,1.0,-1.0,6.699999809265137,16.84000015258789
2016-12-12,0.5,-0.5,1.0,-1.0,6.300000190734863,16.440000534057617
2016-12-13,-0.49999999999999994,0.5,-1.0,1.0,6.25,16.15999984741211
2016-12-14,0.49999999999999983,-0.5000000000000002,1.0,-1.0,6.0,16.31999969482422
2016-12-15,0.5000000000000002,-0.4999999999999998,1.0,-1.0,6.099999904632568,16.729999542236328
2016-12-16,0.5,-0.5,1.0,-1.0,6.099999904632568,16.790000915527344
2016-12-19,-0.5000000000000001,0.49999999999999994,-1.0,1.0,6.400000095367432,16.290000915527344
2016-12-20,-0.5,0.5,-1.0,1.0,6.650000095367432,16.559999465942383
2016-12-21,-0.5,0.5,-1.0,1.0,6.800000190734863,16.31999969482422
2016-12-22,-0.5000000000000001,0.5,-1.0,1.0,6.650000095367432,14.9399995803833
2016-12-23,-0.5000000000000014,0.49999999999999867,-1.0,1.0,6.849999904632568,15.40999984741211
2016-12-27,-0.5,0.5,-1.0,1.0,7.0,15.699999809265137
2016-12-28,-0.5,0.5,-1.0,1.0,6.849999904632568,15.220000267028809
2016-12-29,-0.5,0.5,-1.0,1.0,6.849999904632568,14.880000114440918
2016-12-30,-0.5000000000000001,0.4999999999999999,-1.0,1.0,6.75,14.90999984741211
2017-01-03,-0.4999999999999996,0.5000000000000004,-1.0,1.0,6.449999809265137,14.729999542236328
2017-01-04,-0.5000000000000006,0.4999999999999995,-1.0,1.0,6.349999904632568,15.300000190734863
2017-01-05,-0.5,0.5,-1.0,1.0,6.349999904632568,14.989999771118164
2017-01-06,0.5,-0.5,1.0,-1.0,6.050000190734863,15.31999969482422
2017-01-09,-0.5000000000000001,0.49999999999999983,-1.0,1.0,6.0,17.579999923706055
2017-01-10,-0.5,0.5,-1.0,1.0,5.800000190734863,18.90999984741211
2017-01-11,-0.5,0.5000000000000001,-1.0,1.0,5.599999904632568,18.229999542236328
2017-01-12,-0.4999999999999999,0.5000000000000002,-1.0,1.0,5.449999809265137,18.81999969482422
2017-01-13,-0.5000000000000001,0.49999999999999994,-1.0,1.0,5.550000190734863,18.51000022888184
2017-01-17,-0.49999999999999994,0.5,-1.0,1.0,5.400000095367432,17.790000915527344
2017-01-18,-0.4999999999999997,0.5000000000000003,-1.0,1.0,5.400000095367432,18.020000457763672
2017-01-19,-0.5,0.5,-1.0,1.0,5.050000190734863,17.899999618530273
2017-01-20,-0.5,0.5,-1.0,1.0,4.949999809265137,17.920000076293945
2017-01-23,-0.5000000000000002,0.4999999999999998,-1.0,1.0,4.800000190734863,18.290000915527344
2017-01-24,-0.5000000000000004,0.49999999999999956,-1.0,1.0,4.849999904632568,18.530000686645508
2017-01-25,-0.5000000000000001,0.49999999999999994,-1.0,1.0,4.900000095367432,18.43000030517578
2017-01-26,-0.5,0.5,-1.0,1.0,4.849999904632568,18.5
2017-01-27,-0.5000000000000006,0.49999999999999956,-1.0,1.0,4.800000190734863,18.56999969482422
2017-01-30,-0.49999999999999944,0.5000000000000006,-1.0,1.0,4.699999809265137,18.280000686645508
2017-01-31,-0.5,0.5,-1.0,1.0,4.900000095367432,18.1200008392334
2017-02-01,-0.5,0.5,-1.0,1.0,4.75,18.81999969482422
2017-02-02,-0.5,0.5,-1.0,1.0,4.550000190734863,18.690000534057617
2017-02-03,-0.5,0.5,-1.0,1.0,4.699999809265137,20.26000022888184
2017-02-06,-0.5,0.5,-1.0,1.0,4.599999904632568,20.030000686645508
2017-02-07,0.5000000000000011,-0.49999999999999895,1.0,-1.0,4.550000190734863,20.56999969482422
2017-02-08,0.5000000000000006,-0.4999999999999995,1.0,-1.0,4.449999809265137,21.61000061035156
2017-02-09,0.5,-0.5,1.0,-1.0,4.449999809265137,22.5
2017-02-10,-0.5000000000000001,0.49999999999999983,-1.0,1.0,4.550000190734863,22.07999992370605
2017-02-13,-0.5,0.5,-1.0,1.0,4.599999904632568,21.299999237060547
2017-02-14,0.5,-0.5,1.0,-1.0,4.75,22.020000457763672
2017-02-15,0.5,-0.5,1.0,-1.0,4.699999809265137,22.100000381469727
2017-02-16,0.49999999999999983,-0.5000000000000002,1.0,-1.0,4.300000190734863,22.64999961853028
2017-02-17,0.5,-0.5,1.0,-1.0,4.175000190734863,23.1200008392334
