Date,Weight_MTSI,Weight_POWI,Pos_MTSI,Pos_POWI,Close_MTSI,Close_POWI
2016-01-25,0.5,-0.5,1.0,-1.0,39.11000061035156,20.089235305786133
2016-01-26,-0.5,0.5,-1.0,1.0,40.06999969482422,20.44528579711914
2016-01-27,0.5,-0.5,1.0,-1.0,38.34999847412109,20.007068634033203
2016-01-28,-0.5,0.5,-1.0,1.0,39.68999862670898,20.53657913208008
2016-01-29,0.5,-0.5,1.0,-1.0,38.5,21.513425827026367
2016-02-01,-0.5,0.5,-1.0,1.0,38.91999816894531,21.353656768798828
2016-02-02,-0.5,0.5,-1.0,1.0,37.27999877929688,20.322040557861328
2016-02-03,-0.5,0.5,-1.0,1.0,38.02999877929688,20.271821975708008
2016-02-04,-0.49999999999999983,0.5000000000000001,-1.0,1.0,38.11000061035156,20.27638816833496
2016-02-05,0.5000000000000001,-0.4999999999999999,1.0,-1.0,36.38999938964844,19.797094345092773
2016-02-08,0.5000000000000001,-0.4999999999999999,1.0,-1.0,34.709999084472656,19.2310733795166
2016-02-09,0.5000000000000004,-0.4999999999999995,1.0,-1.0,34.91999816894531,19.002843856811523
2016-02-10,0.5000000000000001,-0.4999999999999999,1.0,-1.0,34.66999816894531,19.62820243835449
2016-02-11,0.5000000000000001,-0.4999999999999999,1.0,-1.0,34.31999969482422,19.88382148742676
2016-02-12,0.4999999999999995,-0.5000000000000004,1.0,-1.0,34.70000076293945,19.892953872680664
2016-02-16,0.5,-0.5,1.0,-1.0,36.959999084472656,20.76937866210937
2016-02-17,0.5,-0.5,1.0,-1.0,38.290000915527344,21.03413391113281
2016-02-18,0.5,-0.5,1.0,-1.0,37.90999984741211,20.614177703857425
2016-02-19,0.5,-0.5,1.0,-1.0,38.119998931884766,20.72373962402344
2016-02-22,0.5,-0.5,1.0,-1.0,38.84999847412109,20.71916961669922
2016-02-23,0.5,-0.5,1.0,-1.0,37.56999969482422,20.41789627075196
2016-02-24,0.5,-0.5,1.0,-1.0,37.970001220703125,20.27638816833496
2016-02-25,0.5,-0.5,1.0,-1.0,37.619998931884766,20.74335670471192
2016-02-26,0.49999999999999994,-0.5000000000000001,1.0,-1.0,37.25,20.94478988647461
2016-02-29,0.5,-0.5,1.0,-1.0,37.900001525878906,20.981416702270508
2016-03-01,0.5,-0.5,1.0,-1.0,38.83000183105469,21.66813087463379
2016-03-02,0.5,-0.5,1.0,-1.0,39.720001220703125,21.86956787109375
2016-03-03,0.5,-0.5,1.0,-1.0,40.150001525878906,22.148826599121094
2016-03-04,0.4999999999999999,-0.5000000000000001,1.0,-1.0,41.7599983215332,22.373157501220703
2016-03-07,0.4999999999999999,-0.5000000000000001,1.0,-1.0,42.810001373291016,22.17629814147949
2016-03-08,0.5,-0.5,1.0,-1.0,40.9900016784668,21.97028160095215
2016-03-09,0.5,-0.5,1.0,-1.0,41.880001068115234,21.755111694335938
2016-03-10,0.5,-0.5,1.0,-1.0,41.380001068115234,21.517051696777344
2016-03-11,0.4999999999999999,-0.5000000000000001,1.0,-1.0,43.790000915527344,22.17172622680664
2016-03-14,0.5,-0.5,1.0,-1.0,43.709999084472656,22.08931541442871
2016-03-15,0.5,-0.5,1.0,-1.0,43.900001525878906,22.11220932006836
2016-03-16,0.49999999999999994,-0.5000000000000001,1.0,-1.0,43.68999862670898,22.460145950317383
2016-03-17,0.49999999999999994,-0.5000000000000001,1.0,-1.0,43.65999984741211,22.58375358581543
2016-03-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,43.060001373291016,22.734827041625977
2016-03-21,0.49999999999999994,-0.5000000000000001,1.0,-1.0,42.540000915527344,22.560863494873047
2016-03-22,0.4999999999999999,-0.5000000000000001,1.0,-1.0,42.810001373291016,22.45555877685547
2016-03-23,0.5,-0.5,1.0,-1.0,41.77999877929688,21.99775695800781
2016-03-24,0.5,-0.5,1.0,-1.0,42.130001068115234,22.153409957885746
2016-03-28,0.5,-0.5,1.0,-1.0,41.9900016784668,21.988597869873047
2016-03-29,0.5,-0.5,1.0,-1.0,43.40999984741211,22.72109603881836
2016-03-30,0.5,-0.5,1.0,-1.0,43.70000076293945,22.776029586791992
2016-03-31,0.5,-0.5,1.0,-1.0,43.790000915527344,22.734827041625977
2016-04-01,0.5,-0.5,1.0,-1.0,44.63999938964844,22.87674903869629
2016-04-04,0.5,-0.5,1.0,-1.0,43.459999084472656,22.24954032897949
2016-04-05,0.5,-0.5,1.0,-1.0,42.88999938964844,22.267858505249023
2016-04-06,0.5,-0.5,1.0,-1.0,42.77000045776367,22.153409957885746
2016-04-07,0.5,-0.5,1.0,-1.0,41.77000045776367,21.571990966796875
2016-04-08,-0.5,0.5,-1.0,1.0,40.93999862670898,21.70933151245117
2016-04-11,0.4999999999999999,-0.5000000000000001,1.0,-1.0,41.369998931884766,21.56741714477539
2016-04-12,-0.5000000000000001,0.4999999999999999,-1.0,1.0,40.790000915527344,21.535364151000977
2016-04-13,-0.5,0.5,-1.0,1.0,41.59999847412109,22.267858505249023
2016-04-14,-0.5,0.5,-1.0,1.0,41.02000045776367,21.63150405883789
2016-04-15,-0.5,0.5,-1.0,1.0,40.47999954223633,21.109603881835938
2016-04-18,-0.5,0.5,-1.0,1.0,40.310001373291016,21.48500633239746
2016-04-19,-0.5,0.5,-1.0,1.0,38.65999984741211,20.766244888305664
2016-04-20,-0.5000000000000001,0.49999999999999994,-1.0,1.0,39.5,20.88069725036621
2016-04-21,-0.5000000000000001,0.49999999999999994,-1.0,1.0,39.959999084472656,20.6197452545166
2016-04-22,-0.5,0.5,-1.0,1.0,40.4900016784668,21.228635787963867
2016-04-25,-0.4999999999999998,0.5000000000000003,-1.0,1.0,39.40999984741211,21.040929794311523
2016-04-26,0.4999999999999999,-0.5000000000000001,1.0,-1.0,41.220001220703125,21.4025993347168
2016-04-27,0.4999999999999999,-0.5000000000000001,1.0,-1.0,42.43999862670898,21.4117488861084
2016-04-28,0.5,-0.5,1.0,-1.0,40.880001068115234,20.807445526123047
2016-04-29,-0.5,0.5,-1.0,1.0,40.88999938964844,22.08931541442871
2016-05-02,-0.5,0.5,-1.0,1.0,40.970001220703125,22.0114860534668
2016-05-03,-0.5,0.5,-1.0,1.0,40.2599983215332,21.73680305480957
2016-05-04,-0.5,0.5,-1.0,1.0,39.27999877929688,21.43007469177246
2016-05-05,-0.5,0.5,-1.0,1.0,38.54999923706055,21.018043518066406
2016-05-06,0.4999999999999984,-0.5000000000000016,1.0,-1.0,38.70000076293945,20.999725341796875
2016-05-09,0.5000000000000002,-0.4999999999999999,1.0,-1.0,38.45000076293945,21.269834518432617
2016-05-10,0.5,-0.5,1.0,-1.0,38.2400016784668,21.52621078491211
2016-05-11,-0.5,0.5,-1.0,1.0,37.88999938964844,21.434648513793945
2016-05-12,-0.5000000000000001,0.4999999999999999,-1.0,1.0,37.29999923706055,20.88985824584961
2016-05-13,-0.5,0.5,-1.0,1.0,36.79999923706055,21.283567428588867
2016-05-16,-0.5,0.5,-1.0,1.0,38.060001373291016,21.46211242675781
2016-05-17,-0.5,0.5,-1.0,1.0,36.38999938964844,21.02261734008789
2016-05-18,-0.5000000000000009,0.49999999999999917,-1.0,1.0,36.25,21.48500633239746
2016-05-19,-0.4999999999999986,0.5000000000000013,-1.0,1.0,34.5,21.164531707763672
2016-05-20,-0.49999999999999895,0.500000000000001,-1.0,1.0,35.650001525878906,21.974863052368164
2016-05-23,-0.5000000000000007,0.49999999999999933,-1.0,1.0,35.540000915527344,22.107629776000977
2016-05-24,-0.5,0.5,-1.0,1.0,35.97999954223633,22.85385513305664
2016-05-25,-0.5,0.5,-1.0,1.0,36.04999923706055,22.574594497680664
2016-05-26,-0.5,0.5,-1.0,1.0,35.72999954223633,22.61131858825684
2016-05-27,-0.5,0.5,-1.0,1.0,34.9900016784668,22.76737594604492
2016-05-31,-0.5,0.5,-1.0,1.0,36.0,22.900501251220703
2016-06-01,-0.5000000000000001,0.49999999999999994,-1.0,1.0,36.77999877929688,23.185089111328125
2016-06-02,0.5,-0.5,1.0,-1.0,36.61000061035156,23.203453063964844
2016-06-03,0.49999999999999967,-0.5000000000000003,1.0,-1.0,36.400001525878906,23.258543014526367
2016-06-06,-0.5000000000000001,0.5,-1.0,1.0,37.09999847412109,23.27230834960937
2016-06-07,0.5,-0.5,1.0,-1.0,37.11000061035156,23.547718048095703
2016-06-08,-0.5,0.49999999999999994,-1.0,1.0,38.08000183105469,24.02050971984864
2016-06-09,0.4999999999999996,-0.5000000000000003,1.0,-1.0,38.09000015258789,24.548376083374023
2016-06-10,0.4999999999999997,-0.5000000000000003,1.0,-1.0,37.540000915527344,24.35100173950196
2016-06-13,0.5,-0.5,1.0,-1.0,37.130001068115234,24.49789047241211
2016-06-14,0.49999999999999956,-0.5000000000000004,1.0,-1.0,37.41999816894531,24.952316284179688
2016-06-15,0.5,-0.5,1.0,-1.0,37.31999969482422,24.920190811157227
2016-06-16,0.499999999999999,-0.500000000000001,1.0,-1.0,37.060001373291016,24.88805389404297
2016-06-17,0.4999999999999988,-0.5000000000000012,1.0,-1.0,34.939998626708984,24.369359970092773
2016-06-20,0.5,-0.5,1.0,-1.0,34.68000030517578,24.387725830078125
2016-06-21,0.49999999999999917,-0.5000000000000009,1.0,-1.0,34.27000045776367,24.507068634033203
2016-06-22,0.5,-0.5,1.0,-1.0,33.79999923706055,24.35100173950196
2016-06-23,-0.49999999999999994,0.5000000000000001,-1.0,1.0,34.72999954223633,24.3785400390625
2016-06-24,0.5000000000000004,-0.4999999999999996,1.0,-1.0,32.88999938964844,23.08870315551757
2016-06-27,0.5,-0.5,1.0,-1.0,29.809999465942383,21.76212310791016
2016-06-28,-0.5,0.5,-1.0,1.0,31.71999931335449,22.4827938079834
2016-06-29,-0.5000000000000001,0.49999999999999994,-1.0,1.0,32.34000015258789,22.514917373657227
2016-06-30,0.5,-0.5,1.0,-1.0,32.97999954223633,22.98312187194824
2016-07-01,0.49999999999999895,-0.500000000000001,1.0,-1.0,32.4900016784668,22.992298126220703
2016-07-05,0.5,-0.5,1.0,-1.0,31.280000686645508,22.450664520263672
2016-07-06,-0.5,0.5,-1.0,1.0,31.739999771118164,22.51033592224121
2016-07-07,-0.5,0.5000000000000001,-1.0,1.0,32.25,22.64803504943848
2016-07-08,-0.5,0.5,-1.0,1.0,34.150001525878906,23.36410903930664
2016-07-11,0.5,-0.5,1.0,-1.0,34.540000915527344,24.034278869628903
2016-07-12,-0.5,0.5,-1.0,1.0,34.810001373291016,23.712966918945312
2016-07-13,-0.5,0.5,-1.0,1.0,34.95000076293945,23.7083740234375
2016-07-14,-0.4999999999999882,0.5000000000000118,-1.0,1.0,35.25,23.94706153869629
2016-07-15,-0.5,0.5,-1.0,1.0,35.56999969482422,23.98837661743164
2016-07-18,-0.4999999999999999,0.5000000000000002,-1.0,1.0,35.689998626708984,24.667724609375
2016-07-19,-0.5,0.5,-1.0,1.0,35.810001373291016,24.67231750488281
2016-07-20,-0.5000000000000001,0.5,-1.0,1.0,36.65999984741211,25.08083915710449
2016-07-21,-0.5,0.5,-1.0,1.0,36.20000076293945,24.83756446838379
2016-07-22,-0.5,0.49999999999999994,-1.0,1.0,36.400001525878906,24.94772720336914
2016-07-25,-0.5,0.5000000000000001,-1.0,1.0,37.25,25.103790283203125
2016-07-26,-0.49999999999999983,0.5000000000000001,-1.0,1.0,37.7599983215332,25.62248611450196
2016-07-27,-0.5,0.5,-1.0,1.0,39.54999923706055,25.888717651367188
2016-07-28,-0.5,0.5,-1.0,1.0,39.290000915527344,26.0998649597168
2016-07-29,-0.49999999999999994,0.5000000000000001,-1.0,1.0,39.5099983215332,26.19625663757324
2016-08-01,-0.5000000000000001,0.4999999999999999,-1.0,1.0,39.900001525878906,26.232973098754883
2016-08-02,-0.5000000000000001,0.49999999999999994,-1.0,1.0,37.970001220703125,25.20477294921875
2016-08-03,-0.5,0.5,-1.0,1.0,38.34999847412109,25.41593170166016
2016-08-04,-0.5,0.5,-1.0,1.0,38.58000183105469,25.434282302856445
2016-08-05,-0.5,0.5,-1.0,1.0,39.68000030517578,25.84739875793457
2016-08-08,-0.49999999999999994,0.5000000000000001,-1.0,1.0,39.79999923706055,25.59952735900879
2016-08-09,-0.5000000000000001,0.49999999999999983,-1.0,1.0,40.29999923706055,26.21462631225586
2016-08-10,-0.5000000000000002,0.49999999999999983,-1.0,1.0,39.25,26.168716430664062
2016-08-11,-0.5,0.5,-1.0,1.0,38.93000030517578,26.246749877929688
2016-08-12,-0.5,0.5,-1.0,1.0,39.5,26.26052474975586
2016-08-15,-0.5,0.5,-1.0,1.0,40.06999969482422,26.269704818725582
2016-08-16,-0.4999999999999998,0.5000000000000002,-1.0,1.0,39.040000915527344,26.12281608581543
2016-08-17,-0.5000000000000001,0.49999999999999994,-1.0,1.0,39.130001068115234,26.044790267944336
2016-08-18,-0.4999999999999999,0.5000000000000001,-1.0,1.0,39.40999984741211,26.320199966430664
2016-08-19,-0.5,0.5,-1.0,1.0,39.72999954223633,26.38446044921875
2016-08-22,-0.5,0.5,-1.0,1.0,41.29999923706055,26.73331069946289
2016-08-23,-0.5,0.5,-1.0,1.0,42.34999847412109,26.75166702270508
2016-08-24,-0.4999999999999998,0.5000000000000002,-1.0,1.0,42.16999816894531,26.8067569732666
2016-08-25,-0.5,0.5,-1.0,1.0,41.41999816894531,27.00413703918457
2016-08-26,-0.5,0.5,-1.0,1.0,40.970001220703125,26.903152465820312
2016-08-29,-0.5,0.5,-1.0,1.0,41.83000183105469,26.85714340209961
2016-08-30,-0.4999999999999995,0.5000000000000006,-1.0,1.0,41.68999862670898,26.778940200805664
2016-08-31,-0.5,0.5,-1.0,1.0,41.20000076293945,26.86634826660156
2016-09-01,-0.5,0.49999999999999994,-1.0,1.0,42.7599983215332,27.174579620361328
2016-09-02,-0.5,0.5000000000000001,-1.0,1.0,43.540000915527344,27.31259155273437
2016-09-06,-0.5,0.49999999999999994,-1.0,1.0,43.7400016784668,27.14237594604492
2016-09-07,-0.5,0.5,-1.0,1.0,43.54999923706055,27.271181106567383
2016-09-08,-0.5,0.5,-1.0,1.0,42.970001220703125,27.25278091430664
2016-09-09,0.5000000000000001,-0.49999999999999994,1.0,-1.0,42.0099983215332,26.47991371154785
2016-09-12,-0.5000000000000002,0.4999999999999999,-1.0,1.0,41.380001068115234,26.99056053161621
2016-09-13,0.5,-0.5,1.0,-1.0,40.31999969482422,26.59952545166016
2016-09-14,0.49999999999999994,-0.5000000000000001,1.0,-1.0,40.91999816894531,26.70073127746582
2016-09-15,0.5,-0.5,1.0,-1.0,42.43000030517578,27.10556983947754
2016-09-16,0.5000000000000001,-0.49999999999999994,1.0,-1.0,41.81999969482422,27.335588455200195
2016-09-19,-0.5000000000000003,0.4999999999999997,-1.0,1.0,42.459999084472656,27.97504615783692
2016-09-20,-0.4999999999999999,0.5000000000000001,-1.0,1.0,40.68999862670898,27.998046875
2016-09-21,-0.5,0.5,-1.0,1.0,40.15999984741211,28.366079330444336
2016-09-22,-0.5,0.5,-1.0,1.0,41.02000045776367,28.60990333557129
2016-09-23,-0.5000000000000001,0.49999999999999983,-1.0,1.0,40.27999877929688,28.251066207885746
2016-09-26,-0.5,0.5,-1.0,1.0,40.119998931884766,27.71282196044922
2016-09-27,-0.5,0.5,-1.0,1.0,40.650001525878906,28.232666015625
2016-09-28,-0.49999999999999994,0.5000000000000001,-1.0,1.0,40.59000015258789,28.26487159729004
2016-09-29,-0.5,0.5,-1.0,1.0,41.09999847412109,28.301671981811523
2016-09-30,-0.5000000000000001,0.49999999999999994,-1.0,1.0,42.34000015258789,28.996337890625
2016-10-03,-0.4999999999999999,0.5000000000000001,-1.0,1.0,42.2400016784668,29.336763381958008
2016-10-04,-0.5,0.5,-1.0,1.0,42.41999816894531,29.3459587097168
2016-10-05,-0.5000000000000001,0.49999999999999994,-1.0,1.0,42.34000015258789,29.32296371459961
2016-10-06,-0.5,0.5,-1.0,1.0,43.52999877929688,29.26775360107422
2016-10-07,-0.5,0.5,-1.0,1.0,42.91999816894531,29.46557235717773
2016-10-10,-0.5,0.5,-1.0,1.0,42.459999084472656,29.11594009399414
2016-10-11,-0.4999999999999999,0.5000000000000001,-1.0,1.0,41.06999969482422,28.724910736083984
2016-10-12,-0.5,0.5,-1.0,1.0,40.040000915527344,28.508695602416992
2016-10-13,-0.5,0.5000000000000001,-1.0,1.0,39.34999847412109,28.90432548522949
2016-10-14,-0.5000000000000001,0.49999999999999994,-1.0,1.0,38.869998931884766,28.90893173217773
2016-10-17,-0.5,0.5,-1.0,1.0,38.560001373291016,28.614501953125
2016-10-18,-0.5,0.49999999999999994,-1.0,1.0,38.7599983215332,28.982532501220703
2016-10-19,-0.5,0.5000000000000001,-1.0,1.0,38.380001068115234,29.18955421447754
2016-10-20,-0.5,0.5,-1.0,1.0,38.209999084472656,28.66050148010254
2016-10-21,-0.5,0.5,-1.0,1.0,38.209999084472656,28.614501953125
2016-10-24,-0.5,0.5,-1.0,1.0,38.81999969482422,28.95953750610352
2016-10-25,-0.49999999999999994,0.5000000000000001,-1.0,1.0,38.7599983215332,29.1435489654541
2016-10-26,-0.5,0.5,-1.0,1.0,38.52000045776367,29.350566864013672
2016-10-27,-0.5,0.5,-1.0,1.0,36.52000045776367,29.350566864013672
2016-10-28,-0.5000000000000001,0.49999999999999994,-1.0,1.0,36.5,29.511579513549805
2016-10-31,-0.5,0.5,-1.0,1.0,36.7599983215332,29.649593353271484
2016-11-01,-0.5,0.5,-1.0,1.0,35.970001220703125,28.936527252197266
2016-11-02,-0.49999999999999994,0.5000000000000001,-1.0,1.0,35.7400016784668,28.683507919311523
2016-11-03,-0.5,0.5,-1.0,1.0,36.58000183105469,28.95953750610352
2016-11-04,-0.5,0.5,-1.0,1.0,37.650001525878906,29.304563522338867
2016-11-07,0.5,-0.5,1.0,-1.0,38.27000045776367,29.833606719970703
2016-11-08,-0.5,0.5,-1.0,1.0,38.09999847412109,29.60358619689941
2016-11-09,-0.5,0.5,-1.0,1.0,40.25,29.7876033782959
2016-11-10,-0.5,0.5,-1.0,1.0,39.20000076293945,28.683507919311523
2016-11-11,0.5,-0.5,1.0,-1.0,40.77999877929688,29.856609344482425
2016-11-14,0.5,-0.5,1.0,-1.0,40.79999923706055,30.109628677368164
2016-11-15,-0.5,0.5,-1.0,1.0,41.5099983215332,30.13263320922852
2016-11-16,-0.5,0.5,-1.0,1.0,44.209999084472656,30.408662796020508
2016-11-17,-0.5,0.5,-1.0,1.0,46.58000183105469,30.546667098999023
2016-11-18,-0.5,0.5,-1.0,1.0,46.95000076293945,30.82269287109375
2016-11-21,0.5,-0.5,1.0,-1.0,45.0099983215332,30.82269287109375
2016-11-22,0.5000000000000001,-0.49999999999999994,1.0,-1.0,45.41999816894531,31.259727478027344
2016-11-23,-0.5,0.5,-1.0,1.0,47.869998931884766,31.512754440307617
2016-11-25,-0.5,0.49999999999999994,-1.0,1.0,48.36000061035156,31.55875015258789
2016-11-28,-0.49999999999999994,0.5000000000000001,-1.0,1.0,49.0,31.503454208374023
2016-11-29,-0.5000000000000001,0.5,-1.0,1.0,49.5,31.319076538085938
2016-11-30,-0.5,0.5,-1.0,1.0,49.81999969482422,31.01948928833008
2016-12-01,0.5,-0.5,1.0,-1.0,46.04999923706055,29.221923828125
2016-12-02,-0.5,0.5,-1.0,1.0,47.130001068115234,29.291059494018555
2016-12-05,-0.5,0.5,-1.0,1.0,48.91999816894531,30.143754959106445
2016-12-06,-0.5,0.5,-1.0,1.0,49.900001525878906,30.71989250183105
2016-12-07,-0.5,0.5,-1.0,1.0,52.86000061035156,31.134708404541016
2016-12-08,-0.5,0.5,-1.0,1.0,53.220001220703125,32.05654525756836
2016-12-09,0.5,-0.5,1.0,-1.0,50.369998931884766,31.59563064575196
2016-12-12,0.5,-0.5,1.0,-1.0,48.93000030517578,30.99644088745117
2016-12-13,-0.5,0.5,-1.0,1.0,48.9900016784668,30.97340202331543
2016-12-14,0.5,-0.5,1.0,-1.0,47.7400016784668,30.90426254272461
2016-12-15,0.5,-0.5,1.0,-1.0,49.63999938964844,31.849136352539062
2016-12-16,0.5,-0.5,1.0,-1.0,48.86000061035156,31.52650260925293
2016-12-19,0.5,-0.5,1.0,-1.0,48.65999984741211,31.503454208374023
2016-12-20,-0.5,0.5,-1.0,1.0,49.220001220703125,31.52650260925293
2016-12-21,0.5,-0.5,1.0,-1.0,48.900001525878906,31.180809020996094
2016-12-22,0.5,-0.5,1.0,-1.0,46.27000045776367,31.43431854248047
2016-12-23,-0.5,0.5,-1.0,1.0,46.66999816894531,31.57258987426757
2016-12-27,-0.5,0.5,-1.0,1.0,47.959999084472656,31.849136352539062
2016-12-28,-0.5,0.5,-1.0,1.0,47.220001220703125,31.249950408935547
2016-12-29,0.5,-0.5,1.0,-1.0,47.16999816894531,31.664777755737305
2016-12-30,0.5,-0.5,1.0,-1.0,46.27999877929688,31.272998809814453
2017-01-03,-0.5,0.5,-1.0,1.0,46.93000030517578,31.319076538085938
2017-01-04,-0.5,0.5,-1.0,1.0,46.880001068115234,31.11167335510254
2017-01-05,-0.5,0.5,-1.0,1.0,45.970001220703125,30.489442825317383
2017-01-06,0.5,-0.5,1.0,-1.0,45.22999954223633,31.065570831298828
2017-01-09,-0.5,0.5,-1.0,1.0,46.18999862670898,31.065570831298828
2017-01-10,0.5,-0.5,1.0,-1.0,46.16999816894531,31.157760620117188
2017-01-11,0.5,-0.5,1.0,-1.0,46.150001525878906,31.549543380737305
2017-01-12,0.5,-0.5,1.0,-1.0,46.47999954223633,31.34212303161621
2017-01-13,0.5000000000000001,-0.5,1.0,-1.0,47.45000076293945,31.80303955078125
2017-01-17,0.5,-0.5,1.0,-1.0,46.959999084472656,31.134708404541016
2017-01-18,0.5,-0.5,1.0,-1.0,48.040000915527344,31.641721725463867
2017-01-19,0.5,-0.5,1.0,-1.0,47.68000030517578,31.411266326904297
2017-01-20,0.5,-0.5,1.0,-1.0,46.900001525878906,31.779998779296875
2017-01-23,0.5,-0.5,1.0,-1.0,47.18999862670898,31.82608795166016
2017-01-24,0.5,-0.5,1.0,-1.0,48.79999923706055,32.540504455566406
2017-01-25,0.5000000000000001,-0.49999999999999994,1.0,-1.0,47.970001220703125,33.11664581298828
2017-01-26,0.5,-0.5,1.0,-1.0,47.52999877929688,33.001407623291016
2017-01-27,0.5000000000000001,-0.4999999999999999,1.0,-1.0,48.70000076293945,33.41624450683594
2017-01-30,0.5,-0.5,1.0,-1.0,48.630001068115234,32.425270080566406
2017-01-31,0.5,-0.5000000000000001,1.0,-1.0,47.54999923706055,32.72486877441406
2017-02-01,0.5,-0.5,1.0,-1.0,46.0099983215332,33.37015914916992
2017-02-02,-0.5,0.5,-1.0,1.0,47.9900016784668,29.79806900024414
2017-02-03,0.5,-0.5000000000000001,1.0,-1.0,47.709999084472656,31.157760620117188
2017-02-06,0.4999999999999996,-0.5000000000000004,1.0,-1.0,47.59999847412109,30.51248359680176
2017-02-07,0.49999999999999994,-0.5000000000000001,1.0,-1.0,47.34000015258789,30.742944717407227
2017-02-08,0.5000000000000001,-0.49999999999999994,1.0,-1.0,45.72999954223633,31.157760620117188
2017-02-09,0.4999999999999996,-0.5000000000000003,1.0,-1.0,45.43999862670898,30.604665756225582
2017-02-10,0.5,-0.5,1.0,-1.0,46.13999938964844,30.789031982421875
2017-02-13,0.4999999999999999,-0.5000000000000001,1.0,-1.0,45.65999984741211,30.51248359680176
2017-02-14,0.5,-0.5,1.0,-1.0,45.90999984741211,30.189844131469727
