Date,Weight_MTSI,Weight_POWI,Pos_MTSI,Pos_POWI,Close_MTSI,Close_POWI
2018-05-15,-0.5,0.5,-1.0,1.0,23.040000915527344,33.132293701171875
2018-05-16,0.5,-0.5,1.0,-1.0,23.07999992370605,33.59796142578125
2018-05-17,0.5,-0.5,1.0,-1.0,23.01000022888184,33.52811813354492
2018-05-18,0.5,-0.5,1.0,-1.0,22.64999961853028,33.667808532714844
2018-05-21,0.5,-0.5,1.0,-1.0,22.559999465942383,34.06364059448242
2018-05-22,0.5,-0.5,1.0,-1.0,22.25,34.110198974609375
2018-05-23,0.5,-0.5,1.0,-1.0,22.200000762939453,34.08692932128906
2018-05-24,0.5000000000000001,-0.49999999999999994,1.0,-1.0,22.059999465942383,34.110198974609375
2018-05-25,0.49999999999999994,-0.5000000000000001,1.0,-1.0,22.530000686645508,34.97168731689453
2018-05-29,0.5000000000000001,-0.4999999999999999,1.0,-1.0,22.479999542236328,35.11139297485352
2018-05-30,0.4999999999999999,-0.5000000000000001,1.0,-1.0,22.71999931335449,35.48939514160156
2018-05-31,-0.49999999999999994,0.5000000000000001,-1.0,1.0,22.549999237060547,35.06938552856445
2018-06-01,-0.5,0.5,-1.0,1.0,23.71999931335449,35.37272262573242
2018-06-04,0.4999999999999999,-0.5000000000000002,1.0,-1.0,23.01000022888184,35.79270935058594
2018-06-05,-0.5,0.5,-1.0,1.0,23.6299991607666,36.23603439331055
2018-06-06,-0.5,0.5,-1.0,1.0,23.950000762939453,36.4460334777832
2018-06-07,-0.49999999999999994,0.5000000000000001,-1.0,1.0,24.15999984741211,35.72270965576172
2018-06-08,-0.49999999999999994,0.5,-1.0,1.0,24.57999992370605,35.51271438598633
2018-06-11,0.5000000000000001,-0.4999999999999999,1.0,-1.0,25.3700008392334,35.48939514160156
2018-06-12,0.5,-0.5,1.0,-1.0,25.57999992370605,35.88603210449219
2018-06-13,0.5000000000000002,-0.49999999999999983,1.0,-1.0,24.14999961853028,36.81935119628906
2018-06-14,-0.5000000000000001,0.49999999999999994,-1.0,1.0,24.989999771118164,36.98269271850586
2018-06-15,0.5,-0.5,1.0,-1.0,24.68000030517578,36.7960205078125
2018-06-18,0.49999999999999983,-0.5000000000000002,1.0,-1.0,24.700000762939453,36.86602783203125
2018-06-19,0.49999999999999983,-0.5000000000000002,1.0,-1.0,24.36000061035156,37.00601577758789
2018-06-20,0.49999999999999994,-0.5000000000000001,1.0,-1.0,25.18000030517578,37.19268798828125
2018-06-21,0.5,-0.5,1.0,-1.0,24.32999992370605,36.28269577026367
2018-06-22,0.5000000000000001,-0.4999999999999999,1.0,-1.0,23.86000061035156,36.469364166259766
2018-06-25,0.5,-0.5,1.0,-1.0,22.989999771118164,35.25605392456055
2018-06-26,-0.5,0.5,-1.0,1.0,23.76000022888184,35.769378662109375
2018-06-27,0.5000000000000001,-0.49999999999999994,1.0,-1.0,22.65999984741211,34.57940673828125
2018-06-28,0.5,-0.5,1.0,-1.0,23.190000534057617,34.48606491088867
2018-06-29,0.5000000000000001,-0.4999999999999999,1.0,-1.0,23.040000915527344,34.08940124511719
2018-07-02,0.5000000000000001,-0.49999999999999994,1.0,-1.0,23.290000915527344,34.57940673828125
2018-07-03,0.4999999999999999,-0.5000000000000001,1.0,-1.0,23.39999961853028,34.29939270019531
2018-07-05,0.5,-0.5,1.0,-1.0,24.82999992370605,35.41938018798828
2018-07-06,0.5,-0.5,1.0,-1.0,24.239999771118164,35.79270935058594
2018-07-09,-0.5,0.5,-1.0,1.0,24.43000030517578,35.74604034423828
2018-07-10,-0.5,0.5,-1.0,1.0,24.84000015258789,36.1193733215332
2018-07-11,0.5000000000000001,-0.5,1.0,-1.0,24.170000076293945,35.37272262573242
2018-07-12,0.5,-0.5,1.0,-1.0,25.450000762939453,35.932708740234375
2018-07-13,0.5,-0.5,1.0,-1.0,24.600000381469727,35.88603210449219
2018-07-16,0.5,-0.5000000000000001,1.0,-1.0,24.1200008392334,35.46604537963867
2018-07-17,0.5000000000000001,-0.5,1.0,-1.0,24.290000915527344,35.932708740234375
2018-07-18,0.5,-0.5,1.0,-1.0,24.46999931335449,36.35269546508789
2018-07-19,0.5,-0.5,1.0,-1.0,24.63999938964844,36.16603469848633
2018-07-20,0.5,-0.5,1.0,-1.0,23.89999961853028,35.69937896728516
2018-07-23,0.5000000000000009,-0.49999999999999917,1.0,-1.0,23.57999992370605,35.51271438598633
2018-07-24,0.5,-0.5,1.0,-1.0,22.65999984741211,35.162723541259766
2018-07-25,0.5,-0.5,1.0,-1.0,22.670000076293945,34.952728271484375
2018-07-26,0.49999999999999994,-0.5,1.0,-1.0,22.65999984741211,35.279380798339844
2018-07-27,-0.5,0.5,-1.0,1.0,21.84000015258789,33.17009353637695
2018-07-30,0.5,-0.5,1.0,-1.0,21.31999969482422,32.712764739990234
2018-07-31,0.5,-0.5,1.0,-1.0,20.82999992370605,33.3660774230957
2018-08-01,0.5,-0.5,1.0,-1.0,20.290000915527344,33.22609329223633
2018-08-02,-0.5,0.5,-1.0,1.0,20.64999961853028,33.52942657470703
2018-08-03,-0.5000000000000004,0.4999999999999996,-1.0,1.0,21.18000030517578,33.10941696166992
2018-08-06,-0.5,0.5,-1.0,1.0,22.0,33.92607498168945
2018-08-07,-0.5,0.5,-1.0,1.0,22.6299991607666,33.99607467651367
2018-08-08,-0.5,0.5,-1.0,1.0,23.25,34.1827392578125
2018-08-09,-0.5,0.5,-1.0,1.0,23.8799991607666,34.04273223876953
2018-08-10,0.5,-0.5,1.0,-1.0,23.299999237060547,33.83274459838867
2018-08-13,0.5,-0.5,1.0,-1.0,22.950000762939453,33.94940948486328
2018-08-14,0.5,-0.5,1.0,-1.0,21.82999992370605,33.62274932861328
2018-08-15,0.5,-0.5,1.0,-1.0,20.920000076293945,33.506072998046875
2018-08-16,-0.5,0.5,-1.0,1.0,21.479999542236328,33.92607498168945
2018-08-17,0.5,-0.5,1.0,-1.0,21.88999938964844,33.64608383178711
2018-08-20,0.49999999999999994,-0.5000000000000001,1.0,-1.0,21.690000534057617,33.59941864013672
2018-08-21,0.5,-0.5,1.0,-1.0,23.170000076293945,34.206077575683594
2018-08-22,0.5000000000000001,-0.49999999999999994,1.0,-1.0,22.64999961853028,34.3693962097168
2018-08-23,0.5000000000000001,-0.49999999999999983,1.0,-1.0,23.100000381469727,33.90274810791016
2018-08-24,0.5,-0.49999999999999994,1.0,-1.0,22.86000061035156,33.92607498168945
2018-08-27,0.5000000000000001,-0.5,1.0,-1.0,23.3700008392334,34.439395904541016
2018-08-28,0.5000000000000001,-0.49999999999999994,1.0,-1.0,23.51000022888184,34.1827392578125
2018-08-29,0.5,-0.5,1.0,-1.0,22.989999771118164,34.11273956298828
2018-08-30,0.5000000000000001,-0.49999999999999994,1.0,-1.0,22.309999465942383,33.953731536865234
2018-08-31,0.49999999999999994,-0.5000000000000001,1.0,-1.0,23.049999237060547,34.304481506347656
2018-09-04,0.5,-0.5,1.0,-1.0,22.709999084472656,33.71988296508789
2018-09-05,-0.5,0.5,-1.0,1.0,22.68000030517578,33.60297393798828
2018-09-06,0.5,-0.5,1.0,-1.0,21.809999465942383,33.228816986083984
2018-09-07,0.4999999999999999,-0.5000000000000001,1.0,-1.0,21.88999938964844,32.644222259521484
2018-09-10,0.4999999999999999,-0.5000000000000001,1.0,-1.0,22.25,32.644222259521484
2018-09-11,0.5000000000000001,-0.49999999999999994,1.0,-1.0,21.979999542236328,32.80790710449219
2018-09-12,0.5000000000000001,-0.49999999999999994,1.0,-1.0,19.3799991607666,30.820255279541016
2018-09-13,0.49999999999999994,-0.5000000000000001,1.0,-1.0,19.790000915527344,30.28241920471192
2018-09-14,0.5000000000000001,-0.49999999999999994,1.0,-1.0,20.270000457763672,31.217788696289062
2018-09-17,0.4999999999999999,-0.5000000000000001,1.0,-1.0,20.34000015258789,31.124248504638672
2018-09-18,0.4999999999999999,-0.5000000000000001,1.0,-1.0,21.299999237060547,31.03070831298828
2018-09-19,0.5,-0.5,1.0,-1.0,21.559999465942383,31.100866317749023
2018-09-20,0.4999999999999999,-0.5000000000000001,1.0,-1.0,22.459999084472656,31.73223876953125
2018-09-21,0.5,-0.49999999999999994,1.0,-1.0,21.40999984741211,31.872547149658203
2018-09-24,0.49999999999999994,-0.5000000000000001,1.0,-1.0,20.959999084472656,31.802392959594727
2018-09-25,0.4999999999999997,-0.5000000000000002,1.0,-1.0,20.200000762939453,30.422718048095703
2018-09-26,-0.49999999999999867,0.5000000000000013,-1.0,1.0,19.3799991607666,29.019676208496094
2018-09-27,-0.4999999999999987,0.5000000000000013,-1.0,1.0,19.82999992370605,29.510740280151367
2018-09-28,-0.5,0.5,-1.0,1.0,20.600000381469727,29.557518005371094
2018-10-01,0.5000000000000003,-0.49999999999999967,1.0,-1.0,20.01000022888184,28.74374771118164
2018-10-02,0.49999999999999967,-0.5000000000000003,1.0,-1.0,19.530000686645508,28.70165061950684
2018-10-03,-0.4999999999999987,0.5000000000000013,-1.0,1.0,19.63999938964844,28.41169548034668
2018-10-04,0.5,-0.5,1.0,-1.0,19.09000015258789,28.19656181335449
2018-10-05,0.49999999999999967,-0.5000000000000003,1.0,-1.0,17.760000228881836,27.28925323486328
2018-10-08,0.5,-0.5,1.0,-1.0,17.030000686645508,26.901079177856445
2018-10-09,0.5,-0.5,1.0,-1.0,16.84000015258789,26.98526191711425
2018-10-10,0.4999999999999999,-0.5000000000000001,1.0,-1.0,15.6899995803833,26.04989624023437
2018-10-11,0.5000000000000001,-0.4999999999999999,1.0,-1.0,15.420000076293944,26.293088912963867
2018-10-12,0.4999999999999999,-0.5000000000000001,1.0,-1.0,15.65999984741211,27.3266716003418
2018-10-15,0.5000000000000001,-0.4999999999999999,1.0,-1.0,15.649999618530272,27.611955642700195
2018-10-16,0.5000000000000002,-0.49999999999999983,1.0,-1.0,16.950000762939453,28.276063919067383
2018-10-17,0.5,-0.5,1.0,-1.0,16.760000228881836,28.360246658325195
2018-10-18,0.5,-0.5,1.0,-1.0,15.279999732971191,27.55583572387696
2018-10-19,0.5,-0.5,1.0,-1.0,14.800000190734863,27.378116607666016
2018-10-22,0.5,-0.5,1.0,-1.0,14.850000381469728,27.65404891967773
2018-10-23,0.5,-0.5,1.0,-1.0,14.720000267028809,26.84028053283692
2018-10-24,0.4999999999999999,-0.5000000000000002,1.0,-1.0,13.479999542236328,25.039703369140625
2018-10-25,0.5000000000000002,-0.49999999999999983,1.0,-1.0,14.279999732971191,25.465293884277344
2018-10-26,-0.4999999999999998,0.5000000000000002,-1.0,1.0,13.59000015258789,23.57585906982422
2018-10-29,0.49999999999999994,-0.5000000000000001,1.0,-1.0,13.6899995803833,24.77313041687012
2018-10-30,0.4999999999999973,-0.5000000000000028,1.0,-1.0,13.859999656677246,25.764612197875977
2018-10-31,0.500000000000001,-0.49999999999999895,1.0,-1.0,14.06999969482422,26.339862823486328
2018-11-01,0.4999999999999999,-0.5000000000000002,1.0,-1.0,15.899999618530272,27.16298484802246
2018-11-02,0.5,-0.5,1.0,-1.0,16.530000686645508,27.4482650756836
2018-11-05,0.5,-0.5,1.0,-1.0,16.06999969482422,27.256511688232425
2018-11-06,0.5,-0.5,1.0,-1.0,16.059999465942383,27.61663246154785
2018-11-07,0.5000000000000001,-0.49999999999999994,1.0,-1.0,15.920000076293944,27.49503326416016
2018-11-08,0.49999999999999983,-0.5000000000000002,1.0,-1.0,15.869999885559082,27.23313331604004
2018-11-09,0.5,-0.5,1.0,-1.0,16.06999969482422,27.00864601135254
2018-11-12,0.5,-0.5,1.0,-1.0,14.890000343322754,26.269710540771484
2018-11-13,0.5,-0.5,1.0,-1.0,15.140000343322754,26.554994583129883
2018-11-14,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.950000762939453,27.050743103027344
2018-11-15,0.49999999999999994,-0.5000000000000001,1.0,-1.0,17.719999313354492,28.04690742492676
2018-11-16,0.49999999999999994,-0.5000000000000001,1.0,-1.0,18.010000228881836,27.934654235839844
2018-11-19,0.49999999999999994,-0.5000000000000001,1.0,-1.0,16.709999084472656,27.331348419189453
2018-11-20,0.5000000000000002,-0.4999999999999999,1.0,-1.0,17.170000076293945,27.181684494018555
2018-11-21,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.3799991607666,27.66340065002441
2018-11-23,0.5,-0.5,1.0,-1.0,17.1299991607666,27.90659713745117
2018-11-26,0.5,-0.49999999999999994,1.0,-1.0,17.709999084472656,28.505226135253903
2018-11-27,0.5,-0.49999999999999994,1.0,-1.0,17.149999618530273,27.99545669555664
2018-11-28,0.49999999999999994,-0.5000000000000001,1.0,-1.0,18.25,29.183368682861328
2018-11-29,0.5,-0.5,1.0,-1.0,17.5,28.817636489868164
2018-11-30,0.5,-0.5,1.0,-1.0,17.770000457763672,29.70851707458496
2018-12-03,-0.5,0.5,-1.0,1.0,18.13999938964844,30.210229873657227
2018-12-04,-0.5,0.5,-1.0,1.0,17.579999923706055,28.737934112548828
2018-12-06,0.5000000000000001,-0.49999999999999994,1.0,-1.0,15.949999809265137,28.31593132019043
2018-12-07,-0.5,0.5,-1.0,1.0,15.640000343322754,27.706375122070312
2018-12-10,-0.5,0.5,-1.0,1.0,15.890000343322754,28.067420959472656
2018-12-11,0.5,-0.5,1.0,-1.0,15.979999542236328,29.366230010986328
2018-12-12,0.5,-0.5,1.0,-1.0,16.06999969482422,29.910137176513672
2018-12-13,0.5,-0.5,1.0,-1.0,15.850000381469728,29.713207244873047
2018-12-14,-0.5,0.5,-1.0,1.0,15.5600004196167,28.74730491638184
2018-12-17,-0.5,0.5,-1.0,1.0,15.390000343322754,28.259662628173828
2018-12-18,-0.5,0.5,-1.0,1.0,15.739999771118164,28.841079711914062
2018-12-19,0.5,-0.5,1.0,-1.0,14.6899995803833,27.63604736328125
2018-12-20,0.5,-0.5,1.0,-1.0,14.5600004196167,27.537580490112305
2018-12-21,0.5000000000000038,-0.49999999999999634,1.0,-1.0,14.06999969482422,26.867082595825195
2018-12-24,-0.49999999999999994,0.5000000000000001,-1.0,1.0,13.90999984741211,26.548236846923828
2018-12-26,-0.5,0.5,-1.0,1.0,14.989999771118164,28.100250244140625
2018-12-27,-0.49999999999999817,0.5000000000000019,-1.0,1.0,14.859999656677246,28.5316162109375
2018-12-28,-0.5,0.5,-1.0,1.0,15.0,28.34406280517578
2018-12-31,0.5,-0.5,1.0,-1.0,14.510000228881836,28.59256935119629
2019-01-02,-0.5,0.5,-1.0,1.0,14.869999885559082,28.5316162109375
2019-01-03,-0.5000000000000001,0.49999999999999983,-1.0,1.0,14.140000343322754,26.29034805297852
2019-01-04,-0.5,0.5,-1.0,1.0,14.68000030517578,27.28907585144043
2019-01-07,-0.5000000000000001,0.49999999999999994,-1.0,1.0,15.220000267028809,27.56571388244629
2019-01-08,-0.5,0.5,-1.0,1.0,15.420000076293944,27.87986946105957
2019-01-09,-0.5,0.5,-1.0,1.0,16.1200008392334,28.74261474609375
2019-01-10,0.5000000000000004,-0.4999999999999996,1.0,-1.0,16.43000030517578,29.342788696289062
2019-01-11,-0.5,0.5,-1.0,1.0,16.780000686645508,29.830421447753903
2019-01-14,0.5000000000000002,-0.4999999999999998,1.0,-1.0,16.1200008392334,28.7144832611084
2019-01-15,-0.5,0.5,-1.0,1.0,16.59000015258789,29.42250061035156
2019-01-16,0.5,-0.5,1.0,-1.0,16.299999237060547,29.26777076721192
2019-01-17,0.5,-0.5,1.0,-1.0,16.530000686645508,29.427186965942383
2019-01-18,0.5,-0.5,1.0,-1.0,16.670000076293945,29.5256576538086
2019-01-22,0.5,-0.5,1.0,-1.0,16.0,28.60195541381836
2019-01-23,0.49999999999999983,-0.5000000000000001,1.0,-1.0,16.0,28.88796806335449
2019-01-24,-0.5000000000000001,0.5,-1.0,1.0,17.280000686645508,30.04142570495605
2019-01-25,-0.49999999999999994,0.5000000000000001,-1.0,1.0,17.920000076293945,31.133928298950195
2019-01-28,0.5,-0.5,1.0,-1.0,17.469999313354492,30.758813858032227
2019-01-29,0.4999999999999989,-0.5000000000000011,1.0,-1.0,17.309999465942383,30.70724296569824
2019-01-30,-0.5000000000000001,0.5,-1.0,1.0,17.59000015258789,30.861968994140625
2019-01-31,-0.5000000000000001,0.49999999999999994,-1.0,1.0,18.030000686645508,30.946372985839844
2019-02-01,0.5000000000000002,-0.49999999999999983,1.0,-1.0,18.040000915527344,31.23708915710449
2019-02-04,-0.5,0.5,-1.0,1.0,18.90999984741211,31.73879051208496
2019-02-05,0.5000000000000002,-0.4999999999999999,1.0,-1.0,18.229999542236328,31.94040298461914
2019-02-06,0.4999999999999999,-0.5000000000000001,1.0,-1.0,15.260000228881836,32.71406555175781
2019-02-07,-0.4999999999999999,0.5000000000000002,-1.0,1.0,15.630000114440918,31.74347496032715
2019-02-08,0.5,-0.5,1.0,-1.0,16.459999084472656,33.47834777832031
2019-02-11,-0.5000000000000001,0.49999999999999994,-1.0,1.0,16.959999084472656,31.94510078430176
2019-02-12,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.280000686645508,32.88285827636719
2019-02-13,0.5,-0.5,1.0,-1.0,17.34000015258789,33.398643493652344
2019-02-14,-0.4999999999999999,0.5000000000000002,-1.0,1.0,17.3700008392334,32.95320129394531
2019-02-15,-0.4999999999999999,0.5000000000000002,-1.0,1.0,17.770000457763672,33.497100830078125
2019-02-19,0.5,-0.5,1.0,-1.0,17.420000076293945,33.26266860961914
2019-02-20,0.5,-0.5,1.0,-1.0,17.770000457763672,34.69744873046875
2019-02-21,-0.49999999999999983,0.5000000000000002,-1.0,1.0,17.709999084472656,34.341094970703125
2019-02-22,-0.5000000000000002,0.4999999999999999,-1.0,1.0,18.309999465942383,34.345787048339844
2019-02-25,-0.49999999999999983,0.5000000000000002,-1.0,1.0,19.209999084472656,34.917823791503906
2019-02-26,-0.49999999999999983,0.5000000000000002,-1.0,1.0,19.270000457763672,34.84748840332031
2019-02-27,-0.49999999999999983,0.5000000000000002,-1.0,1.0,19.280000686645508,34.302330017089844
2019-02-28,0.49999999999999994,-0.5000000000000001,1.0,-1.0,19.09000015258789,34.33522033691406
2019-03-01,-0.5000000000000002,0.4999999999999998,-1.0,1.0,19.530000686645508,34.85689163208008
2019-03-04,0.5,-0.5,1.0,-1.0,19.21999931335449,34.59841537475586
2019-03-05,0.5,-0.5,1.0,-1.0,18.6299991607666,34.358734130859375
2019-03-06,0.5,-0.5,1.0,-1.0,17.579999923706055,33.5880012512207
2019-03-07,-0.5,0.5,-1.0,1.0,17.600000381469727,33.141536712646484
2019-03-08,0.5,-0.5,1.0,-1.0,17.469999313354492,32.89715576171875
2019-03-11,-0.5,0.5,-1.0,1.0,18.299999237060547,33.263729095458984
2019-03-12,-0.5,0.5,-1.0,1.0,18.290000915527344,33.24492263793945
2019-03-13,-0.5,0.5,-1.0,1.0,18.600000381469727,33.489315032958984
2019-03-14,-0.5,0.5,-1.0,1.0,18.559999465942383,32.95824432373047
2019-03-15,-0.5,0.5,-1.0,1.0,19.34000015258789,33.66319274902344
2019-03-18,0.5,-0.5,1.0,-1.0,19.07999992370605,33.66789245605469
2019-03-19,-0.5,0.5,-1.0,1.0,19.18000030517578,33.785377502441406
2019-03-20,0.5,-0.5,1.0,-1.0,18.8799991607666,33.40471649169922
2019-03-21,0.5,-0.5,1.0,-1.0,19.06999969482422,34.24594497680664
2019-03-22,0.49999999999999994,-0.5000000000000001,1.0,-1.0,17.969999313354492,32.657470703125
2019-03-25,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.5,32.45539855957031
2019-03-26,-0.5,0.5,-1.0,1.0,17.799999237060547,32.930049896240234
2019-03-27,0.5,-0.5,1.0,-1.0,16.450000762939453,32.29090881347656
2019-03-28,0.5,-0.5,1.0,-1.0,16.479999542236328,32.40370559692383
2019-03-29,0.5000000000000001,-0.5,1.0,-1.0,16.709999084472656,32.86896133422852
2019-04-01,-0.5000000000000001,0.49999999999999994,-1.0,1.0,17.329999923706055,33.738399505615234
2019-04-02,-0.5,0.5,-1.0,1.0,17.290000915527344,33.24492263793945
2019-04-03,0.5,-0.5,1.0,-1.0,17.940000534057617,34.565513610839844
2019-04-04,0.5,-0.5,1.0,-1.0,18.0,34.95087432861328
2019-04-05,-0.5,0.5,-1.0,1.0,17.959999084472656,34.70180892944336
2019-04-08,0.5,-0.5,1.0,-1.0,17.940000534057617,35.0119743347168
2019-04-09,-0.5,0.5,-1.0,1.0,17.950000762939453,34.490325927734375
2019-04-10,-0.5,0.5,-1.0,1.0,18.21999931335449,34.90388107299805
2019-04-11,0.5000000000000001,-0.49999999999999994,1.0,-1.0,16.15999984741211,34.720603942871094
2019-04-12,0.49999999999999994,-0.5000000000000001,1.0,-1.0,16.149999618530273,35.162353515625
2019-04-15,-0.5,0.5,-1.0,1.0,16.3799991607666,35.20936584472656
2019-04-16,0.5,-0.5,1.0,-1.0,16.690000534057617,36.24326705932617
2019-04-17,0.5,-0.5,1.0,-1.0,16.549999237060547,36.22917938232422
2019-04-18,0.5000000000000002,-0.4999999999999999,1.0,-1.0,16.40999984741211,36.2902717590332
2019-04-22,0.5,-0.5,1.0,-1.0,16.200000762939453,36.35606002807617
2019-04-23,0.5,-0.5,1.0,-1.0,16.209999084472656,36.75082778930664
2019-04-24,0.5,-0.5,1.0,-1.0,15.850000381469728,37.5732536315918
2019-04-25,0.5,-0.5,1.0,-1.0,14.359999656677246,36.66153335571289
2019-04-26,-0.5,0.5,-1.0,1.0,14.350000381469728,36.20568084716797
2019-04-29,0.5,-0.5,1.0,-1.0,14.050000190734863,36.58635330200195
2019-04-30,0.5,-0.5,1.0,-1.0,13.890000343322754,37.13619995117188
2019-05-01,0.5,-0.5,1.0,-1.0,13.59000015258789,36.79782104492188
2019-05-02,0.5,-0.5,1.0,-1.0,13.68000030517578,37.38997268676758
2019-05-03,0.5,-0.5,1.0,-1.0,13.529999732971191,37.56856536865234
2019-05-06,0.5,-0.5,1.0,-1.0,13.1899995803833,36.93880462646485
2019-05-07,0.49999999999999983,-0.5000000000000001,1.0,-1.0,12.600000381469728,35.763912200927734
2019-05-08,-0.5,0.5,-1.0,1.0,15.65999984741211,35.40205001831055
2019-05-09,0.5,-0.5,1.0,-1.0,15.420000076293944,35.54772186279297
2019-05-10,0.5,-0.5,1.0,-1.0,15.199999809265137,35.684017181396484
2019-05-13,0.5,-0.5,1.0,-1.0,13.899999618530272,33.32951736450195
2019-05-14,-0.5,0.5,-1.0,1.0,14.529999732971191,33.65850067138672
2019-05-15,0.5,-0.5,1.0,-1.0,14.350000381469728,33.94986343383789
2019-05-16,-0.5,0.5,-1.0,1.0,14.710000038146973,33.83708190917969
2019-05-17,-0.5,0.5,-1.0,1.0,14.149999618530272,32.413089752197266
2019-05-20,0.5,-0.5,1.0,-1.0,13.220000267028809,32.12172317504883
2019-05-21,-0.5,0.5,-1.0,1.0,13.600000381469728,32.8642692565918
2019-05-22,0.5,-0.5,1.0,-1.0,13.390000343322754,32.47418975830078
2019-05-23,-0.4999999999999996,0.5000000000000003,-1.0,1.0,13.75,31.750450134277344
2019-05-24,-0.5,0.5,-1.0,1.0,14.010000228881836,31.70347595214844
2019-05-28,-0.5,0.5,-1.0,1.0,14.350000381469728,31.341590881347656
2019-05-29,-0.5,0.5,-1.0,1.0,14.720000267028809,31.33219146728516
2019-05-30,-0.5,0.5,-1.0,1.0,14.65999984741211,31.06834983825684
2019-05-31,0.5,-0.5,1.0,-1.0,14.149999618530272,30.700847625732425
2019-06-03,0.5000000000000003,-0.4999999999999997,1.0,-1.0,15.050000190734863,30.87517738342285
2019-06-04,0.5000000000000004,-0.49999999999999956,1.0,-1.0,15.210000038146973,32.00595474243164
2019-06-05,0.5,-0.5,1.0,-1.0,15.039999961853027,31.841047286987305
2019-06-06,-0.5,0.5,-1.0,1.0,15.010000228881836,31.850465774536133
2019-06-07,-0.4999999999999989,0.5000000000000012,-1.0,1.0,15.140000343322754,32.401737213134766
2019-06-10,-0.4999999999999992,0.5000000000000009,-1.0,1.0,15.56999969482422,33.44771194458008
2019-06-11,0.499999999999999,-0.500000000000001,1.0,-1.0,15.0,33.73040008544922
2019-06-12,0.5,-0.5,1.0,-1.0,14.579999923706056,33.320491790771484
2019-06-13,-0.5000000000000001,0.5,-1.0,1.0,14.850000381469728,33.78694152832031
2019-06-14,0.5,-0.5,1.0,-1.0,14.25,32.67499923706055
2019-06-17,-0.5,0.5,-1.0,1.0,14.420000076293944,32.510101318359375
2019-06-18,-0.5000000000000006,0.49999999999999944,-1.0,1.0,14.420000076293944,34.19684600830078
2019-06-19,-0.5,0.5,-1.0,1.0,13.899999618530272,34.26280975341797
2019-06-20,-0.5,0.5,-1.0,1.0,14.699999809265137,34.97426986694336
2019-06-21,0.5000000000000007,-0.49999999999999933,1.0,-1.0,14.5600004196167,34.8941764831543
2019-06-24,0.5,-0.5,1.0,-1.0,14.130000114440918,35.08734893798828
2019-06-25,0.5000000000000011,-0.4999999999999988,1.0,-1.0,13.529999732971191,34.22511291503906
2019-06-26,-0.5,0.5,-1.0,1.0,13.949999809265137,35.228694915771484
2019-06-27,-0.5,0.5,-1.0,1.0,14.720000267028809,36.29823303222656
2019-06-28,0.5,-0.5,1.0,-1.0,15.130000114440918,37.777679443359375
2019-07-01,-0.5,0.5,-1.0,1.0,15.5,37.692867279052734
2019-07-02,-0.5,0.5,-1.0,1.0,15.43000030517578,36.844764709472656
2019-07-03,-0.5,0.5,-1.0,1.0,15.210000038146973,38.07450866699219
2019-07-05,-0.5,0.5,-1.0,1.0,15.15999984741211,37.36775970458984
2019-07-08,-0.5,0.5,-1.0,1.0,15.289999961853027,36.67045593261719
2019-07-09,-0.5,0.5,-1.0,1.0,16.260000228881836,37.160457611083984
2019-07-10,-0.5,0.5,-1.0,1.0,16.579999923706055,37.23583984375
2019-07-11,0.5,-0.5,1.0,-1.0,15.789999961853027,36.717567443847656
2019-07-12,-0.5,0.5,-1.0,1.0,16.040000915527344,37.46671295166016
2019-07-15,0.5,-0.5,1.0,-1.0,15.5600004196167,37.55152130126953
2019-07-16,0.49999999999999983,-0.5000000000000001,1.0,-1.0,15.550000190734863,37.64104461669922
2019-07-17,0.5,-0.5,1.0,-1.0,17.56999969482422,37.52325820922852
2019-07-18,0.5000000000000002,-0.49999999999999983,1.0,-1.0,17.549999237060547,38.809513092041016
2019-07-19,0.5,-0.5000000000000001,1.0,-1.0,17.59000015258789,39.12520599365234
2019-07-22,0.5,-0.5,1.0,-1.0,17.489999771118164,39.82722473144531
2019-07-23,0.5,-0.5,1.0,-1.0,18.5,40.19472122192383
2019-07-24,0.5000000000000001,-0.49999999999999994,1.0,-1.0,19.450000762939453,41.49041748046875
2019-07-25,0.5,-0.5,1.0,-1.0,18.88999938964844,41.47157287597656
2019-07-26,0.5,-0.49999999999999994,1.0,-1.0,19.700000762939453,43.91217803955078
2019-07-29,0.5000000000000001,-0.49999999999999994,1.0,-1.0,19.46999931335449,42.89448165893555
2019-07-30,0.5000000000000001,-0.49999999999999994,1.0,-1.0,19.71999931335449,42.8991813659668
2019-07-31,0.5000000000000001,-0.5,1.0,-1.0,19.6200008392334,42.90861892700195
2019-08-01,0.49999999999999994,-0.5000000000000001,1.0,-1.0,19.68000030517578,42.663604736328125
2019-08-02,-0.5000000000000002,0.49999999999999983,-1.0,1.0,19.39999961853028,41.78253936767578
2019-08-05,0.5,-0.5,1.0,-1.0,20.020000457763672,40.21828842163086
2019-08-06,0.5,-0.5,1.0,-1.0,19.690000534057617,39.95444869995117
2019-08-07,0.5,-0.5,1.0,-1.0,19.90999984741211,40.51040267944336
2019-08-08,0.5,-0.5,1.0,-1.0,20.489999771118164,41.36791610717773
2019-08-09,0.5,-0.5,1.0,-1.0,19.86000061035156,40.77897644042969
