Date,Cluster,Ticker,Action,Shares_Qty,Close,Final_Weight,Position,Score_MR,Score_Mom,Score_VB,Score_XSR,Score_Val
2015-11-09,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,37.53,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_communication-services_advertising-agencies,STGW,WAIT,0,18.95,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,37.41,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_communication-services_advertising-agencies,STGW,WAIT,0,19.68,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,37.49,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.17,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.59,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_communication-services_advertising-agencies,STGW,WAIT,0,19.96,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.99,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.04,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.59,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.98,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.83,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.35,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.51,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.48,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,37.62,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.1,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.9,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.17,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,37.84,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_communication-services_advertising-agencies,STGW,WAIT,0,20.39,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_communication-services_advertising-agencies,CRTO,WAIT,0,38.44,0.0,0.0,,0.0,0.0,0.0,0.0
