Date,Weight_CRTO,Weight_STGW,Pos_CRTO,Pos_STGW,Close_CRTO,Close_STGW
2016-02-23,0.49999999999999994,-0.5,1.0,-1.0,37.08000183105469,19.79530906677246
2016-02-24,0.5,-0.5,1.0,-1.0,37.16999816894531,19.45832633972168
2016-02-25,-0.5,0.5,-1.0,1.0,37.52999877929688,19.718286514282227
2016-02-26,-0.5000000000000001,0.4999999999999999,-1.0,1.0,38.220001220703125,20.536670684814453
2016-02-29,-0.5000000000000001,0.49999999999999994,-1.0,1.0,37.09999847412109,20.527042388916016
2016-03-01,0.5,-0.5000000000000001,1.0,-1.0,37.90999984741211,20.604066848754883
2016-03-02,0.5,-0.5000000000000001,1.0,-1.0,37.95000076293945,20.60406875610352
2016-03-03,0.5000000000000001,-0.4999999999999999,1.0,-1.0,39.720001220703125,21.099966049194336
2016-03-04,-0.5,0.5,-1.0,1.0,39.900001525878906,21.45973396301269
2016-03-07,-0.5,0.5,-1.0,1.0,38.88999938964844,22.13065528869629
2016-03-08,-0.5000000000000001,0.49999999999999994,-1.0,1.0,37.65999984741211,21.654205322265625
2016-03-09,-0.5,0.5,-1.0,1.0,36.86000061035156,21.54724502563477
2016-03-10,-0.49999999999999983,0.5000000000000001,-1.0,1.0,35.91999816894531,21.420841217041016
2016-03-11,0.5000000000000001,-0.49999999999999994,1.0,-1.0,38.15999984741211,21.50835418701172
2016-03-14,0.49999999999999994,-0.5000000000000001,1.0,-1.0,38.61000061035156,21.35277557373047
2016-03-15,-0.4999999999999999,0.5000000000000001,-1.0,1.0,36.970001220703125,21.372222900390625
2016-03-16,-0.4999999999999999,0.5000000000000001,-1.0,1.0,38.02000045776367,22.218168258666992
2016-03-17,0.5000000000000001,-0.4999999999999999,1.0,-1.0,39.16999816894531,22.28623008728028
2016-03-18,0.5,-0.5,1.0,-1.0,40.290000915527344,22.8696403503418
2016-03-21,0.49999999999999994,-0.5,1.0,-1.0,39.72999954223633,22.276508331298828
2016-03-22,0.5,-0.5,1.0,-1.0,39.54999923706055,22.1695499420166
2016-03-23,-0.5,0.5,-1.0,1.0,39.060001373291016,22.1695499420166
2016-03-24,0.5,-0.5,1.0,-1.0,39.72999954223633,22.03342056274414
2016-03-28,0.49999999999999994,-0.5000000000000001,1.0,-1.0,39.84000015258789,22.0820369720459
2016-03-29,-0.5,0.5,-1.0,1.0,40.02000045776367,23.093280792236328
2016-03-30,-0.5,0.5,-1.0,1.0,40.060001373291016,23.12245178222656
2016-03-31,0.5,-0.5,1.0,-1.0,41.41999816894531,22.94742774963379
2016-04-01,-0.5000000000000001,0.49999999999999994,-1.0,1.0,41.34999847412109,22.94742774963379
2016-04-04,0.5,-0.5,1.0,-1.0,41.43999862670898,22.44180679321289
2016-04-05,-0.5,0.5,-1.0,1.0,40.13999938964844,22.072315216064453
2016-04-06,0.5,-0.5000000000000001,1.0,-1.0,40.5099983215332,22.22789001464844
2016-04-07,0.5000000000000001,-0.4999999999999999,1.0,-1.0,40.0,21.67365264892578
2016-04-08,0.49999999999999994,-0.5000000000000001,1.0,-1.0,39.70000076293945,21.34305191040039
2016-04-11,-0.49999999999999994,0.5000000000000001,-1.0,1.0,38.25,21.372222900390625
2016-04-12,0.5,-0.5,1.0,-1.0,39.86000061035156,21.6055850982666
2016-04-13,-0.5000000000000002,0.49999999999999983,-1.0,1.0,40.04999923706055,21.39167022705078
2016-04-14,-0.4999999999999999,0.5000000000000001,-1.0,1.0,38.650001525878906,21.790332794189453
2016-04-15,-0.49999999999999994,0.5000000000000001,-1.0,1.0,38.7599983215332,22.20844268798828
2016-04-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,39.970001220703125,22.2473373413086
2016-04-19,-0.5,0.5,-1.0,1.0,40.15999984741211,21.80978012084961
2016-04-20,-0.5000000000000001,0.4999999999999999,-1.0,1.0,41.06999969482422,21.790332794189453
2016-04-21,-0.5000000000000001,0.49999999999999994,-1.0,1.0,42.13999938964844,22.03342056274414
2016-04-22,-0.49999999999999994,0.5000000000000001,-1.0,1.0,41.5,22.22789001464844
2016-04-25,-0.5,0.5,-1.0,1.0,42.04999923706055,22.334848403930664
2016-04-26,-0.5,0.49999999999999994,-1.0,1.0,42.2400016784668,22.558488845825195
2016-04-27,-0.49999999999999994,0.5,-1.0,1.0,41.84999847412109,22.655723571777344
2016-04-28,0.5,-0.5,1.0,-1.0,41.81999969482422,22.373741149902344
2016-04-29,-0.5000000000000001,0.49999999999999994,-1.0,1.0,41.68999862670898,19.68033599853516
2016-05-02,-0.49999999999999994,0.5000000000000001,-1.0,1.0,42.56999969482422,19.93314743041992
2016-05-03,-0.5,0.5,-1.0,1.0,43.0,19.19416046142578
2016-05-04,-0.5,0.5000000000000001,-1.0,1.0,40.84999847412109,17.16195297241211
2016-05-05,-0.5,0.5,-1.0,1.0,40.150001525878906,17.016101837158203
2016-05-06,-0.5,0.5,-1.0,1.0,42.33000183105469,16.588266372680664
2016-05-09,-0.5,0.5,-1.0,1.0,41.88999938964844,16.98693084716797
2016-05-10,-0.5,0.5,-1.0,1.0,42.400001525878906,16.773014068603516
2016-05-11,-0.5,0.5,-1.0,1.0,42.27999877929688,16.510478973388672
2016-05-12,-0.5,0.5,-1.0,1.0,43.0,16.053476333618164
2016-05-13,-0.5,0.5,-1.0,1.0,43.959999084472656,16.316011428833008
2016-05-16,-0.5,0.5,-1.0,1.0,44.290000915527344,16.01458168029785
2016-05-17,-0.5,0.5,-1.0,1.0,45.060001373291016,15.82983684539795
2016-05-18,-0.5,0.5,-1.0,1.0,44.5,15.761770248413086
2016-05-19,-0.5,0.5,-1.0,1.0,44.27999877929688,15.89790153503418
2016-05-20,-0.5,0.5,-1.0,1.0,45.27000045776367,16.213098526000977
2016-05-23,-0.5,0.5,-1.0,1.0,45.119998931884766,16.025951385498047
2016-05-24,-0.5,0.5,-1.0,1.0,45.43999862670898,16.754850387573242
2016-05-25,-0.5,0.5,-1.0,1.0,44.400001525878906,16.48889923095703
2016-05-26,-0.5,0.5,-1.0,1.0,44.36000061035156,16.567699432373047
2016-05-27,-0.5,0.5,-1.0,1.0,44.619998931884766,16.981399536132812
2016-05-31,-0.5,0.5,-1.0,1.0,44.869998931884766,17.670900344848633
2016-06-01,-0.5,0.5,-1.0,1.0,44.36000061035156,17.55270004272461
2016-06-02,-0.5,0.5,-1.0,1.0,45.369998931884766,17.99595069885254
2016-06-03,-0.5000000000000001,0.49999999999999994,-1.0,1.0,45.84999847412109,17.493600845336914
2016-06-06,-0.5,0.5,-1.0,1.0,45.20000076293945,17.68075180053711
2016-06-07,-0.5,0.5000000000000001,-1.0,1.0,45.880001068115234,18.124000549316406
2016-06-08,-0.5,0.5000000000000001,-1.0,1.0,45.619998931884766,18.17325019836425
2016-06-09,-0.5,0.5,-1.0,1.0,45.040000915527344,18.124000549316406
2016-06-10,-0.500000000000001,0.49999999999999906,-1.0,1.0,44.29999923706055,17.62164878845215
2016-06-13,-0.5,0.5,-1.0,1.0,43.02000045776367,17.336000442504883
2016-06-14,0.5,-0.5,1.0,-1.0,43.400001525878906,17.395099639892578
2016-06-15,0.5000000000000018,-0.4999999999999983,1.0,-1.0,44.959999084472656,17.828500747680664
2016-06-16,-0.5,0.5,-1.0,1.0,45.02999877929688,18.212650299072266
2016-06-17,-0.5,0.5,-1.0,1.0,45.45000076293945,17.897449493408203
2016-06-20,-0.49999999999999956,0.5000000000000004,-1.0,1.0,46.380001068115234,17.97624969482422
2016-06-21,-0.5,0.5,-1.0,1.0,46.16999816894531,17.81865119934082
2016-06-22,-0.5,0.5,-1.0,1.0,45.31999969482422,18.389949798583984
2016-06-23,0.5,-0.5,1.0,-1.0,47.119998931884766,18.931699752807617
2016-06-24,0.5000000000000001,-0.49999999999999994,1.0,-1.0,44.470001220703125,17.592100143432617
2016-06-27,-0.5,0.5000000000000001,-1.0,1.0,40.79999923706055,16.429800033569336
2016-06-28,0.5,-0.5,1.0,-1.0,42.09000015258789,16.863201141357422
2016-06-29,0.5000000000000002,-0.4999999999999999,1.0,-1.0,45.150001525878906,17.74970054626465
2016-06-30,0.5,-0.5,1.0,-1.0,45.91999816894531,18.01565170288086
2016-07-01,0.5,-0.5,1.0,-1.0,45.630001068115234,17.739850997924805
2016-07-05,0.5,-0.5,1.0,-1.0,44.02999877929688,17.07990074157715
2016-07-06,-0.5000000000000001,0.49999999999999994,-1.0,1.0,43.31999969482422,17.040498733520508
2016-07-07,-0.5,0.5000000000000001,-1.0,1.0,42.970001220703125,16.912450790405273
2016-07-08,-0.5,0.5,-1.0,1.0,43.93000030517578,17.44434928894043
2016-07-11,-0.5,0.5,-1.0,1.0,43.709999084472656,17.77924919128418
2016-07-12,-0.5,0.5,-1.0,1.0,44.08000183105469,17.986101150512695
2016-07-13,-0.49999999999999994,0.5000000000000001,-1.0,1.0,43.18999862670898,17.95655059814453
2016-07-14,0.5,-0.5,1.0,-1.0,43.84999847412109,17.927001953125
2016-07-15,-0.5,0.49999999999999994,-1.0,1.0,43.09000015258789,17.917150497436523
2016-07-18,0.5,-0.5,1.0,-1.0,44.150001525878906,17.848201751708984
2016-07-19,-0.5000000000000001,0.49999999999999994,-1.0,1.0,43.68000030517578,17.729999542236328
2016-07-20,0.5000000000000001,-0.49999999999999994,1.0,-1.0,44.93000030517578,18.03534889221192
2016-07-21,0.5,-0.5,1.0,-1.0,44.970001220703125,17.74970054626465
2016-07-22,-0.49999999999999994,0.5,-1.0,1.0,44.65999984741211,17.877750396728516
2016-07-25,-0.5,0.5,-1.0,1.0,43.7599983215332,17.95655059814453
2016-07-26,0.49999999999999994,-0.5000000000000001,1.0,-1.0,41.09000015258789,18.02549934387207
2016-07-27,0.5,-0.5,1.0,-1.0,41.9900016784668,17.897449493408203
2016-07-28,0.5,-0.5,1.0,-1.0,44.02999877929688,17.917150497436523
2016-07-29,-0.5,0.5,-1.0,1.0,44.18999862670898,12.56860065460205
2016-08-01,-0.5,0.5,-1.0,1.0,43.52999877929688,13.386150360107422
2016-08-02,-0.5,0.5,-1.0,1.0,43.15999984741211,13.218700408935549
2016-08-03,-0.5000000000000001,0.5,-1.0,1.0,40.900001525878906,13.42555046081543
2016-08-04,-0.5,0.5,-1.0,1.0,42.11000061035156,13.622550010681152
2016-08-05,-0.5,0.5,-1.0,1.0,41.58000183105469,13.789999961853027
2016-08-08,-0.5,0.5,-1.0,1.0,41.290000915527344,13.640000343322754
2016-08-09,-0.4999999999999998,0.5000000000000003,-1.0,1.0,40.52999877929688,13.18000030517578
2016-08-10,-0.5,0.5,-1.0,1.0,40.0099983215332,12.779999732971191
2016-08-11,-0.5,0.5,-1.0,1.0,40.060001373291016,13.220000267028809
2016-08-12,-0.5000000000000001,0.4999999999999999,-1.0,1.0,39.81999969482422,13.739999771118164
2016-08-15,-0.5,0.5,-1.0,1.0,39.25,13.779999732971191
2016-08-16,0.5,-0.5,1.0,-1.0,38.20000076293945,13.239999771118164
2016-08-17,0.5,-0.5,1.0,-1.0,38.119998931884766,13.100000381469728
2016-08-18,0.5,-0.5,1.0,-1.0,37.34000015258789,13.130000114440918
2016-08-19,0.5,-0.5,1.0,-1.0,36.09000015258789,13.18000030517578
2016-08-22,0.5,-0.5,1.0,-1.0,36.380001068115234,13.010000228881836
2016-08-23,0.5,-0.5000000000000001,1.0,-1.0,37.150001525878906,13.029999732971191
2016-08-24,0.49999999999999983,-0.5000000000000002,1.0,-1.0,36.4900016784668,12.800000190734863
2016-08-25,0.49999999999999994,-0.5000000000000001,1.0,-1.0,36.04999923706055,12.5600004196167
2016-08-26,0.5,-0.5,1.0,-1.0,36.119998931884766,12.289999961853027
2016-08-29,0.49999999999999994,-0.5,1.0,-1.0,36.709999084472656,12.43000030517578
2016-08-30,0.5,-0.5000000000000001,1.0,-1.0,37.16999816894531,12.479999542236328
2016-08-31,0.5,-0.5,1.0,-1.0,36.880001068115234,12.34000015258789
2016-09-01,0.5,-0.5,1.0,-1.0,38.06999969482422,12.239999771118164
2016-09-02,-0.5,0.5,-1.0,1.0,38.59999847412109,12.489999771118164
2016-09-06,-0.5,0.5,-1.0,1.0,36.540000915527344,12.210000038146973
2016-09-07,-0.5,0.5,-1.0,1.0,36.83000183105469,12.449999809265137
2016-09-08,0.5,-0.5,1.0,-1.0,35.619998931884766,12.479999542236328
2016-09-09,0.5,-0.5,1.0,-1.0,35.029998779296875,12.140000343322754
2016-09-12,0.49999999999999994,-0.5000000000000001,1.0,-1.0,35.45000076293945,12.229999542236328
2016-09-13,0.5000000000000001,-0.49999999999999994,1.0,-1.0,35.52000045776367,12.020000457763672
2016-09-14,0.5000000000000001,-0.49999999999999994,1.0,-1.0,35.79999923706055,11.850000381469728
2016-09-15,0.5,-0.5,1.0,-1.0,36.33000183105469,11.920000076293944
2016-09-16,0.5000000000000001,-0.5,1.0,-1.0,36.68000030517578,11.65999984741211
2016-09-19,0.5,-0.5,1.0,-1.0,36.11000061035156,11.75
2016-09-20,0.49999999999999994,-0.5000000000000001,1.0,-1.0,35.810001373291016,11.43000030517578
2016-09-21,0.5,-0.5,1.0,-1.0,36.43999862670898,11.260000228881836
2016-09-22,-0.5000000000000001,0.5,-1.0,1.0,36.790000915527344,11.640000343322754
2016-09-23,-0.5,0.5,-1.0,1.0,38.400001525878906,11.5
2016-09-26,0.5000000000000002,-0.49999999999999983,1.0,-1.0,37.0,10.979999542236328
2016-09-27,-0.5,0.5,-1.0,1.0,36.06999969482422,10.800000190734863
2016-09-28,-0.49999999999999994,0.5000000000000001,-1.0,1.0,36.20000076293945,10.869999885559082
2016-09-29,0.49999999999999994,-0.5000000000000001,1.0,-1.0,35.0099983215332,10.470000267028809
2016-09-30,-0.4999999999999999,0.5000000000000001,-1.0,1.0,35.11000061035156,10.720000267028809
2016-10-03,0.5000000000000001,-0.4999999999999999,1.0,-1.0,35.7599983215332,10.630000114440918
2016-10-04,0.4999999999999995,-0.5000000000000006,1.0,-1.0,36.630001068115234,10.630000114440918
2016-10-05,-0.5000000000000001,0.49999999999999994,-1.0,1.0,35.650001525878906,11.039999961853027
2016-10-06,0.5000000000000001,-0.4999999999999999,1.0,-1.0,34.29999923706055,11.0
2016-10-07,0.5,-0.5,1.0,-1.0,33.95000076293945,10.5600004196167
2016-10-10,0.5,-0.5,1.0,-1.0,34.0,10.869999885559082
2016-10-11,0.5000000000000001,-0.49999999999999994,1.0,-1.0,33.56999969482422,10.75
2016-10-12,0.5,-0.5,1.0,-1.0,33.810001373291016,10.75
2016-10-13,0.4999999999999999,-0.5000000000000001,1.0,-1.0,33.09000015258789,10.710000038146973
2016-10-14,0.5,-0.5,1.0,-1.0,33.47999954223633,10.949999809265137
2016-10-17,0.5,-0.5,1.0,-1.0,33.58000183105469,10.699999809265137
2016-10-18,0.5000000000000001,-0.49999999999999994,1.0,-1.0,34.93000030517578,10.529999732971191
2016-10-19,0.5,-0.49999999999999994,1.0,-1.0,34.650001525878906,10.40999984741211
2016-10-20,0.5,-0.5,1.0,-1.0,35.02000045776367,10.220000267028809
2016-10-21,0.5000000000000003,-0.49999999999999967,1.0,-1.0,35.41999816894531,9.739999771118164
2016-10-24,-0.5,0.5,-1.0,1.0,36.4900016784668,9.75
2016-10-25,-0.5,0.5,-1.0,1.0,37.52000045776367,9.600000381469728
2016-10-26,-0.5,0.5,-1.0,1.0,37.119998931884766,9.260000228881836
2016-10-27,-0.5,0.5,-1.0,1.0,36.41999816894531,8.460000038146973
2016-10-28,-0.5,0.5,-1.0,1.0,36.810001373291016,8.430000305175781
2016-10-31,-0.5,0.5,-1.0,1.0,36.150001525878906,8.449999809265137
2016-11-01,-0.5,0.5,-1.0,1.0,36.61000061035156,8.149999618530273
2016-11-02,-0.5,0.5,-1.0,1.0,40.34999847412109,8.350000381469727
2016-11-03,-0.5,0.5,-1.0,1.0,40.61000061035156,8.399999618530273
2016-11-04,-0.5,0.5,-1.0,1.0,41.79999923706055,3.400000095367432
2016-11-07,-0.5,0.5000000000000001,-1.0,1.0,42.56999969482422,3.150000095367432
2016-11-08,-0.5,0.5,-1.0,1.0,43.02000045776367,3.549999952316284
2016-11-09,-0.5,0.5,-1.0,1.0,42.02999877929688,3.950000047683716
2016-11-10,-0.5,0.5,-1.0,1.0,40.02999877929688,4.400000095367432
2016-11-11,-0.5,0.5,-1.0,1.0,40.02000045776367,4.650000095367432
2016-11-14,-0.5,0.5,-1.0,1.0,39.97999954223633,5.050000190734863
2016-11-15,-0.5,0.5,-1.0,1.0,40.09000015258789,5.5
2016-11-16,-0.5,0.5,-1.0,1.0,39.88999938964844,5.75
2016-11-17,-0.5,0.5,-1.0,1.0,40.0,6.400000095367432
2016-11-18,-0.5,0.5,-1.0,1.0,39.75,6.550000190734863
2016-11-21,-0.5,0.5,-1.0,1.0,41.209999084472656,6.050000190734863
2016-11-22,-0.5,0.5,-1.0,1.0,42.619998931884766,5.800000190734863
2016-11-23,-0.5,0.5,-1.0,1.0,42.63999938964844,5.949999809265137
2016-11-25,-0.5,0.5,-1.0,1.0,42.709999084472656,6.0
2016-11-28,-0.5,0.5,-1.0,1.0,42.09000015258789,5.949999809265137
2016-11-29,-0.5,0.5,-1.0,1.0,42.04999923706055,6.0
2016-11-30,-0.5,0.5,-1.0,1.0,41.27000045776367,6.199999809265137
2016-12-01,-0.5,0.5,-1.0,1.0,39.27000045776367,6.449999809265137
2016-12-02,-0.5,0.5,-1.0,1.0,38.68000030517578,6.199999809265137
2016-12-05,-0.5,0.5,-1.0,1.0,39.33000183105469,6.400000095367432
2016-12-06,-0.5,0.5,-1.0,1.0,40.59000015258789,6.150000095367432
2016-12-07,-0.5,0.5,-1.0,1.0,41.9900016784668,6.150000095367432
2016-12-08,-0.5,0.5,-1.0,1.0,41.84000015258789,6.199999809265137
2016-12-09,-0.5,0.5,-1.0,1.0,41.31999969482422,6.699999809265137
2016-12-12,-0.5,0.5,-1.0,1.0,41.08000183105469,6.300000190734863
2016-12-13,-0.5,0.5,-1.0,1.0,42.0,6.400000095367432
2016-12-14,-0.5,0.5,-1.0,1.0,40.25,6.199999809265137
2016-12-15,-0.5,0.5,-1.0,1.0,39.4900016784668,6.300000190734863
2016-12-16,-0.5,0.5,-1.0,1.0,40.68000030517578,6.550000190734863
2016-12-19,-0.5,0.5,-1.0,1.0,41.34999847412109,6.300000190734863
2016-12-20,-0.5,0.5,-1.0,1.0,40.380001068115234,6.199999809265137
2016-12-21,-0.5,0.5,-1.0,1.0,41.060001373291016,6.150000095367432
2016-12-22,-0.5,0.5,-1.0,1.0,41.18999862670898,6.349999904632568
2016-12-23,-0.5,0.5,-1.0,1.0,41.130001068115234,6.25
2016-12-27,-0.5,0.5,-1.0,1.0,41.5,6.400000095367432
2016-12-28,-0.5,0.5,-1.0,1.0,41.18999862670898,6.400000095367432
2016-12-29,-0.5,0.5,-1.0,1.0,41.02999877929688,6.449999809265137
2016-12-30,-0.5,0.5,-1.0,1.0,41.08000183105469,6.550000190734863
2017-01-03,-0.5,0.5,-1.0,1.0,41.869998931884766,6.699999809265137
2017-01-04,-0.5,0.5,-1.0,1.0,41.91999816894531,7.050000190734863
2017-01-05,-0.5,0.5,-1.0,1.0,42.209999084472656,6.949999809265137
2017-01-06,-0.5,0.5,-1.0,1.0,42.91999816894531,7.0
2017-01-09,-0.5,0.5,-1.0,1.0,42.9900016784668,6.949999809265137
2017-01-10,-0.5,0.5,-1.0,1.0,43.77000045776367,6.849999904632568
2017-01-11,-0.5,0.5,-1.0,1.0,44.65999984741211,6.949999809265137
2017-01-12,-0.5,0.5,-1.0,1.0,44.33000183105469,6.849999904632568
2017-01-13,-0.5,0.5,-1.0,1.0,45.77999877929688,7.0
2017-01-17,-0.5,0.5,-1.0,1.0,44.02999877929688,6.75
2017-01-18,-0.5,0.5,-1.0,1.0,44.060001373291016,7.050000190734863
2017-01-19,-0.5,0.5,-1.0,1.0,44.119998931884766,6.599999904632568
2017-01-20,-0.5,0.5,-1.0,1.0,44.13999938964844,6.25
2017-01-23,-0.5,0.5,-1.0,1.0,43.81999969482422,6.199999809265137
2017-01-24,-0.5,0.5,-1.0,1.0,43.90999984741211,6.650000095367432
2017-01-25,-0.5,0.5,-1.0,1.0,45.59999847412109,6.900000095367432
2017-01-26,-0.5,0.5,-1.0,1.0,45.720001220703125,6.75
2017-01-27,-0.5,0.5,-1.0,1.0,44.52000045776367,6.599999904632568
2017-01-30,-0.5,0.5,-1.0,1.0,44.22999954223633,6.449999809265137
2017-01-31,-0.5,0.5,-1.0,1.0,45.06999969482422,6.400000095367432
2017-02-01,-0.5,0.5,-1.0,1.0,45.959999084472656,6.25
2017-02-02,-0.5,0.5,-1.0,1.0,45.77999877929688,6.75
2017-02-03,-0.5,0.5,-1.0,1.0,45.66999816894531,6.949999809265137
2017-02-06,-0.49999999999999994,0.5000000000000001,-1.0,1.0,44.91999816894531,6.699999809265137
2017-02-07,-0.5,0.5,-1.0,1.0,44.900001525878906,6.900000095367432
2017-02-08,-0.5,0.5,-1.0,1.0,45.18000030517578,6.699999809265137
2017-02-09,-0.5,0.5,-1.0,1.0,45.43000030517578,6.800000190734863
2017-02-10,-0.5,0.5,-1.0,1.0,45.459999084472656,6.949999809265137
2017-02-13,-0.5,0.5,-1.0,1.0,45.86000061035156,6.800000190734863
2017-02-14,-0.5,0.5,-1.0,1.0,46.22999954223633,6.75
2017-02-15,-0.5,0.5,-1.0,1.0,46.20000076293945,8.649999618530273
2017-02-16,-0.5,0.5,-1.0,1.0,46.5,8.850000381469727
2017-02-17,-0.5,0.5,-1.0,1.0,44.97999954223633,9.0
2017-02-21,-0.5,0.5,-1.0,1.0,45.95000076293945,8.850000381469727
2017-02-22,-0.5,0.5,-1.0,1.0,44.75,8.75
2017-02-23,-0.5,0.5,-1.0,1.0,47.0,8.800000190734863
2017-02-24,-0.5,0.5,-1.0,1.0,48.0,8.949999809265137
