Date,Cluster,Ticker,Action,Shares_Qty,Close,Final_Weight,Position,Score_MR,Score_Mom,Score_VB,Score_XSR,Score_Val
2015-11-09,cluster_technology_semiconductors,MTSI,WAIT,0,34.51,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_technology_semiconductors,POWI,WAIT,0,23.28,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_technology_semiconductors,MTSI,WAIT,0,33.49,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_technology_semiconductors,POWI,WAIT,0,22.9,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_technology_semiconductors,MTSI,WAIT,0,33.09,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_technology_semiconductors,POWI,WAIT,0,23.01,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_technology_semiconductors,MTSI,WAIT,0,32.21,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_technology_semiconductors,POWI,WAIT,0,22.65,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_technology_semiconductors,MTSI,WAIT,0,32.1,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_technology_semiconductors,POWI,WAIT,0,22.82,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_technology_semiconductors,MTSI,WAIT,0,31.54,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_technology_semiconductors,POWI,WAIT,0,22.91,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_technology_semiconductors,MTSI,WAIT,0,31.54,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_technology_semiconductors,POWI,WAIT,0,22.87,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_technology_semiconductors,MTSI,WAIT,0,32.8,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_technology_semiconductors,POWI,WAIT,0,23.49,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_technology_semiconductors,MTSI,WAIT,0,35.75,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_technology_semiconductors,POWI,WAIT,0,23.44,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_technology_semiconductors,MTSI,WAIT,0,37.17,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_technology_semiconductors,POWI,WAIT,0,23.61,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_technology_semiconductors,MTSI,WAIT,0,35.85,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_technology_semiconductors,POWI,WAIT,0,22.92,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_technology_semiconductors,MTSI,WAIT,0,35.36,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_technology_semiconductors,POWI,WAIT,0,23.12,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_technology_semiconductors,MTSI,WAIT,0,36.58,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_technology_semiconductors,POWI,WAIT,0,23.18,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_technology_semiconductors,MTSI,WAIT,0,36.32,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_technology_semiconductors,POWI,WAIT,0,23.37,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-30,cluster_technology_semiconductors,MTSI,WAIT,0,36.95,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-30,cluster_technology_semiconductors,POWI,WAIT,0,23.6,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-01,cluster_technology_semiconductors,MTSI,WAIT,0,36.73,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-01,cluster_technology_semiconductors,POWI,WAIT,0,23.68,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-02,cluster_technology_semiconductors,MTSI,WAIT,0,36.66,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-02,cluster_technology_semiconductors,POWI,WAIT,0,23.59,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-03,cluster_technology_semiconductors,MTSI,WAIT,0,36.7,0.0,0.0,,0.0,0.0,0.0,0.0
2015-12-03,cluster_technology_semiconductors,POWI,WAIT,0,23.17,0.0,0.0,,0.0,0.0,0.0,0.0
