Date,Weight_IDCC,Weight_NICE,Pos_IDCC,Pos_NICE,Close_IDCC,Close_NICE
2016-01-12,0.5,-0.5,1.0,-1.0,38.39720916748047,57.54511642456055
2016-01-13,-0.5,0.5,-1.0,1.0,37.77964782714844,55.00621795654297
2016-01-14,0.5,-0.5,1.0,-1.0,37.52095413208008,56.08302688598633
2016-01-15,0.5,-0.5,1.0,-1.0,36.73647689819336,55.91508865356445
2016-01-19,0.5,-0.5,1.0,-1.0,36.0438117980957,56.66588592529297
2016-01-20,-0.5,0.5,-1.0,1.0,37.19546127319336,56.46830749511719
2016-01-21,0.5,-0.5,1.0,-1.0,34.68350601196289,56.35963821411133
2016-01-22,-0.5,0.5,-1.0,1.0,35.835174560546875,57.02153015136719
2016-01-25,-0.5,0.5,-1.0,1.0,35.65992736816406,56.58685302734375
2016-01-26,-0.5,0.5,-1.0,1.0,36.51114273071289,57.58463287353516
2016-01-27,-0.5,0.5,-1.0,1.0,36.01876449584961,56.7844352722168
2016-01-28,0.5,-0.5,1.0,-1.0,36.52783966064453,57.87112808227539
2016-01-29,0.5,-0.5,1.0,-1.0,37.58769989013672,59.79752731323242
2016-02-01,0.5,-0.5,1.0,-1.0,37.22885513305664,61.59550476074219
2016-02-02,0.5,-0.5,1.0,-1.0,36.44437026977539,61.60538101196289
2016-02-03,-0.5,0.5,-1.0,1.0,36.67804336547852,59.708614349365234
2016-02-04,0.5,-0.5,1.0,-1.0,36.53617858886719,59.30357360839844
2016-02-05,-0.5000000000000001,0.49999999999999994,-1.0,1.0,35.392860412597656,56.942501068115234
2016-02-08,-0.5000000000000001,0.49999999999999994,-1.0,1.0,35.55142593383789,55.4310188293457
2016-02-09,-0.5000000000000001,0.5,-1.0,1.0,35.459625244140625,54.126983642578125
2016-02-10,-0.5,0.5,-1.0,1.0,35.46796417236328,53.8997688293457
2016-02-11,-0.5,0.5,-1.0,1.0,35.618194580078125,55.63846969604492
2016-02-12,-0.5,0.5,-1.0,1.0,36.0271110534668,56.36951446533203
2016-02-16,-0.5,0.5,-1.0,1.0,36.9868278503418,58.51325988769531
2016-02-17,-0.5000000000000001,0.49999999999999994,-1.0,1.0,37.43748092651367,59.08624267578125
2016-02-18,-0.49999999999999994,0.5000000000000001,-1.0,1.0,39.92441177368164,58.39471435546875
2016-02-19,-0.5,0.5,-1.0,1.0,39.89103317260742,58.93805313110352
2016-02-22,-0.5,0.5,-1.0,1.0,41.28470993041992,59.96823501586914
2016-02-23,0.5,-0.5,1.0,-1.0,42.069183349609375,59.63144302368164
2016-02-24,0.5,-0.5,1.0,-1.0,42.85365295410156,59.63144302368164
2016-02-25,-0.5,0.5,-1.0,1.0,41.668601989746094,60.27530288696289
2016-02-26,-0.5,0.5,-1.0,1.0,41.877235412597656,60.64181137084961
2016-02-29,-0.5,0.5,-1.0,1.0,41.50168991088867,59.35408401489258
2016-03-01,-0.5,0.5,-1.0,1.0,42.870338439941406,61.8106689453125
2016-03-02,0.5,-0.5,1.0,-1.0,43.80503082275391,61.05784225463867
2016-03-03,-0.5,0.5,-1.0,1.0,44.32244491577149,60.56256103515625
2016-03-04,-0.5,0.5,-1.0,1.0,44.6562614440918,61.49368667602539
2016-03-07,-0.5,0.5,-1.0,1.0,45.42403793334961,60.18614959716797
2016-03-08,0.49999999999999994,-0.5000000000000001,1.0,-1.0,44.18891906738281,59.26494216918945
2016-03-09,0.49999999999999994,-0.5,1.0,-1.0,44.20561599731445,59.74040603637695
2016-03-10,-0.5,0.5,-1.0,1.0,43.47955322265625,59.06682968139648
2016-03-11,0.5000000000000001,-0.5,1.0,-1.0,44.01365661621094,59.91870880126953
2016-03-14,0.5,-0.5000000000000001,1.0,-1.0,43.80503082275391,60.50313186645508
2016-03-15,0.5,-0.49999999999999994,1.0,-1.0,43.588035583496094,61.35500717163086
2016-03-16,0.5,-0.5,1.0,-1.0,44.34749221801758,62.41490173339844
2016-03-17,0.49999999999999994,-0.5000000000000001,1.0,-1.0,44.59783935546875,63.930450439453125
2016-03-18,-0.5,0.5,-1.0,1.0,44.9316635131836,64.3167724609375
2016-03-21,-0.5,0.5,-1.0,1.0,45.05684280395508,63.21725845336914
2016-03-22,0.49999999999999994,-0.5,1.0,-1.0,44.96504211425781,63.44508743286133
2016-03-23,-0.5,0.5,-1.0,1.0,44.68964385986328,64.22761535644531
2016-03-24,-0.5,0.5,-1.0,1.0,44.69799041748047,64.32667541503906
2016-03-28,-0.5,0.5,-1.0,1.0,44.3140983581543,64.2375259399414
2016-03-29,-0.5,0.5,-1.0,1.0,45.51584243774414,64.40592193603516
2016-03-30,-0.49999999999999994,0.5000000000000001,-1.0,1.0,45.841304779052734,65.35684967041016
2016-03-31,-0.5,0.5,-1.0,1.0,46.442169189453125,64.17809295654297
2016-04-01,0.5,-0.5,1.0,-1.0,46.22520446777344,63.82150268554688
2016-04-04,0.5,-0.5,1.0,-1.0,46.13339614868164,63.435176849365234
2016-04-05,0.5,-0.5,1.0,-1.0,45.50749206542969,62.12764739990234
2016-04-06,0.5,-0.5,1.0,-1.0,45.83295440673828,62.40499496459961
2016-04-07,0.5,-0.5,1.0,-1.0,44.7897834777832,61.58283615112305
2016-04-08,0.5,-0.5,1.0,-1.0,45.223751068115234,61.067752838134766
2016-04-11,0.5,-0.5000000000000001,1.0,-1.0,45.30751037597656,61.315391540527344
2016-04-12,0.5,-0.5,1.0,-1.0,47.40996170043945,61.384727478027344
2016-04-13,0.5,-0.49999999999999994,1.0,-1.0,48.00468444824219,62.65263748168945
2016-04-14,0.5000000000000001,-0.4999999999999999,1.0,-1.0,48.15545654296875,62.95970916748047
2016-04-15,0.49999999999999994,-0.5,1.0,-1.0,47.79527282714844,63.53422927856445
2016-04-18,0.5,-0.5,1.0,-1.0,47.84553909301758,64.30686950683594
2016-04-19,0.5,-0.5,1.0,-1.0,48.18059539794922,64.03941345214844
2016-04-20,0.5,-0.5,1.0,-1.0,48.36486053466797,64.30686950683594
2016-04-21,0.5,-0.49999999999999994,1.0,-1.0,47.88741683959961,64.01960754394531
2016-04-22,0.5,-0.5,1.0,-1.0,48.33136749267578,63.24697113037109
2016-04-25,0.5000000000000001,-0.49999999999999994,1.0,-1.0,48.21408462524414,63.81159210205078
2016-04-26,0.49999999999999994,-0.5000000000000001,1.0,-1.0,48.08845520019531,64.1681900024414
2016-04-27,0.5,-0.5,1.0,-1.0,48.24759292602539,63.53422927856445
2016-04-28,0.5000000000000001,-0.49999999999999994,1.0,-1.0,47.83715057373047,63.53422927856445
2016-04-29,0.5,-0.5,1.0,-1.0,47.7282600402832,63.24697113037109
2016-05-02,0.5,-0.5,1.0,-1.0,47.69475555419922,63.68281555175781
2016-05-03,0.5000000000000001,-0.49999999999999994,1.0,-1.0,46.99952697753906,63.098388671875
2016-05-04,0.5,-0.5,1.0,-1.0,46.31265640258789,62.52386474609375
2016-05-05,0.5,-0.5,1.0,-1.0,45.85196685791016,63.385650634765625
2016-05-06,0.5000000000000001,-0.49999999999999994,1.0,-1.0,46.20377731323242,63.76205825805664
2016-05-09,0.49999999999999994,-0.5,1.0,-1.0,45.94411087036133,63.39555358886719
2016-05-10,0.5000000000000001,-0.49999999999999994,1.0,-1.0,46.58909225463867,63.61347961425781
2016-05-11,0.5000000000000001,-0.5,1.0,-1.0,46.26240921020508,63.31631088256836
2016-05-12,0.49999999999999994,-0.5,1.0,-1.0,45.86872482299805,63.26678085327149
2016-05-13,0.49999999999999994,-0.5000000000000001,1.0,-1.0,45.826847076416016,63.25687789916992
2016-05-16,0.5,-0.5,1.0,-1.0,45.80171203613281,64.32667541503906
2016-05-17,0.5,-0.5,1.0,-1.0,45.3577766418457,63.20735168457031
2016-05-18,-0.5,0.5,-1.0,1.0,45.80171203613281,65.9313735961914
2016-05-19,0.4999999999999999,-0.5000000000000001,1.0,-1.0,45.77658081054688,63.270294189453125
2016-05-20,0.5,-0.5,1.0,-1.0,46.55558776855469,63.76676559448242
2016-05-23,0.49999999999999983,-0.5000000000000002,1.0,-1.0,46.739864349365234,63.240501403808594
2016-05-24,0.5,-0.5,1.0,-1.0,47.770145416259766,64.80934143066406
2016-05-25,0.49999999999999895,-0.500000000000001,1.0,-1.0,47.96280670166016,63.96534729003906
2016-05-26,0.5,-0.5,1.0,-1.0,48.26435470581055,64.72992706298828
2016-05-27,-0.49999999999999767,0.5000000000000023,-1.0,1.0,48.490509033203125,64.56111907958984
2016-05-31,-0.5,0.5,-1.0,1.0,48.833927154541016,63.538387298583984
2016-06-01,0.49999999999999983,-0.5000000000000002,1.0,-1.0,48.99309921264648,64.3923110961914
2016-06-02,-0.5,0.5,-1.0,1.0,49.10198974609375,64.43203735351562
2016-06-03,-0.4999999999999998,0.5000000000000002,-1.0,1.0,49.2443733215332,64.3923110961914
2016-06-06,-0.5000000000000002,0.49999999999999983,-1.0,1.0,49.470550537109375,64.37246704101562
2016-06-07,-0.5000000000000002,0.49999999999999983,-1.0,1.0,49.52916717529297,63.95542526245117
2016-06-08,-0.5,0.5,-1.0,1.0,49.83071899414063,63.58803176879883
2016-06-09,-0.49999999999999983,0.5000000000000001,-1.0,1.0,49.74696731567383,62.96247863769531
2016-06-10,-0.5,0.5,-1.0,1.0,49.37840270996094,61.17518615722656
2016-06-13,0.5000000000000001,-0.4999999999999999,1.0,-1.0,48.72504806518555,60.58934783935547
2016-06-14,-0.5,0.5,-1.0,1.0,48.95957946777344,60.460262298583984
2016-06-15,-0.5000000000000006,0.4999999999999995,-1.0,1.0,48.94284439086914,60.38082885742188
2016-06-16,0.4999999999999978,-0.5000000000000021,1.0,-1.0,48.90933227539063,59.685768127441406
2016-06-17,0.5000000000000001,-0.49999999999999994,1.0,-1.0,48.66640853881836,60.48012161254883
2016-06-20,0.5,-0.49999999999999994,1.0,-1.0,48.808815002441406,62.16812515258789
2016-06-21,0.5,-0.5,1.0,-1.0,48.38999176025391,62.58515930175781
2016-06-22,0.5000000000000001,-0.5,1.0,-1.0,46.85711669921875,62.28728103637695
2016-06-23,0.5,-0.5,1.0,-1.0,47.80364227294922,63.1511344909668
2016-06-24,0.5,-0.5,1.0,-1.0,45.41639709472656,59.91414642333984
2016-06-27,0.5,-0.5,1.0,-1.0,43.86677932739258,59.45739364624024
2016-06-28,0.5,-0.5,1.0,-1.0,44.33585357666016,60.05315780639648
2016-06-29,-0.5,0.5,-1.0,1.0,45.51691436767578,62.27735137939453
2016-06-30,0.5000000000000001,-0.5,1.0,-1.0,46.63935089111328,63.39937210083008
2016-07-01,-0.5,0.5,-1.0,1.0,46.16189956665039,64.87885284423828
2016-07-05,-0.5,0.5,-1.0,1.0,45.41639709472656,63.76676559448242
2016-07-06,-0.5,0.5,-1.0,1.0,45.46665954589844,63.54831314086914
2016-07-07,-0.5,0.5,-1.0,1.0,45.69282531738281,62.76388931274414
2016-07-08,-0.5,0.5,-1.0,1.0,47.1084098815918,63.79654693603516
2016-07-11,-0.5,0.5,-1.0,1.0,47.51191329956055,64.55119323730469
2016-07-12,-0.49999999999999994,0.5,-1.0,1.0,48.07513046264648,64.1937255859375
2016-07-13,0.5,-0.5,1.0,-1.0,47.62960433959961,63.83626937866211
2016-07-14,-0.5,0.5,-1.0,1.0,47.57076644897461,63.69725799560547
2016-07-15,-0.49999999999999994,0.5,-1.0,1.0,47.94904327392578,63.8462028503418
2016-07-18,0.5,-0.5000000000000001,1.0,-1.0,48.07513046264648,63.60789108276367
2016-07-19,-0.5,0.5000000000000001,-1.0,1.0,47.831356048583984,63.240501403808594
2016-07-20,0.5000000000000001,-0.4999999999999999,1.0,-1.0,48.4786262512207,63.945499420166016
2016-07-21,0.5,-0.5,1.0,-1.0,47.755706787109375,63.14120864868164
2016-07-22,-0.49999999999999994,0.5,-1.0,1.0,48.20963668823242,63.68732452392578
2016-07-25,0.5000000000000001,-0.49999999999999994,1.0,-1.0,48.74762725830078,64.13414764404297
2016-07-26,0.5,-0.5,1.0,-1.0,49.462158203125,64.541259765625
2016-07-27,0.4999999999999999,-0.5000000000000002,1.0,-1.0,49.65550231933594,64.06464385986328
2016-07-28,-0.5,0.5,-1.0,1.0,49.91609573364258,68.1655044555664
2016-07-29,0.49999999999999994,-0.5000000000000001,1.0,-1.0,49.6386833190918,68.1655044555664
2016-08-01,0.49999999999999994,-0.5000000000000001,1.0,-1.0,49.78999710083008,68.02648162841797
2016-08-02,0.5,-0.5,1.0,-1.0,50.0842170715332,67.5101547241211
2016-08-03,0.49999999999999345,-0.5000000000000067,1.0,-1.0,52.02605438232422,67.66902923583984
2016-08-04,0.49999999999999833,-0.5000000000000017,1.0,-1.0,53.53916549682617,66.84487915039062
2016-08-05,0.5,-0.5,1.0,-1.0,55.16159057617188,67.5101547241211
2016-08-08,0.5,-0.5,1.0,-1.0,55.7584114074707,67.0633316040039
2016-08-09,0.49999999999999917,-0.5000000000000009,1.0,-1.0,56.910064697265625,66.90445709228516
2016-08-10,0.500000000000001,-0.499999999999999,1.0,-1.0,57.36400985717773,67.1328353881836
2016-08-11,0.5,-0.5,1.0,-1.0,57.120216369628906,67.67029571533203
2016-08-12,0.49999999999999734,-0.5000000000000028,1.0,-1.0,57.11180877685547,67.60062408447266
2016-08-15,-0.5,0.5,-1.0,1.0,57.691837310791016,67.61058044433594
2016-08-16,-0.49999999999999833,0.5000000000000016,-1.0,1.0,57.25471496582031,67.04325866699219
2016-08-17,-0.5,0.5,-1.0,1.0,57.82633972167969,66.79444122314453
2016-08-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,57.9776496887207,67.2622299194336
2016-08-19,-0.4999999999999992,0.5000000000000008,-1.0,1.0,58.01127624511719,67.17264556884766
2016-08-22,0.4999999999999999,-0.5000000000000001,1.0,-1.0,57.93562698364258,67.45133209228516
2016-08-23,0.5000000000000001,-0.4999999999999999,1.0,-1.0,58.12895965576172,67.82955169677734
2016-08-24,-0.4999999999999904,0.5000000000000095,-1.0,1.0,58.38957595825195,67.7101058959961
2016-08-25,0.5,-0.5,1.0,-1.0,58.566104888916016,67.76982879638672
2016-08-26,0.4999999999999999,-0.5000000000000001,1.0,-1.0,58.69218826293945,67.87931060791016
2016-08-29,0.4999999999999999,-0.5000000000000001,1.0,-1.0,58.93596649169922,67.15274810791016
2016-08-30,0.5,-0.5,1.0,-1.0,59.35626220703125,67.74992370605469
2016-08-31,0.5000000000000002,-0.49999999999999983,1.0,-1.0,60.02878189086914,68.10823822021484
2016-09-01,0.5,-0.5,1.0,-1.0,60.12965774536133,68.0186538696289
2016-09-02,0.5000000000000003,-0.4999999999999997,1.0,-1.0,60.49111175537109,67.93903350830078
2016-09-06,0.4999999999999998,-0.5000000000000002,1.0,-1.0,60.558353424072266,67.41152954101562
2016-09-07,0.5,-0.5,1.0,-1.0,61.35693359375,68.26747131347656
2016-09-08,0.5,-0.5,1.0,-1.0,61.15520095825195,68.04851531982422
2016-09-09,0.5,-0.5,1.0,-1.0,59.13769912719727,66.99349212646484
2016-09-12,0.5000000000000001,-0.4999999999999999,1.0,-1.0,60.77693176269531,66.43612670898438
2016-09-13,0.5,-0.5,1.0,-1.0,61.01229095458984,64.90337371826172
2016-09-14,0.5000000000000004,-0.4999999999999996,1.0,-1.0,62.03786087036133,64.30619812011719
2016-09-15,0.5,-0.5,1.0,-1.0,63.702266693115234,66.1574478149414
2016-09-16,0.4999999999999995,-0.5000000000000004,1.0,-1.0,63.30719375610352,65.71952056884766
2016-09-19,0.5,-0.5,1.0,-1.0,64.69419860839844,65.72947692871094
2016-09-20,0.5,-0.5000000000000001,1.0,-1.0,64.36637878417969,65.7891845703125
2016-09-21,0.4999999999999996,-0.5000000000000004,1.0,-1.0,65.3415298461914,66.6451416015625
2016-09-22,0.4999999999999992,-0.5000000000000009,1.0,-1.0,66.92186737060547,66.60533142089844
2016-09-23,0.5,-0.5,1.0,-1.0,65.73660278320312,67.40157318115234
2016-09-26,0.5,-0.5,1.0,-1.0,65.14816284179688,66.50579833984375
2016-09-27,0.5000000000000003,-0.4999999999999997,1.0,-1.0,66.24937438964844,66.89396667480469
2016-09-28,0.5,-0.5,1.0,-1.0,66.24937438964844,66.77452850341797
2016-09-29,0.4999999999999998,-0.5000000000000002,1.0,-1.0,66.20732879638672,66.26693725585938
2016-09-30,0.5000000000000002,-0.4999999999999998,1.0,-1.0,66.57722473144531,66.62523651123047
2016-10-03,0.5,-0.5,1.0,-1.0,65.97196960449219,66.66505432128906
2016-10-04,0.5,-0.49999999999999994,1.0,-1.0,65.6357192993164,66.93378448486328
2016-10-05,0.5000000000000001,-0.49999999999999983,1.0,-1.0,65.84588623046875,66.5854263305664
2016-10-06,0.5,-0.5,1.0,-1.0,66.02239227294922,66.13754272460938
2016-10-07,0.49999999999999994,-0.5000000000000001,1.0,-1.0,66.115234375,66.2569808959961
2016-10-10,0.5,-0.5,1.0,-1.0,66.27555847167969,66.66505432128906
2016-10-11,0.49999999999999994,-0.5,1.0,-1.0,65.65953063964844,66.34656524658203
2016-10-12,0.5,-0.5,1.0,-1.0,66.12366485595703,66.366455078125
2016-10-13,0.5,-0.5,1.0,-1.0,65.25448608398438,66.24702453613281
2016-10-14,0.5,-0.5000000000000001,1.0,-1.0,64.85791015625,66.77452850341797
2016-10-17,0.5,-0.5,1.0,-1.0,65.52454376220703,66.44608306884766
2016-10-18,0.5000000000000001,-0.4999999999999999,1.0,-1.0,66.3683853149414,67.19255828857422
2016-10-19,0.5,-0.5,1.0,-1.0,66.87467956542969,66.63518524169922
2016-10-20,0.5,-0.49999999999999994,1.0,-1.0,66.6637191772461,66.62523651123047
2016-10-21,0.5,-0.5,1.0,-1.0,67.17001342773438,66.49584197998047
2016-10-24,0.5000000000000003,-0.49999999999999967,1.0,-1.0,68.18263244628906,66.5555648803711
2016-10-25,0.5,-0.49999999999999994,1.0,-1.0,67.97166442871094,66.50579833984375
2016-10-26,0.5000000000000003,-0.49999999999999967,1.0,-1.0,67.97166442871094,66.32665252685547
2016-10-27,0.5,-0.5,1.0,-1.0,58.68938446044922,66.44608306884766
2016-10-28,0.5,-0.5,1.0,-1.0,58.60499572753906,66.11763763427734
2016-10-31,0.5,-0.5,1.0,-1.0,59.61763000488281,66.1574478149414
2016-11-01,0.5,-0.5,1.0,-1.0,59.36445617675781,65.639892578125
2016-11-02,0.5,-0.5,1.0,-1.0,58.68938446044922,64.28628540039062
2016-11-03,0.5,-0.5,1.0,-1.0,58.35184860229492,64.18675231933594
2016-11-04,0.5,-0.5,1.0,-1.0,59.069129943847656,64.6346435546875
2016-11-07,0.49999999999999994,-0.5,1.0,-1.0,60.58803176879883,66.71481323242188
2016-11-08,0.5000000000000001,-0.5,1.0,-1.0,60.71459197998047,67.88926696777344
2016-11-09,0.5,-0.5,1.0,-1.0,62.23355484008789,68.55611419677734
2016-11-10,0.5,-0.5,1.0,-1.0,63.03518295288086,67.46128845214844
2016-11-11,0.5,-0.5,1.0,-1.0,65.10260009765625,67.45133209228516
2016-11-14,0.5,-0.5000000000000001,1.0,-1.0,64.80726623535156,65.18205261230469
2016-11-15,0.49999999999999994,-0.5,1.0,-1.0,65.56671142578125,65.08252716064453
2016-11-16,0.49999999999999994,-0.5,1.0,-1.0,65.7354736328125,64.84365844726562
2016-11-17,0.5,-0.49999999999999994,1.0,-1.0,65.39796447753906,66.33660888671875
2016-11-18,0.5,-0.5,1.0,-1.0,65.44014739990234,66.52616119384766
2016-11-21,0.49999999999999994,-0.5,1.0,-1.0,66.115234375,66.30667114257812
2016-11-22,0.5,-0.5,1.0,-1.0,67.71853637695312,66.3465805053711
2016-11-23,0.5,-0.5,1.0,-1.0,68.18263244628906,66.27674102783203
2016-11-25,0.5,-0.5,1.0,-1.0,68.26703643798828,65.77789306640625
2016-11-28,0.49999999999999994,-0.5,1.0,-1.0,67.21221923828125,65.99738311767578
2016-11-29,0.5,-0.5,1.0,-1.0,67.97166442871094,65.56837463378906
2016-11-30,0.5,-0.5,1.0,-1.0,66.8324966430664,65.63821411132812
2016-12-01,0.5000000000000001,-0.5,1.0,-1.0,65.44014739990234,63.77252578735352
2016-12-02,0.5000000000000001,-0.49999999999999994,1.0,-1.0,66.32617950439453,64.73030853271484
2016-12-05,0.5000000000000004,-0.4999999999999996,1.0,-1.0,68.64676666259766,65.3887939453125
2016-12-06,0.4999999999999998,-0.5000000000000002,1.0,-1.0,69.53279113769531,65.93751525878906
2016-12-07,0.49999999999999994,-0.5000000000000001,1.0,-1.0,70.20784759521484,66.86537170410156
2016-12-08,-0.5,0.5,-1.0,1.0,71.6002197265625,66.86537170410156
2016-12-09,-0.49999999999999856,0.5000000000000014,-1.0,1.0,71.6002197265625,66.66584014892578
2016-12-12,0.49999999999999994,-0.5000000000000001,1.0,-1.0,71.8111801147461,67.00505828857422
2016-12-13,0.5000000000000004,-0.49999999999999967,1.0,-1.0,72.52842712402344,67.07489776611328
2016-12-14,0.49999999999999994,-0.5000000000000001,1.0,-1.0,71.51585388183594,66.30667114257812
2016-12-15,0.4999999999999997,-0.5000000000000003,1.0,-1.0,76.53668975830078,67.49392700195312
2016-12-16,0.5,-0.5,1.0,-1.0,74.89122772216797,67.6435775756836
2016-12-19,0.4999999999999999,-0.5000000000000002,1.0,-1.0,77.0429916381836,67.85309600830078
2016-12-20,0.49999999999999983,-0.5000000000000002,1.0,-1.0,77.7602767944336,67.75332641601562
2016-12-21,0.5,-0.5000000000000001,1.0,-1.0,77.29615020751953,67.70343780517578
2016-12-22,0.49999999999999983,-0.5000000000000002,1.0,-1.0,77.085205078125,67.15470886230469
2016-12-23,0.5000000000000001,-0.49999999999999994,1.0,-1.0,76.66327667236328,67.5837173461914
2016-12-27,0.5000000000000001,-0.49999999999999983,1.0,-1.0,76.83203887939453,68.30205535888672
2016-12-28,0.5000000000000001,-0.4999999999999999,1.0,-1.0,77.1695556640625,67.85309600830078
2016-12-29,0.5,-0.5,1.0,-1.0,77.42274475097656,68.44172668457031
2016-12-30,0.5000000000000001,-0.49999999999999994,1.0,-1.0,77.085205078125,68.60136413574219
2017-01-03,0.5000000000000001,-0.49999999999999994,1.0,-1.0,76.49449157714844,68.45170593261719
2017-01-04,-0.5000000000000003,0.49999999999999967,-1.0,1.0,77.1695556640625,68.50159454345703
2017-01-05,0.5,-0.5,1.0,-1.0,75.48190307617188,68.30205535888672
2017-01-06,0.5,-0.49999999999999994,1.0,-1.0,75.10216522216797,68.99046325683594
2017-01-09,0.5,-0.5,1.0,-1.0,75.1021499633789,68.97050476074219
2017-01-10,0.5,-0.5,1.0,-1.0,76.96489715576172,69.10021209716797
2017-01-11,0.5000000000000001,-0.5,1.0,-1.0,77.38824462890625,67.723388671875
2017-01-12,0.5000000000000001,-0.49999999999999994,1.0,-1.0,76.24520111083984,69.3995132446289
2017-01-13,0.5000000000000004,-0.49999999999999956,1.0,-1.0,76.32988739013672,68.91064453125
2017-01-17,0.5,-0.5,1.0,-1.0,74.6788330078125,68.03267669677734
2017-01-18,0.5000000000000004,-0.4999999999999995,1.0,-1.0,75.61019134521484,68.72108459472656
2017-01-19,0.5,-0.5000000000000001,1.0,-1.0,75.35618591308594,69.3197021484375
2017-01-20,-0.5,0.5,-1.0,1.0,75.52550506591797,69.97817993164062
2017-01-23,0.4999999999999996,-0.5000000000000003,1.0,-1.0,75.39851379394531,69.2099609375
2017-01-24,0.5,-0.5000000000000001,1.0,-1.0,77.85391235351562,68.76099395751953
2017-01-25,0.49999999999999994,-0.5000000000000001,1.0,-1.0,78.44660949707031,69.47933197021484
2017-01-26,0.49999999999999994,-0.5000000000000001,1.0,-1.0,78.65830993652344,69.48931121826172
2017-01-27,0.5,-0.49999999999999994,1.0,-1.0,79.08163452148438,69.6090316772461
2017-01-30,0.49999999999999994,-0.5000000000000001,1.0,-1.0,78.48893737792969,69.46935272216797
2017-01-31,0.5,-0.5,1.0,-1.0,79.08163452148438,70.0180892944336
2017-02-01,0.5,-0.49999999999999994,1.0,-1.0,79.16632080078125,69.56912994384766
2017-02-02,0.5,-0.5,1.0,-1.0,78.99697875976562,69.76866149902344
2017-02-03,0.5,-0.5000000000000001,1.0,-1.0,79.75900268554688,70.28746032714844
2017-02-06,0.49999999999999994,-0.5000000000000001,1.0,-1.0,80.05535125732422,67.59369659423828
