Date,ticker,Open,High,Low,Close,Volume
2015-11-09,PATK,15.67281389382018,15.74011168781136,14.9958621696979,15.138378143310549,392625
2015-11-09,TILE,17.894221352236844,17.967671139808395,17.462704069151616,17.774866104125977,448000
2015-11-10,PATK,15.122542768706005,15.558009384885198,15.122542768706005,15.34423542022705,216225
2015-11-10,TILE,17.719638562926388,17.802483766794733,17.296209081568854,17.535537719726562,580500
2015-11-11,PATK,15.364032868792377,15.47883601410496,14.920647471099803,15.352155685424805,227475
2015-11-11,TILE,17.61837893859307,17.701224123723133,17.26858952248921,17.397459030151367,337900
2015-11-12,PATK,15.296729199681211,15.415494218545852,14.87314144099864,15.015657424926758,242550
2015-11-12,TILE,17.342232682850785,17.471102214224267,17.010851881358196,17.176542282104492,381900
2015-11-13,PATK,14.972110755560095,15.514463539063737,14.972110755560095,15.237348556518556,241875
2015-11-13,TILE,17.04767440460903,17.41587435547962,16.90959964249704,17.323823928833008,491800
2015-11-16,PATK,15.288812624364256,15.3600706182534,15.039408796289964,15.209637641906738,244125
2015-11-16,TILE,17.333031470920922,17.830102788025812,17.333031470920922,17.784076690673828,745600
2015-11-17,PATK,15.466957828517964,16.603127190179308,15.38778284928556,16.207250595092773,460575
2015-11-17,TILE,17.756463471745104,18.271943491924816,17.55395214703024,18.051023483276367,1328000
2015-11-18,PATK,16.40519031574255,16.40519031574255,15.459042181302763,15.843043327331545,314550
2015-11-18,TILE,18.15227160185294,18.769007087736743,18.097042056230457,18.713777542114254,718700
2015-11-19,PATK,15.803451834886303,15.98159764176064,15.447161920061957,15.823246002197266,275175
2015-11-19,TILE,18.68616547280424,18.77821590362768,18.43763159201168,18.48365592956543,361400
2015-11-20,PATK,15.910340429738364,16.088484546320426,15.609472809666578,15.898463249206545,198450
2015-11-20,TILE,18.612522613695734,18.84264777746618,18.43762875334548,18.69536781311035,472800
2015-11-23,PATK,16.096405285397783,16.286426606740836,15.906383964054726,16.147869110107422,359325
2015-11-23,TILE,18.56649468994352,19.266075263097544,18.34557478616572,18.548084259033203,347900
2015-11-24,PATK,15.993476156022815,16.238919773737273,15.878671335180742,15.969721794128418,153675
2015-11-24,TILE,18.465242997904397,18.778213366997324,18.299552595947468,18.6861629486084,206700
2015-11-25,PATK,16.03702032735536,16.397270443233616,15.88262887677128,16.373516082763672,105975
2015-11-25,TILE,18.73218797589362,18.89787836847667,18.59411323397961,18.713777542114254,162100
2015-11-27,PATK,16.46852735242605,16.49623850593221,16.09640177953811,16.167659759521484,186300
2015-11-27,TILE,18.68616461506628,18.94390545839782,18.63093506139376,18.833444595336918,96800
2015-11-30,PATK,16.163705109324727,16.555623242959264,16.10036410130388,16.40123176574707,233100
2015-11-30,TILE,18.80583130977471,18.879471302312044,18.19830093241271,18.2995548248291,596600
2015-12-01,PATK,16.405190289350905,16.721891932168568,16.227044447255267,16.63479995727539,234450
2015-12-01,TILE,18.27194011895312,18.548089639857867,17.72884453955339,18.51127052307129,737700
2015-12-02,PATK,16.65459242947581,17.398841978688534,16.618962585121608,17.196945190429688,365625
2015-12-02,TILE,18.520478074234106,18.97152328491211,18.46524675852296,18.97152328491211,401400
2015-12-03,PATK,17.173194770809552,17.31571076899679,16.62688344442513,16.844615936279297,385875
2015-12-03,TILE,18.980728531982297,19.02675287275957,18.59411810001863,18.6401424407959,343800
2015-12-04,PATK,16.84065741893936,17.090059565967515,16.587295078418546,16.611047744750977,270450
2015-12-04,TILE,18.621729976731665,18.87026560361449,18.10625004208703,18.170684814453125,582700
2015-12-07,PATK,16.607078606819766,16.6110387981795,15.9815926299224,16.234954833984375,414675
2015-12-07,TILE,18.152274993102147,18.235120204871,17.866920239073828,17.968175888061523,270800
2015-12-08,PATK,16.05681243814211,16.341844340174504,15.8272028396413,16.120153427124023,343350
2015-12-08,TILE,17.857712983653762,18.05101904097168,17.74725388437129,17.922147750854492,155600
2015-12-09,PATK,16.048893939141017,16.211204040100444,15.795531706014794,15.9103364944458,359775
2015-12-09,TILE,17.894530140931725,17.94975967911331,17.24097387554074,17.397459030151367,206100
2015-12-10,PATK,15.890546010615555,16.084525798536358,15.692607728888106,16.033061981201172,202500
2015-12-10,TILE,17.397462265023098,17.636792649264706,17.287003168121238,17.55394744873047,326500
2015-12-11,PATK,15.779699142404407,16.001390078211212,15.656977344030562,15.854915618896484,364050
