index,ticker,sectorKey,industryKey
855,CAC,financial-services,banks-regional
856,NSIT,technology,electronics-computer-distribution
857,FLXS,consumer-cyclical,furnishings-fixtures-appliances
858,NBN,financial-services,banks-regional
859,BOSC,technology,communication-equipment
861,CRDF,healthcare,biotechnology
862,AIOT,technology,software-infrastructure
863,ASTH,healthcare,medical-care-facilities
864,ODFL,industrials,trucking
865,GALT,healthcare,biotechnology
866,CHRS,healthcare,biotechnology
867,TXRH,consumer-cyclical,restaurants
868,RZLT,healthcare,biotechnology
869,STX,technology,computer-hardware
870,ESLT,industrials,aerospace-defense
872,GIFI,industrials,metal-fabrication
873,KFFB,financial-services,banks-regional
875,ALCO,consumer-defensive,farm-products
876,ATRO,industrials,aerospace-defense
877,FPAY,industrials,rental-leasing-services
878,BELFB,technology,electronic-components
879,OMAB,industrials,airports-air-services
880,AEIS,industrials,electrical-equipment-parts
881,ELVA,industrials,electrical-equipment-parts
882,TCBI,financial-services,banks-regional
883,BJRI,consumer-cyclical,restaurants
884,RAIL,industrials,railroads
885,PODD,healthcare,medical-devices
886,NWS,communication-services,entertainment
887,PFG,financial-services,asset-management
888,CTSH,technology,information-technology-services
889,HSTM,healthcare,health-information-services
890,OMCC,financial-services,credit-services
891,WFCF,industrials,specialty-business-services
892,BKNG,consumer-cyclical,travel-services
893,NOVT,technology,scientific-technical-instruments
894,HBAN,financial-services,banks-regional
896,NVCR,healthcare,medical-devices
897,BVFL,financial-services,banks-regional
898,VIVS,healthcare,biotechnology
900,TLPH,healthcare,drug-manufacturers-specialty-generic
901,CYBR,technology,software-infrastructure
902,SELF,real-estate,reit-specialty
903,CBRL,consumer-cyclical,restaurants
904,FER,industrials,engineering-construction
905,WDFC,basic-materials,specialty-chemicals
906,SSNC,technology,software-application
907,MZTI,consumer-defensive,packaged-foods
908,NKTR,healthcare,biotechnology
909,LKQ,consumer-cyclical,auto-parts
910,GURE,basic-materials,chemicals
912,BRFH,consumer-defensive,beverages-non-alcoholic
913,SKYE,healthcare,biotechnology
914,RCEL,healthcare,medical-devices
915,TRMK,financial-services,banks-regional
916,SNDX,healthcare,biotechnology
917,OLB,technology,software-infrastructure
919,SLNG,energy,oil-gas-integrated
921,FBIO,healthcare,biotechnology
922,MNDO,technology,software-application
923,CAKE,consumer-cyclical,restaurants
924,HSII,industrials,staffing-employment-services
925,UTMD,healthcare,medical-instruments-supplies
926,MDLZ,consumer-defensive,confectioners
927,MGEE,utilities,utilities-regulated-electric
928,ARQ,industrials,pollution-treatment-controls
929,VABK,financial-services,banks-regional
931,SCYX,healthcare,drug-manufacturers-specialty-generic
932,ATNI,communication-services,telecom-services
933,POOL,industrials,industrial-distribution
934,CLRO,technology,communication-equipment
935,AEHL,industrials,building-products-equipment
936,BBSI,industrials,staffing-employment-services
937,XXII,consumer-defensive,tobacco
938,TXMD,healthcare,drug-manufacturers-specialty-generic
940,HBCP,financial-services,banks-regional
941,MAT,consumer-cyclical,leisure
942,GLBZ,financial-services,banks-regional
943,LYTS,technology,electronic-components
944,ALGN,healthcare,medical-instruments-supplies
945,PNFP,financial-services,banks-regional
946,VRNS,technology,software-infrastructure
947,DAKT,technology,electronic-components
948,ORLY,consumer-cyclical,auto-parts
950,SMTC,technology,semiconductors
951,HIFS,financial-services,banks-regional
952,WNEB,financial-services,banks-regional
