Date,Adj Close,Close,High,Low,Open,Volume,Symbol,Security Name
2/10/2016,157.4874115,185.2700043,188.3399963,185.1199951,186.4100037,148214100,SPY,SPDR S&P 500 ETF Trust
2/11/2016,155.4388428,182.8600006,184.1000061,181.0899963,182.3399963,219058900,SPY,SPDR S&P 500 ETF Trust
2/12/2016,158.6434937,186.6300049,186.6499939,183.9600067,184.9600067,127632400,SPY,SPDR S&P 500 ETF Trust
2/16/2016,161.321106,189.7799988,189.8099976,187.6300049,188.7700043,120250700,SPY,SPDR S&P 500 ETF Trust
2/17/2016,163.9562378,192.8800049,193.3200073,191.0099945,191.1600037,136009500,SPY,SPDR S&P 500 ETF Trust
2/18/2016,163.2846985,192.0899963,193.2700043,191.7200012,193.1999969,102343000,SPY,SPDR S&P 500 ETF Trust
2/19/2016,163.2082367,192,192.1799927,190.4499969,191.1699982,114793000,SPY,SPDR S&P 500 ETF Trust
2/22/2016,165.5713196,194.7799988,194.9499969,193.7899933,193.8699951,103640300,SPY,SPDR S&P 500 ETF Trust
2/23/2016,163.4802094,192.3200073,194.3200073,192.1799927,194,111455300,SPY,SPDR S&P 500 ETF Trust
2/24/2016,164.2283173,193.1999969,193.5299988,189.3200073,190.6300049,150812200,SPY,SPDR S&P 500 ETF Trust
2/25/2016,166.2173767,195.5399933,195.5500031,192.8300018,193.7299957,110728300,SPY,SPDR S&P 500 ETF Trust
2/26/2016,165.8348236,195.0899963,196.6799927,194.8999939,196.5700073,129833700,SPY,SPDR S&P 500 ETF Trust
2/29/2016,164.5343018,193.5599976,196.2299957,193.3300018,195.1100006,125918100,SPY,SPDR S&P 500 ETF Trust
3/1/2016,168.4020081,198.1100006,198.2100067,194.4499969,195.0099945,141799700,SPY,SPDR S&P 500 ETF Trust
3/2/2016,169.1585388,199,199.0599976,197.25,197.7400055,102415000,SPY,SPDR S&P 500 ETF Trust
3/3/2016,169.8215942,199.7799988,199.8000031,198.1100006,198.7899933,95172200,SPY,SPDR S&P 500 ETF Trust
3/4/2016,170.374054,200.4299927,201.3500061,199.0299988,200.0099945,129293600,SPY,SPDR S&P 500 ETF Trust
3/7/2016,170.5100861,200.5899963,201.0700073,199.25,199.3399963,100219000,SPY,SPDR S&P 500 ETF Trust
3/8/2016,168.6485596,198.3999939,199.9199982,198.2100067,199.3200073,123974900,SPY,SPDR S&P 500 ETF Trust
3/9/2016,169.4815521,199.3800049,199.7899933,198.4299927,199.3600006,94801200,SPY,SPDR S&P 500 ETF Trust
3/10/2016,169.6174927,199.5399933,201.0700073,197.3800049,199.9600067,156838700,SPY,SPDR S&P 500 ETF Trust
3/11/2016,172.35466,202.7599945,202.8099976,199.5200043,201.2599945,137964500,SPY,SPDR S&P 500 ETF Trust
3/14/2016,172.1336517,202.5,203.0399933,201.7700043,202.1600037,73612000,SPY,SPDR S&P 500 ETF Trust
3/15/2016,171.8531647,202.1699982,202.5299988,201.0500031,201.3600006,93169100,SPY,SPDR S&P 500 ETF Trust
3/16/2016,172.847702,203.3399963,203.8200073,201.5500031,201.6000061,129303200,SPY,SPDR S&P 500 ETF Trust
3/17/2016,173.9442749,204.6300049,205.2299957,202.7700043,203.2400055,134278500,SPY,SPDR S&P 500 ETF Trust
3/18/2016,174.6278381,204.3800049,204.7799988,203.8000031,204.1699982,138372400,SPY,SPDR S&P 500 ETF Trust
3/21/2016,174.8755493,204.6699982,204.9400024,203.8000031,204.0700073,72926700,SPY,SPDR S&P 500 ETF Trust
3/22/2016,174.7815857,204.5599976,205.2299957,203.5700073,203.7599945,97471900,SPY,SPDR S&P 500 ETF Trust
3/23/2016,173.6280975,203.2100067,204.3300018,203.0099945,204.1100006,81052500,SPY,SPDR S&P 500 ETF Trust
3/24/2016,173.5512543,203.1199951,203.1600037,201.7400055,202,84360900,SPY,SPDR S&P 500 ETF Trust
3/28/2016,173.6537323,203.2400055,203.8600006,202.7100067,203.6100006,62408200,SPY,SPDR S&P 500 ETF Trust
3/29/2016,175.2600861,205.1199951,205.25,202.3999939,202.7599945,92922900,SPY,SPDR S&P 500 ETF Trust
3/30/2016,176.0290833,206.0200043,206.8699951,205.5899963,206.3000031,86365300,SPY,SPDR S&P 500 ETF Trust
3/31/2016,175.6018829,205.5200043,206.4100037,205.3300018,205.9100037,94584100,SPY,SPDR S&P 500 ETF Trust
4/1/2016,176.7980194,206.9199982,207.1399994,203.9799957,204.3500061,114423500,SPY,SPDR S&P 500 ETF Trust
4/4/2016,176.2255859,206.25,207.0700073,205.8899994,206.8300018,63497000,SPY,SPDR S&P 500 ETF Trust
4/5/2016,174.4654236,204.1900024,206.2599945,203.8899994,204.6699982,99662200,SPY,SPDR S&P 500 ETF Trust
4/6/2016,176.3708496,206.4199982,206.4900055,203.9799957,204.1900024,91839800,SPY,SPDR S&P 500 ETF Trust
4/7/2016,174.2604218,203.9499969,205.5599976,203.0899963,205.1399994,113859000,SPY,SPDR S&P 500 ETF Trust
4/8/2016,174.7302704,204.5,205.8500061,203.8699951,205.3399963,95040600,SPY,SPDR S&P 500 ETF Trust
4/11/2016,174.3201904,204.0200043,206.0700073,203.9100037,205.25,83757500,SPY,SPDR S&P 500 ETF Trust
4/12/2016,175.9435883,205.9199982,206.25,203.6999969,204.2200012,115350600,SPY,SPDR S&P 500 ETF Trust
4/13/2016,177.7208099,208,208.1000061,206.8399963,207,96336400,SPY,SPDR S&P 500 ETF Trust
4/14/2016,177.7294006,208.0099945,208.6000061,207.6000061,208.0700073,65212900,SPY,SPDR S&P 500 ETF Trust
4/15/2016,177.5328827,207.7799988,208.1699982,207.3999939,208.0099945,75761600,SPY,SPDR S&P 500 ETF Trust
4/18/2016,178.7802734,209.2400055,209.2799988,207,207.7799988,82531000,SPY,SPDR S&P 500 ETF Trust
4/19/2016,179.3441925,209.8999939,210.1999969,208.9400024,209.7400055,88316100,SPY,SPDR S&P 500 ETF Trust
4/20/2016,179.5150909,210.1000061,210.9199982,209.3899994,209.9499969,81100300,SPY,SPDR S&P 500 ETF Trust
4/21/2016,178.5496368,208.9700012,210.25,208.6499939,210.1199951,85695000,SPY,SPDR S&P 500 ETF Trust
4/22/2016,178.5496368,208.9700012,209.2899933,207.9100037,208.5500031,99251700,SPY,SPDR S&P 500 ETF Trust
4/25/2016,178.2420349,208.6100006,208.6600037,207.5399933,208.2599945,66166500,SPY,SPDR S&P 500 ETF Trust
4/26/2016,178.5068817,208.9199982,209.5200043,208.3600006,209.0399933,75864200,SPY,SPDR S&P 500 ETF Trust
4/27/2016,178.8743134,209.3500061,209.8099976,208.0500031,208.4700012,77329400,SPY,SPDR S&P 500 ETF Trust
4/28/2016,177.2508545,207.4499969,209.7599945,206.9600067,208.4600067,97216200,SPY,SPDR S&P 500 ETF Trust
4/29/2016,176.2939606,206.3300018,207.1300049,205.0299988,206.7200012,142424100,SPY,SPDR S&P 500 ETF Trust
5/2/2016,177.6951599,207.9700012,208.1799927,206.4100037,206.9199982,62188000,SPY,SPDR S&P 500 ETF Trust
5/3/2016,176.1487122,206.1600037,206.8000031,205.2799988,206.5200043,106422100,SPY,SPDR S&P 500 ETF Trust
5/4/2016,175.1660614,205.0099945,205.8500061,204.4199982,204.9900055,92243800,SPY,SPDR S&P 500 ETF Trust
5/5/2016,175.1319275,204.9700012,205.9799957,204.4700012,205.5599976,67619200,SPY,SPDR S&P 500 ETF Trust
5/6/2016,175.7727356,205.7200012,205.7700043,203.8800049,204.0599976,89315000,SPY,SPDR S&P 500 ETF Trust
5/9/2016,175.9179993,205.8899994,206.3999939,205.3600006,205.5700073,74374900,SPY,SPDR S&P 500 ETF Trust
5/10/2016,178.1053467,208.4499969,208.4700012,206.6399994,206.7200012,77472200,SPY,SPDR S&P 500 ETF Trust
5/11/2016,176.4391479,206.5,208.5399933,206.5,207.9100037,81727000,SPY,SPDR S&P 500 ETF Trust
5/12/2016,176.4904022,206.5599976,207.4900055,205.3699951,207.2899933,89586300,SPY,SPDR S&P 500 ETF Trust
5/13/2016,174.9524841,204.7599945,206.8600006,204.3800049,206.2100067,96474600,SPY,SPDR S&P 500 ETF Trust
5/16/2016,176.6783905,206.7799988,207.3399963,204.8899994,204.9600067,77486800,SPY,SPDR S&P 500 ETF Trust
5/17/2016,175.0293579,204.8500061,206.8000031,204.2299957,206.4600067,114924900,SPY,SPDR S&P 500 ETF Trust
5/18/2016,175.080658,204.9100037,206.3000031,203.6300049,204.4400024,120062100,SPY,SPDR S&P 500 ETF Trust
5/19/2016,174.473999,204.1999969,204.5399933,202.7799988,204.0599976,115430500,SPY,SPDR S&P 500 ETF Trust
5/20/2016,175.5762024,205.4900055,206.1000061,204.8600006,204.9199982,104990400,SPY,SPDR S&P 500 ETF Trust
5/23/2016,175.3370209,205.2100067,205.8399963,204.9900055,205.5099945,58682600,SPY,SPDR S&P 500 ETF Trust
5/24/2016,177.609726,207.8699951,208.2400055,206.1399994,206.1699982,93537800,SPY,SPDR S&P 500 ETF Trust
5/25/2016,178.8144684,209.2799988,209.7700043,207.8699951,208.6699982,76621400,SPY,SPDR S&P 500 ETF Trust
5/26/2016,178.8657379,209.3399963,209.7100067,208.9700012,209.4400024,55280700,SPY,SPDR S&P 500 ETF Trust
5/27/2016,179.6347504,210.2400055,210.25,209.4700012,209.5299988,64211200,SPY,SPDR S&P 500 ETF Trust
5/31/2016,179.2929688,209.8399963,210.6900024,209.1799927,210.5599976,109879400,SPY,SPDR S&P 500 ETF Trust
6/1/2016,179.6603699,210.2700043,210.4799957,208.8899994,209.1199951,69936200,SPY,SPDR S&P 500 ETF Trust
6/2/2016,180.2072144,210.9100037,210.9299927,209.2400055,209.8000031,63044700,SPY,SPDR S&P 500 ETF Trust
6/3/2016,179.6689301,210.2799988,210.6900024,208.8600006,210.25,101757100,SPY,SPDR S&P 500 ETF Trust
6/6/2016,180.5831757,211.3500061,211.7700043,210.5099945,210.6999969,64887000,SPY,SPDR S&P 500 ETF Trust
6/7/2016,180.8650818,211.6799927,212.3399963,211.5,211.5299988,60974800,SPY,SPDR S&P 500 ETF Trust
6/8/2016,181.4546661,212.3699951,212.5200043,211.6900024,211.8399963,66170900,SPY,SPDR S&P 500 ETF Trust
6/9/2016,181.2068787,212.0800018,212.2200012,211.1900024,211.5099945,73786900,SPY,SPDR S&P 500 ETF Trust
6/10/2016,179.4895172,210.0700073,210.8600006,209.4299927,210.4600067,113829200,SPY,SPDR S&P 500 ETF Trust
6/13/2016,178.1053467,208.4499969,210.3699951,208.3500061,209.3600006,117751200,SPY,SPDR S&P 500 ETF Trust
6/14/2016,177.7550201,208.0399933,208.7400055,206.9199982,208,125059300,SPY,SPDR S&P 500 ETF Trust
6/15/2016,177.5071716,207.75,209.3600006,207.5299988,208.0399933,109124500,SPY,SPDR S&P 500 ETF Trust
6/16/2016,178.0369873,208.3699951,208.5700073,205.5899963,207.75,149533100,SPY,SPDR S&P 500 ETF Trust
6/17/2016,177.3739319,206.5200043,207.1999969,205.75,207.1699982,117055700,SPY,SPDR S&P 500 ETF Trust
6/20/2016,178.5162201,207.8500061,209.6100006,207.75,208.8200073,82789600,SPY,SPDR S&P 500 ETF Trust
6/21/2016,179.022995,208.4400024,208.9199982,207.7799988,208.3000031,72461700,SPY,SPDR S&P 500 ETF Trust
6/22/2016,178.7309113,208.1000061,209.5,207.9299927,208.6499939,95560500,SPY,SPDR S&P 500 ETF Trust
6/23/2016,181.0584717,210.8099976,210.8699951,209.2700043,209.8099976,102731400,SPY,SPDR S&P 500 ETF Trust
6/24/2016,174.5568085,203.2400055,210.8500061,202.7200012,203.6300049,333444400,SPY,SPDR S&P 500 ETF Trust
6/27/2016,171.430542,199.6000061,201.6000061,198.6499939,201.5899963,230775800,SPY,SPDR S&P 500 ETF Trust
6/28/2016,174.5224915,203.1999969,203.2299957,201.1199951,201.4799957,159382400,SPY,SPDR S&P 500 ETF Trust
6/29/2016,177.4941864,206.6600037,206.9299927,204.7200012,204.8399963,137328600,SPY,SPDR S&P 500 ETF Trust
6/30/2016,179.9161682,209.4799957,209.5399933,206.5599976,207.2100067,165021900,SPY,SPDR S&P 500 ETF Trust
7/1/2016,180.2940674,209.9199982,210.4900055,209.2899933,209.4799957,106055300,SPY,SPDR S&P 500 ETF Trust
7/5/2016,178.9972076,208.4100037,209.0800018,207.7100067,208.9499969,109803700,SPY,SPDR S&P 500 ETF Trust
7/6/2016,180.0707855,209.6600037,209.8000031,207.0599976,207.8300018,96021500,SPY,SPDR S&P 500 ETF Trust
7/7/2016,179.9591217,209.5299988,210.6499939,208.6300049,209.8699951,85593800,SPY,SPDR S&P 500 ETF Trust
7/8/2016,182.6388245,212.6499939,212.9400024,210.7799988,211.0500031,133971000,SPY,SPDR S&P 500 ETF Trust
7/11/2016,183.2829437,213.3999939,214.0700073,212.9499969,213.1900024,73633900,SPY,SPDR S&P 500 ETF Trust
7/12/2016,184.6142273,214.9499969,215.3000031,213.4299927,214.5299988,101275600,SPY,SPDR S&P 500 ETF Trust
7/13/2016,184.5884552,214.9199982,215.4499969,214.3500061,215.4400024,87324100,SPY,SPDR S&P 500 ETF Trust
7/14/2016,185.6190491,216.1199951,216.6699982,215.6600037,216.3999939,91230900,SPY,SPDR S&P 500 ETF Trust
7/15/2016,185.3700256,215.8300018,217.0099945,215.3099976,216.7799988,107155400,SPY,SPDR S&P 500 ETF Trust
7/18/2016,185.8681335,216.4100037,216.6000061,215.6699982,215.9700012,58725900,SPY,SPDR S&P 500 ETF Trust
7/19/2016,185.6791534,216.1900024,216.2299957,215.6300049,215.9199982,54345700,SPY,SPDR S&P 500 ETF Trust
7/20/2016,186.4521637,217.0899963,217.3699951,216.1900024,216.1900024,58159500,SPY,SPDR S&P 500 ETF Trust
7/21/2016,185.7478943,216.2700043,217.2200012,215.75,216.9600067,67777300,SPY,SPDR S&P 500 ETF Trust
7/22/2016,186.5810394,217.2400055,217.3000031,216.1000061,216.4100037,62787500,SPY,SPDR S&P 500 ETF Trust
7/25/2016,186.074295,216.6499939,217.0599976,215.9700012,217,55873100,SPY,SPDR S&P 500 ETF Trust
7/26/2016,186.1601715,216.75,217.1699982,215.7599945,216.5299988,70080500,SPY,SPDR S&P 500 ETF Trust
7/27/2016,185.9626312,216.5200043,217.2700043,215.6199951,217.1900024,84083900,SPY,SPDR S&P 500 ETF Trust
7/28/2016,186.1773376,216.7700043,217.1100006,215.75,216.2899933,65035700,SPY,SPDR S&P 500 ETF Trust
7/29/2016,186.4779358,217.1199951,217.5399933,216.1300049,216.4600067,79519400,SPY,SPDR S&P 500 ETF Trust
8/1/2016,186.3233643,216.9400024,217.6499939,216.4100037,217.1900024,73311400,SPY,SPDR S&P 500 ETF Trust
8/2/2016,185.1295319,215.5500031,216.8300018,214.5700073,216.6499939,92295500,SPY,SPDR S&P 500 ETF Trust
8/3/2016,185.6706238,216.1799927,216.25,215.1300049,215.4799957,53993600,SPY,SPDR S&P 500 ETF Trust
8/4/2016,185.8681335,216.4100037,216.7799988,214.25,216.3099976,46585500,SPY,SPDR S&P 500 ETF Trust
8/5/2016,187.3882904,218.1799927,218.2299957,216.4100037,216.4100037,71892200,SPY,SPDR S&P 500 ETF Trust
8/8/2016,187.2767029,218.0500031,218.5200043,217.7400055,218.3999939,39906500,SPY,SPDR S&P 500 ETF Trust
8/9/2016,187.3882904,218.1799927,218.7599945,217.8000031,218.1300049,51251700,SPY,SPDR S&P 500 ETF Trust
8/10/2016,186.9245758,217.6399994,218.3999939,217.2299957,218.3099976,57941100,SPY,SPDR S&P 500 ETF Trust
8/11/2016,187.7919922,218.6499939,218.9400024,217.9499969,218.2599945,72504300,SPY,SPDR S&P 500 ETF Trust
8/12/2016,187.6288605,218.4600067,218.7100067,217.9900055,218.2899933,61313500,SPY,SPDR S&P 500 ETF Trust
8/15/2016,188.1698914,219.0899963,219.5,218.8800049,218.8899994,49813500,SPY,SPDR S&P 500 ETF Trust
8/16/2016,187.1994019,217.9600067,218.6799927,217.9600067,218.6000061,53213600,SPY,SPDR S&P 500 ETF Trust
8/17/2016,187.5515137,218.3699951,218.5299988,217.0200043,218,75134300,SPY,SPDR S&P 500 ETF Trust
8/18/2016,187.9723969,218.8600006,218.8999939,218.2100067,218.3399963,52989300,SPY,SPDR S&P 500 ETF Trust
8/19/2016,187.6974945,218.5399933,218.75,217.7400055,218.3099976,75443000,SPY,SPDR S&P 500 ETF Trust
8/22/2016,187.6889191,218.5299988,218.8000031,217.8300018,218.2599945,61368800,SPY,SPDR S&P 500 ETF Trust
8/23/2016,188.0668793,218.9700012,219.6000061,218.8999939,219.25,53399200,SPY,SPDR S&P 500 ETF Trust
8/24/2016,187.1049042,217.8500061,218.9100037,217.3600006,218.8000031,71728900,SPY,SPDR S&P 500 ETF Trust
8/25/2016,186.9760895,217.6999969,218.1900024,217.2200012,217.3999939,69224800,SPY,SPDR S&P 500 ETF Trust
8/26/2016,186.6239319,217.2899933,219.1199951,216.25,217.9199982,122506300,SPY,SPDR S&P 500 ETF Trust
8/29/2016,187.5429382,218.3600006,218.6699982,217.3999939,217.4400024,70502200,SPY,SPDR S&P 500 ETF Trust
8/30/2016,187.2337341,218,218.5899963,217.3500061,218.2599945,58114500,SPY,SPDR S&P 500 ETF Trust
8/31/2016,186.7012482,217.3800049,217.75,216.4700012,217.6100006,85269500,SPY,SPDR S&P 500 ETF Trust
9/1/2016,186.7098389,217.3899994,217.7299957,216.0299988,217.3699951,97844200,SPY,SPDR S&P 500 ETF Trust
9/2/2016,187.5515137,218.3699951,218.8699951,217.6999969,218.3899994,79293900,SPY,SPDR S&P 500 ETF Trust
9/6/2016,188.1183777,219.0299988,219.1199951,217.8600006,218.6999969,56702100,SPY,SPDR S&P 500 ETF Trust
9/7/2016,188.1011963,219.0099945,219.2200012,218.3000031,218.8399963,76554900,SPY,SPDR S&P 500 ETF Trust
9/8/2016,187.6717987,218.5099945,218.9400024,218.1499939,218.6199951,74102900,SPY,SPDR S&P 500 ETF Trust
9/9/2016,183.1798859,213.2799988,217.0299988,213.25,216.9700012,221589100,SPY,SPDR S&P 500 ETF Trust
9/12/2016,185.8080292,216.3399963,216.8099976,212.3099976,212.3899994,168110900,SPY,SPDR S&P 500 ETF Trust
9/13/2016,183.1369629,213.2299957,215.1499939,212.5,214.8399963,182828800,SPY,SPDR S&P 500 ETF Trust
9/14/2016,183.0682678,213.1499939,214.6999969,212.5,213.2899933,134185500,SPY,SPDR S&P 500 ETF Trust
9/15/2016,184.8976288,215.2799988,215.7299957,212.75,212.9600067,134427900,SPY,SPDR S&P 500 ETF Trust
9/16/2016,184.1828613,213.3699951,213.6900024,212.5700073,213.4799957,155236400,SPY,SPDR S&P 500 ETF Trust
9/19/2016,184.2173615,213.4100037,214.8800049,213.0299988,214.1300049,80250500,SPY,SPDR S&P 500 ETF Trust
9/20/2016,184.2260132,213.4199982,214.5899963,213.3800049,214.4100037,69665300,SPY,SPDR S&P 500 ETF Trust
9/21/2016,186.2977295,215.8200073,216.0299988,213.4400024,214.2400055,110284400,SPY,SPDR S&P 500 ETF Trust
9/22/2016,187.4717255,217.1799927,217.5299988,216.7100067,217,76678700,SPY,SPDR S&P 500 ETF Trust
9/23/2016,186.4444885,215.9900055,216.8800049,215.8800049,216.7200012,73630900,SPY,SPDR S&P 500 ETF Trust
9/26/2016,184.9338989,214.2400055,215.2299957,214.0099945,215.0200043,89827300,SPY,SPDR S&P 500 ETF Trust
9/27/2016,186.0819092,215.5700073,215.6799927,213.6199951,214.0500031,78494800,SPY,SPDR S&P 500 ETF Trust
9/28/2016,187.0055542,216.6399994,216.8200073,214.7100067,215.8300018,87411000,SPY,SPDR S&P 500 ETF Trust
9/29/2016,185.3136597,214.6799927,216.8699951,214.0399933,216.3999939,128070600,SPY,SPDR S&P 500 ETF Trust
9/30/2016,186.7120667,216.3000031,217.1199951,215.3600006,215.6499939,117202900,SPY,SPDR S&P 500 ETF Trust
10/3/2016,186.2632141,215.7799988,216.0399933,215.0399933,215.8200073,83512100,SPY,SPDR S&P 500 ETF Trust
10/4/2016,185.3136597,214.6799927,216.1699982,213.9900055,215.9100037,119948100,SPY,SPDR S&P 500 ETF Trust
10/5/2016,186.133667,215.6300049,216.1300049,215.3300018,215.4100037,72816000,SPY,SPDR S&P 500 ETF Trust
10/6/2016,186.2632141,215.7799988,216.0399933,214.7400055,215.3699951,62927400,SPY,SPDR S&P 500 ETF Trust
10/7/2016,185.6244202,215.0399933,216.3000031,214.1900024,216.1000061,89788300,SPY,SPDR S&P 500 ETF Trust
10/10/2016,186.5912323,216.1600037,216.6999969,215.9900055,216.1600037,51855000,SPY,SPDR S&P 500 ETF Trust
10/11/2016,184.2346802,213.4299927,215.7400055,212.5800018,215.6600037,130367400,SPY,SPDR S&P 500 ETF Trust
10/12/2016,184.4763184,213.7100067,214.3200073,213.0099945,213.5899963,73866100,SPY,SPDR S&P 500 ETF Trust
10/13/2016,183.8721161,213.0099945,213.5899963,211.2100067,212.1600037,101357000,SPY,SPDR S&P 500 ETF Trust
10/14/2016,183.9670868,213.1199951,214.6900024,213.0299988,214.1499939,93346200,SPY,SPDR S&P 500 ETF Trust
10/17/2016,183.3283386,212.3800049,213.3899994,212.1699982,213.0899963,58275700,SPY,SPDR S&P 500 ETF Trust
10/18/2016,184.4763184,213.7100067,214.3099976,213.2700043,214.2400055,76869700,SPY,SPDR S&P 500 ETF Trust
10/19/2016,184.9684143,214.2799988,214.6399994,213.6000061,214.0200043,66519200,SPY,SPDR S&P 500 ETF Trust
10/20/2016,184.6231384,213.8800049,214.5299988,213.1100006,213.8699951,73639800,SPY,SPDR S&P 500 ETF Trust
10/21/2016,184.7093964,213.9799957,214.0800018,212.7599945,213.8800049,89089100,SPY,SPDR S&P 500 ETF Trust
10/24/2016,185.4949799,214.8899994,215.3200073,214.4799957,215,60146600,SPY,SPDR S&P 500 ETF Trust
10/25/2016,184.8735046,214.1699982,214.9799957,213.9799957,214.6799927,66542300,SPY,SPDR S&P 500 ETF Trust
10/26/2016,184.5022888,213.7400055,214.4199982,212.9299927,213.2100067,75705500,SPY,SPDR S&P 500 ETF Trust
