Date,Weight_PATK,Weight_TILE,Pos_PATK,Pos_TILE,Close_PATK,Close_TILE
2016-02-16,-0.49999999999999994,0.5,-1.0,1.0,13.531113624572754,15.215879440307615
2016-02-17,-0.5,0.5,-1.0,1.0,14.32682991027832,15.409181594848633
2016-02-18,-0.5,0.5,-1.0,1.0,16.22704315185547,15.666918754577637
2016-02-19,-0.5,0.5,-1.0,1.0,16.274547576904297,15.56566333770752
2016-02-22,0.4999999999999999,-0.5000000000000001,1.0,-1.0,16.519996643066406,15.869434356689451
2016-02-23,-0.5,0.5,-1.0,1.0,16.440820693969727,15.547258377075195
2016-02-24,-0.5,0.5,-1.0,1.0,17.062347412109375,16.01671600341797
2016-02-25,-0.5,0.5,-1.0,1.0,16.911911010742188,14.092866897583008
2016-02-26,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.23653221130371,14.405839920043944
2016-02-29,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.49384880065918,14.635963439941406
2016-03-01,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.351335525512695,14.774036407470703
2016-03-02,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.34737777709961,14.893704414367676
2016-03-03,0.5,-0.5,1.0,-1.0,17.062347412109375,15.179058074951172
2016-03-04,0.49999999999999994,-0.5,1.0,-1.0,17.260282516479492,15.464412689208984
2016-03-07,0.5,-0.5,1.0,-1.0,17.153398513793945,15.574870109558104
2016-03-08,-0.5,0.5,-1.0,1.0,17.09797477722168,15.050189018249512
2016-03-09,0.5,-0.5,1.0,-1.0,17.410717010498047,15.52108097076416
2016-03-10,-0.5,0.5,-1.0,1.0,17.264240264892578,15.27178955078125
2016-03-11,0.49999999999999994,-0.5000000000000001,1.0,-1.0,16.947540283203125,15.502612113952637
2016-03-14,-0.5,0.5,-1.0,1.0,17.71158218383789,15.17021942138672
2016-03-15,0.49999999999999994,-0.5,1.0,-1.0,16.773353576660156,15.151751518249512
2016-03-16,-0.5,0.5,-1.0,1.0,17.2761173248291,15.54878044128418
2016-03-17,0.5000000000000001,-0.5,1.0,-1.0,17.822433471679688,16.241281509399414
2016-03-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,18.0955867767334,16.94300079345703
2016-03-21,-0.5,0.5,-1.0,1.0,17.66012191772461,16.527498245239258
2016-03-22,-0.5,0.5,-1.0,1.0,17.85805892944336,16.5090389251709
2016-03-23,0.5,-0.5,1.0,-1.0,17.45030975341797,16.241281509399414
2016-03-24,-0.5,0.49999999999999994,-1.0,1.0,17.85805892944336,16.481342315673828
2016-03-28,-0.5000000000000001,0.5,-1.0,1.0,18.39249420166016,16.490571975708008
2016-03-29,0.5,-0.5000000000000001,1.0,-1.0,18.768585205078125,16.998401641845703
2016-03-30,-0.5000000000000001,0.5,-1.0,1.0,19.21592330932617,17.16459846496582
2016-03-31,0.5000000000000001,-0.5,1.0,-1.0,17.968900680541992,17.118436813354492
2016-04-01,-0.5,0.5,-1.0,1.0,18.17872810363769,16.841434478759766
2016-04-04,-0.5,0.5,-1.0,1.0,17.960987091064453,16.619836807250977
2016-04-05,-0.5,0.5,-1.0,1.0,18.230188369750977,16.49981117248535
2016-04-06,0.5,-0.5000000000000001,1.0,-1.0,18.46375274658203,17.063032150268555
2016-04-07,-0.5,0.5,-1.0,1.0,18.052038192749023,16.6383056640625
2016-04-08,-0.5,0.5,-1.0,1.0,18.10350608825684,16.33361053466797
2016-04-11,-0.5,0.5,-1.0,1.0,18.17872810363769,16.22281265258789
2016-04-12,-0.5,0.5000000000000001,-1.0,1.0,18.344995498657227,16.268980026245117
2016-04-13,0.5,-0.5,1.0,-1.0,18.990264892578125,16.924537658691406
2016-04-14,-0.5000000000000001,0.49999999999999994,-1.0,1.0,18.732946395874023,16.69370460510254
2016-04-15,-0.49999999999999994,0.5000000000000001,-1.0,1.0,18.89525985717773,16.721406936645508
2016-04-18,0.5,-0.5,1.0,-1.0,18.835880279541016,16.721406936645508
2016-04-19,-0.49999999999999994,0.5,-1.0,1.0,18.7131576538086,16.610605239868164
2016-04-20,-0.5,0.49999999999999994,-1.0,1.0,18.784412384033203,16.49981117248535
2016-04-21,-0.5,0.5,-1.0,1.0,19.29509735107422,16.51827621459961
2016-04-22,0.5,-0.5,1.0,-1.0,19.59992790222168,16.896839141845703
2016-04-25,0.5,-0.5,1.0,-1.0,18.95068359375,16.69370460510254
2016-04-26,0.5000000000000001,-0.5,1.0,-1.0,18.835880279541016,17.063032150268555
2016-04-27,-0.5,0.5,-1.0,1.0,19.398027420043945,16.08431053161621
2016-04-28,0.5,-0.5000000000000001,1.0,-1.0,18.51521682739257,16.17664337158203
2016-04-29,-0.5,0.5,-1.0,1.0,18.1510066986084,15.714977264404297
2016-05-02,0.4999999999999999,-0.5000000000000001,1.0,-1.0,18.16684913635254,15.761148452758787
2016-05-03,-0.5000000000000001,0.49999999999999994,-1.0,1.0,18.032245635986328,15.48414707183838
2016-05-04,0.4999999999999999,-0.5000000000000001,1.0,-1.0,17.608657836914062,15.391810417175291
2016-05-05,-0.5,0.5,-1.0,1.0,17.937236785888672,15.050189971923828
2016-05-06,0.5,-0.5,1.0,-1.0,18.13517189025879,15.281018257141112
2016-05-09,-0.5,0.5,-1.0,1.0,18.499380111694336,15.225619316101074
2016-05-10,0.5,-0.5,1.0,-1.0,18.519176483154297,15.27178955078125
2016-05-11,-0.5000000000000001,0.5,-1.0,1.0,18.52313804626465,15.114346504211426
2016-05-12,-0.5,0.5,-1.0,1.0,18.772539138793945,15.197691917419434
2016-05-13,-0.5,0.5000000000000001,-1.0,1.0,19.24759292602539,15.05877685546875
2016-05-16,-0.5,0.5,-1.0,1.0,19.67118263244629,15.14212703704834
2016-05-17,-0.5,0.5,-1.0,1.0,19.16841697692871,15.123605728149414
2016-05-18,-0.5,0.5,-1.0,1.0,19.667224884033203,15.14212703704834
2016-05-19,-0.5,0.5,-1.0,1.0,19.271345138549805,15.132869720458984
2016-05-20,-0.5,0.5,-1.0,1.0,20.16603279113769,15.336612701416016
2016-05-23,-0.5,0.5,-1.0,1.0,20.00371551513672,15.114346504211426
2016-05-24,-0.5,0.5,-1.0,1.0,20.96174430847168,15.281048774719238
2016-05-25,-0.5,0.5,-1.0,1.0,20.839019775390625,15.438483238220217
2016-05-26,-0.5,0.5,-1.0,1.0,20.85486221313477,15.53110122680664
2016-05-27,-0.5,0.49999999999999994,-1.0,1.0,21.131969451904297,15.697802543640137
2016-05-31,-0.5,0.49999999999999994,-1.0,1.0,21.151763916015625,15.707060813903809
2016-06-01,-0.5000000000000001,0.5,-1.0,1.0,21.318035125732425,15.808935165405272
2016-06-02,-0.4999999999999997,0.5000000000000003,-1.0,1.0,21.20322799682617,15.836722373962402
2016-06-03,-0.49999999999999994,0.5,-1.0,1.0,21.24281883239746,15.818198204040527
2016-06-06,-0.5,0.5,-1.0,1.0,21.080509185791016,15.984903335571287
2016-06-07,-0.5,0.5,-1.0,1.0,21.02113151550293,15.892289161682127
2016-06-08,-0.5000000000000001,0.49999999999999983,-1.0,1.0,21.13593292236328,16.1423397064209
2016-06-09,-0.49999999999999994,0.5000000000000001,-1.0,1.0,20.89444732666016,16.12381935119629
2016-06-10,-0.5,0.5,-1.0,1.0,20.427309036254883,15.929340362548828
2016-06-13,-0.5,0.5,-1.0,1.0,20.419395446777344,15.975641250610352
2016-06-14,-0.5,0.5,-1.0,1.0,20.379806518554688,15.5496187210083
2016-06-15,-0.5,0.5,-1.0,1.0,21.12405586242676,15.753372192382812
2016-06-16,-0.5,0.5,-1.0,1.0,21.48826026916504,15.836722373962402
2016-06-17,0.5000000000000002,-0.49999999999999983,1.0,-1.0,21.36158561706543,15.85524845123291
2016-06-20,-0.5000000000000001,0.49999999999999994,-1.0,1.0,22.00686264038086,15.966379165649414
2016-06-21,0.4999999999999998,-0.5000000000000002,1.0,-1.0,22.05436897277832,16.040464401245117
2016-06-22,-0.5000000000000001,0.5,-1.0,1.0,22.224594116210938,15.873766899108888
2016-06-23,-0.5000000000000001,0.49999999999999994,-1.0,1.0,23.00843811035156,15.929340362548828
2016-06-24,-0.5,0.5,-1.0,1.0,22.39086532592773,14.521623611450195
2016-06-27,-0.5,0.5,-1.0,1.0,22.323564529418945,13.75294303894043
2016-06-28,-0.5,0.5,-1.0,1.0,22.814453125,13.586241722106934
2016-06-29,0.5,-0.5,1.0,-1.0,23.16678237915039,13.901119232177734
2016-06-30,-0.5,0.5,-1.0,1.0,23.86749267578125,14.123391151428224
2016-07-01,-0.5,0.5,-1.0,1.0,24.346498489379883,14.280835151672363
2016-07-05,0.5,-0.5,1.0,-1.0,23.9743766784668,14.16043758392334
2016-07-06,-0.5,0.5,-1.0,1.0,24.70279693603516,14.067822456359863
2016-07-07,-0.5,0.5,-1.0,1.0,25.23722648620605,14.104867935180664
2016-07-08,0.5,-0.5,1.0,-1.0,25.700403213500977,14.410490036010742
2016-07-11,0.5,-0.5,1.0,-1.0,26.08836555480957,14.66054344177246
2016-07-12,0.5,-0.5,1.0,-1.0,26.329849243164062,14.984685897827148
2016-07-13,0.5,-0.5,1.0,-1.0,25.70831871032715,14.892071723937988
2016-07-14,-0.5,0.5,-1.0,1.0,25.74395179748535,14.604974746704102
2016-07-15,0.5,-0.5,1.0,-1.0,25.732074737548828,14.604974746704102
2016-07-18,0.5,-0.5,1.0,-1.0,25.91813850402832,14.753156661987305
2016-07-19,0.5,-0.5,1.0,-1.0,25.629150390625,14.604974746704102
2016-07-20,0.5,-0.5,1.0,-1.0,25.5380859375,14.679065704345703
2016-07-21,-0.5,0.5,-1.0,1.0,25.28473472595215,14.51236629486084
2016-07-22,0.5,-0.5,1.0,-1.0,25.41536903381348,14.836508750915527
2016-07-25,0.5000000000000001,-0.49999999999999994,1.0,-1.0,25.288694381713867,14.929121017456056
2016-07-26,0.5,-0.5,1.0,-1.0,25.29660987854004,15.040252685546877
2016-07-27,0.5,-0.5,1.0,-1.0,25.775623321533203,15.345877647399902
2016-07-28,0.5000000000000001,-0.5,1.0,-1.0,26.28630256652832,16.4942684173584
2016-07-29,0.5,-0.5000000000000001,1.0,-1.0,25.557891845703125,16.540573120117188
2016-08-01,-0.5,0.5000000000000001,-1.0,1.0,26.29818153381348,16.058990478515625
2016-08-02,0.5,-0.5,1.0,-1.0,25.18180656433105,15.707060813903809
2016-08-03,0.5,-0.5,1.0,-1.0,25.011579513549805,15.73485279083252
2016-08-04,-0.5,0.5,-1.0,1.0,25.118467330932617,15.707060813903809
2016-08-05,0.5000000000000001,-0.49999999999999994,1.0,-1.0,25.18972969055176,15.975641250610352
2016-08-08,0.5,-0.5,1.0,-1.0,24.70279693603516,15.864508628845217
2016-08-09,-0.49999999999999994,0.5000000000000001,-1.0,1.0,24.54048156738281,15.725581169128418
2016-08-10,-0.5,0.5,-1.0,1.0,24.39401054382324,15.58617115020752
2016-08-11,-0.5,0.5,-1.0,1.0,24.453393936157227,15.539709091186523
2016-08-12,0.5,-0.5,1.0,-1.0,24.287118911743164,15.47464370727539
2016-08-15,0.5,-0.5,1.0,-1.0,24.26732635498047,15.521114349365234
2016-08-16,0.5,-0.5,1.0,-1.0,23.56662368774414,15.390998840332031
2016-08-17,-0.5,0.5,-1.0,1.0,24.975950241088867,15.45605182647705
2016-08-18,-0.5,0.5,-1.0,1.0,25.763748168945312,15.89288330078125
2016-08-19,-0.5,0.5,-1.0,1.0,25.78353881835937,15.883590698242188
2016-08-22,0.5,-0.5,1.0,-1.0,25.660818099975582,15.818530082702637
2016-08-23,0.5,-0.5,1.0,-1.0,25.71624183654785,15.939348220825195
2016-08-24,0.5000000000000001,-0.49999999999999994,1.0,-1.0,25.518308639526367,16.153106689453125
2016-08-25,-0.5000000000000001,0.49999999999999994,-1.0,1.0,25.47871208190918,16.162410736083984
2016-08-26,-0.5000000000000002,0.49999999999999983,-1.0,1.0,25.039291381835938,16.088054656982422
2016-08-29,-0.5000000000000004,0.4999999999999996,-1.0,1.0,25.51434326171875,16.422639846801758
2016-08-30,0.5000000000000002,-0.4999999999999998,1.0,-1.0,25.494543075561523,16.53417205810547
2016-08-31,-0.5,0.5,-1.0,1.0,25.34807586669922,16.431934356689453
2016-09-01,-0.5,0.5,-1.0,1.0,25.557891845703125,16.422639846801758
2016-09-02,-0.5,0.5,-1.0,1.0,26.171497344970703,16.53417205810547
2016-09-06,-0.49999999999999994,0.5,-1.0,1.0,26.41694068908692,16.45052719116211
2016-09-07,0.4999999999999997,-0.5000000000000003,1.0,-1.0,25.96564483642578,16.580638885498047
2016-09-08,0.5,-0.5,1.0,-1.0,25.629150390625,16.431934356689453
2016-09-09,-0.5,0.5,-1.0,1.0,24.99574089050293,15.79993724822998
2016-09-12,0.5,-0.5,1.0,-1.0,24.774049758911133,15.985825538635254
2016-09-13,0.4999999999999999,-0.5000000000000002,1.0,-1.0,23.78039932250977,15.70699405670166
2016-09-14,-0.5,0.5,-1.0,1.0,23.9743766784668,15.5582914352417
2016-09-15,0.5,-0.49999999999999994,1.0,-1.0,23.9743766784668,15.911471366882324
2016-09-16,0.49999999999999994,-0.5000000000000001,1.0,-1.0,23.58641624450684,15.78135108947754
2016-09-19,0.5000000000000001,-0.49999999999999994,1.0,-1.0,23.53890991210937,15.772051811218262
2016-09-20,-0.5,0.5,-1.0,1.0,23.49932289123535,15.019237518310549
2016-09-21,-0.5,0.5,-1.0,1.0,23.77247810363769,15.000646591186523
2016-09-22,-0.5,0.5,-1.0,1.0,24.40192604064941,15.205117225646973
2016-09-23,0.5,-0.5,1.0,-1.0,24.41379737854004,15.270172119140623
2016-09-26,-0.5000000000000001,0.49999999999999994,-1.0,1.0,24.31879234313965,15.186528205871582
2016-09-27,-0.5,0.5,-1.0,1.0,25.36786842346192,15.335234642028809
2016-09-28,-0.5000000000000001,0.49999999999999994,-1.0,1.0,25.672691345214844,15.465350151062012
2016-09-29,0.5000000000000001,-0.49999999999999994,1.0,-1.0,25.05908203125,15.400293350219728
2016-09-30,0.5,-0.5,1.0,-1.0,24.512773513793945,15.511821746826172
2016-10-03,-0.49999999999999994,0.5000000000000001,-1.0,1.0,24.908647537231445,15.400293350219728
2016-10-04,0.5000000000000001,-0.49999999999999994,1.0,-1.0,24.904691696166992,15.400293350219728
2016-10-05,0.5000000000000001,-0.49999999999999994,1.0,-1.0,24.746335983276367,15.502528190612791
2016-10-06,-0.5,0.5,-1.0,1.0,25.46287727355957,15.70699405670166
2016-10-07,0.5,-0.49999999999999994,1.0,-1.0,24.69091796875,15.6605224609375
2016-10-10,-0.5,0.5,-1.0,1.0,25.66873359680176,15.614060401916504
2016-10-11,0.5,-0.5,1.0,-1.0,24.93636131286621,15.47464370727539
2016-10-12,-0.5000000000000001,0.49999999999999994,-1.0,1.0,25.20159912109375,15.521114349365234
2016-10-13,0.4999999999999999,-0.5000000000000002,1.0,-1.0,24.766132354736328,15.381702423095703
2016-10-14,0.5000000000000001,-0.49999999999999983,1.0,-1.0,24.59590530395508,15.335234642028809
2016-10-17,-0.5,0.5,-1.0,1.0,24.821552276611328,15.381702423095703
2016-10-18,-0.5,0.5,-1.0,1.0,24.72258186340332,15.056413650512695
2016-10-19,-0.5,0.5,-1.0,1.0,24.623619079589844,15.381702423095703
2016-10-20,-0.5,0.5,-1.0,1.0,24.247529983520508,15.195820808410645
2016-10-21,-0.49999999999999994,0.5000000000000001,-1.0,1.0,24.20795249938965,15.1493501663208
2016-10-24,-0.5,0.5,-1.0,1.0,24.663206100463867,15.381702423095703
2016-10-25,-0.5,0.5,-1.0,1.0,23.653715133666992,14.684649467468262
2016-10-26,0.5000000000000001,-0.49999999999999994,1.0,-1.0,23.15886878967285,14.638176918029783
2016-10-27,-0.5,0.5,-1.0,1.0,22.32752227783203,13.987592697143556
2016-10-28,0.5,-0.5,1.0,-1.0,22.40669822692871,14.21994686126709
2016-10-31,0.5,-0.5,1.0,-1.0,22.7036075592041,14.731121063232422
2016-11-01,0.5,-0.5,1.0,-1.0,21.911848068237305,14.359356880187988
2016-11-02,0.5,-0.5,1.0,-1.0,21.911848068237305,14.452293395996094
2016-11-03,-0.5,0.5,-1.0,1.0,21.713916778564453,14.2664155960083
2016-11-04,0.5,-0.5,1.0,-1.0,21.971237182617188,14.684649467468262
2016-11-07,0.5,-0.5,1.0,-1.0,22.525463104248047,15.102880477905272
2016-11-08,0.49999999999999994,-0.5000000000000001,1.0,-1.0,22.8421688079834,15.112213134765623
2016-11-09,0.5,-0.5,1.0,-1.0,23.11928367614746,15.531996726989746
2016-11-10,0.5000000000000001,-0.49999999999999994,1.0,-1.0,23.752683639526367,15.811845779418944
2016-11-11,0.5,-0.5,1.0,-1.0,24.22774124145508,16.23163604736328
2016-11-14,0.5,-0.5,1.0,-1.0,24.48506164550781,16.511489868164062
2016-11-15,0.5,-0.5,1.0,-1.0,24.74238014221192,16.558130264282227
2016-11-16,-0.5,0.5,-1.0,1.0,25.672691345214844,16.464845657348633
2016-11-17,-0.5,0.5,-1.0,1.0,26.741567611694336,16.791345596313477
2016-11-18,0.5,-0.5,1.0,-1.0,26.504037857055664,17.16448402404785
2016-11-21,-0.5,0.5,-1.0,1.0,26.860328674316406,17.071205139160156
2016-11-22,-0.5000000000000001,0.49999999999999994,-1.0,1.0,27.335384368896484,16.97791290283203
2016-11-23,-0.5,0.5,-1.0,1.0,27.4343490600586,16.83798599243164
2016-11-25,-0.5,0.5,-1.0,1.0,27.671884536743164,16.88463020324707
2016-11-28,0.49999999999999994,-0.5000000000000001,1.0,-1.0,26.97909545898437,16.65141487121582
2016-11-29,-0.5,0.5,-1.0,1.0,28.46364021301269,16.604772567749023
2016-11-30,-0.5,0.5,-1.0,1.0,28.245906829833984,16.23163604736328
2016-12-01,0.5000000000000001,-0.4999999999999999,1.0,-1.0,27.632287979125977,16.23163604736328
2016-12-02,-0.49999999999999994,0.5000000000000001,-1.0,1.0,27.45414352416992,15.858492851257324
2016-12-05,-0.49999999999999994,0.5000000000000001,-1.0,1.0,28.00837516784668,15.998420715332031
2016-12-06,-0.5,0.5,-1.0,1.0,28.562599182128903,16.278282165527344
2016-12-07,-0.5,0.5,-1.0,1.0,29.11682891845703,16.511489868164062
2016-12-08,0.5,-0.5,1.0,-1.0,29.552291870117188,16.83798599243164
2016-12-09,0.5,-0.5,1.0,-1.0,29.57208633422852,16.88463020324707
2016-12-12,0.5,-0.5,1.0,-1.0,29.37415313720703,17.071205139160156
2016-12-13,0.5,-0.5,1.0,-1.0,28.95848655700684,17.117841720581055
2016-12-14,-0.5,0.5,-1.0,1.0,28.68136978149414,16.931272506713867
2016-12-15,0.5000000000000001,-0.49999999999999994,1.0,-1.0,29.037656784057617,17.490983963012695
2016-12-16,-0.5,0.5,-1.0,1.0,29.29497718811035,17.537626266479492
2016-12-19,-0.49999999999999983,0.5000000000000001,-1.0,1.0,29.453332901000977,16.931272506713867
2016-12-20,-0.5,0.5,-1.0,1.0,30.38364028930664,17.304420471191406
2016-12-21,-0.4999999999999999,0.5000000000000001,-1.0,1.0,30.898283004760746,17.44434356689453
2016-12-22,-0.49999999999999994,0.5000000000000001,-1.0,1.0,30.522193908691406,17.211130142211914
2016-12-23,-0.5,0.5,-1.0,1.0,30.700347900390625,17.257776260375977
2016-12-27,0.5,-0.5,1.0,-1.0,30.858699798583984,17.490983963012695
2016-12-28,0.5000000000000001,-0.5,1.0,-1.0,30.482608795166016,17.304420471191406
2016-12-29,0.5,-0.49999999999999994,1.0,-1.0,30.561786651611328,17.584264755249023
2016-12-30,-0.49999999999999983,0.5000000000000002,-1.0,1.0,30.20549964904785,17.304420471191406
2017-01-03,-0.5,0.5,-1.0,1.0,30.66075134277344,17.537626266479492
2017-01-04,-0.5,0.5,-1.0,1.0,31.69005012512207,17.910768508911133
2017-01-05,-0.5000000000000001,0.4999999999999999,-1.0,1.0,31.531694412231445,17.257776260375977
2017-01-06,-0.4999999999999999,0.5000000000000001,-1.0,1.0,31.769216537475582,17.071205139160156
2017-01-09,-0.5000000000000001,0.49999999999999994,-1.0,1.0,31.729631423950195,17.02455711364746
2017-01-10,0.5,-0.5,1.0,-1.0,31.78901672363281,17.16448402404785
2017-01-11,-0.5000000000000001,0.49999999999999994,-1.0,1.0,31.84839057922364,17.16448402404785
2017-01-12,-0.49999999999999994,0.5000000000000001,-1.0,1.0,31.828588485717773,17.071205139160156
2017-01-13,0.5000000000000001,-0.5,1.0,-1.0,32.204689025878906,17.677553176879883
2017-01-17,-0.5,0.5,-1.0,1.0,31.9671630859375,17.397705078125
2017-01-18,0.49999999999999994,-0.5000000000000001,1.0,-1.0,32.145294189453125,17.584264755249023
2017-01-19,-0.5000000000000001,0.49999999999999994,-1.0,1.0,31.03684425354004,16.97791290283203
2017-01-20,0.5,-0.5,1.0,-1.0,30.957666397094727,17.02455711364746
2017-01-23,-0.49999999999999994,0.5,-1.0,1.0,30.97745513916016,16.88463020324707
2017-01-24,-0.49999999999999994,0.5000000000000001,-1.0,1.0,31.98694610595703,17.071205139160156
2017-01-25,-0.5,0.5,-1.0,1.0,32.81829833984375,17.257776260375977
2017-01-26,-0.5,0.5,-1.0,1.0,32.956844329833984,16.88463020324707
2017-01-27,0.49999999999999994,-0.5,1.0,-1.0,33.016231536865234,17.16448402404785
2017-01-30,-0.5,0.5,-1.0,1.0,32.28386306762695,16.698055267333984
2017-01-31,0.49999999999999994,-0.5,1.0,-1.0,32.36302947998047,16.97791290283203
2017-02-01,-0.5,0.5,-1.0,1.0,32.48179626464844,16.558130264282227
2017-02-02,-0.49999999999999994,0.5000000000000001,-1.0,1.0,32.145294189453125,16.091707229614258
2017-02-03,0.5,-0.5,1.0,-1.0,32.145294189453125,16.604772567749023
2017-02-06,-0.5,0.49999999999999994,-1.0,1.0,32.066123962402344,16.091707229614258
2017-02-07,0.5,-0.5,1.0,-1.0,32.145294189453125,16.184995651245117
2017-02-08,0.5000000000000001,-0.49999999999999994,1.0,-1.0,32.462005615234375,16.464845657348633
2017-02-09,-0.5,0.5,-1.0,1.0,33.82779312133789,16.558130264282227
2017-02-10,0.5,-0.5,1.0,-1.0,33.154788970947266,16.791345596313477
2017-02-13,-0.5,0.5,-1.0,1.0,32.77870559692383,16.558130264282227
2017-02-14,0.5,-0.5,1.0,-1.0,32.956844329833984,16.744705200195312
