Date,Close,High,Low,Open,Volume,Symbol,Security Name
,MTCH,MTCH,MTCH,MTCH,MTCH,,
2015-11-09,17.59950065612793,17.78006193710866,17.310068387942106,17.586223230615698,5343001,MTCH,"Match Group, Inc. - Common Stock"
2015-11-10,17.527803421020508,17.631360580153324,17.259614021405625,17.485317795969255,1822791,MTCH,"Match Group, Inc. - Common Stock"
2015-11-11,17.34193229675293,17.631362771227526,17.318034351396,17.543736380374096,1894582,MTCH,"Match Group, Inc. - Common Stock"
2015-11-12,17.32334327697754,17.57559836206719,17.012670011275492,17.16667819231613,6676913,MTCH,"Match Group, Inc. - Common Stock"
2015-11-13,17.25961685180664,17.54904733777695,17.21713299342231,17.286169928409645,5058289,MTCH,"Match Group, Inc. - Common Stock"
2015-11-16,17.19057846069336,17.365829460882235,16.94097672395298,17.25961538983293,5910676,MTCH,"Match Group, Inc. - Common Stock"
2015-11-17,16.598438262939453,17.299443959161493,16.431152671620143,17.22775013431036,6066865,MTCH,"Match Group, Inc. - Common Stock"
2015-11-18,16.516124725341797,16.7763469940028,16.088618612863787,16.69668776738031,9915913,MTCH,"Match Group, Inc. - Common Stock"
2015-11-19,13.70665168762207,13.846136465646348,11.74457361406975,12.553582134069531,26921600,MTCH,"Match Group, Inc. - Common Stock"
2015-11-20,14.134404182434082,15.036402603703602,13.362591383732605,14.208795713382392,7389600,MTCH,"Match Group, Inc. - Common Stock"
2015-11-23,13.362590789794922,14.859721392106776,13.074323841887297,14.841123953604814,3233500,MTCH,"Match Group, Inc. - Common Stock"
2015-11-24,13.223108291625977,14.04141606879783,12.665170888657922,13.288200663472661,2253200,MTCH,"Match Group, Inc. - Common Stock"
2015-11-25,13.399786949157715,13.613663262553843,13.065025064888067,13.065025064888067,1109800,MTCH,"Match Group, Inc. - Common Stock"
2015-11-27,13.59506607055664,13.762447470060087,13.316097366989917,13.576468629954626,507200,MTCH,"Match Group, Inc. - Common Stock"
