Date,Close,High,Low,Open,Volume,Symbol,Security Name
,CLAR,CLAR,CLAR,CLAR,CLAR,,
2015-11-09,4.761057376861572,4.963655759705836,4.751848659458172,4.834729316078594,284668,CLAR,Clarus Corporation - Common Stock
2015-11-10,3.674393653869629,4.208515434234553,3.499422118925429,4.07958989690311,2653697,CLAR,Clarus Corporation - Common Stock
2015-11-11,3.7020204067230225,3.7480653064092557,3.6283489192233658,3.692811690784513,956209,CLAR,Clarus Corporation - Common Stock
2015-11-12,3.8954081535339355,3.932243879431739,3.7020186125808987,3.7020186125808987,774446,CLAR,Clarus Corporation - Common Stock
2015-11-13,3.79410982131958,3.913827516358102,3.766483236307879,3.913827516358102,415730,CLAR,Clarus Corporation - Common Stock
2015-11-16,3.7756927013397217,3.82173848549888,3.702020766678881,3.7388569540082703,437273,CLAR,Clarus Corporation - Common Stock
2015-11-17,3.674393653869629,3.821737942244474,3.674393653869629,3.821737942244474,435870,CLAR,Clarus Corporation - Common Stock
2015-11-18,3.8862006664276123,3.9046185372644486,3.70202019806777,3.70202019806777,429257,CLAR,Clarus Corporation - Common Stock
2015-11-19,3.9598727226257324,4.236142554438551,3.94145485117098,4.033544208444741,523846,CLAR,Clarus Corporation - Common Stock
2015-11-20,4.236143112182617,4.27298017993586,3.959873243995229,3.978291117874937,377954,CLAR,Clarus Corporation - Common Stock
2015-11-23,4.236143112182617,4.33744295851381,4.199307364423202,4.199307364423202,268736,CLAR,Clarus Corporation - Common Stock
2015-11-24,4.4019060134887695,4.466368796114356,4.199307628098999,4.30060704079287,422143,CLAR,Clarus Corporation - Common Stock
2015-11-25,4.540041923522949,4.576878119656315,4.392697578987529,4.411115457055191,409117,CLAR,Clarus Corporation - Common Stock
2015-11-27,4.503204822540283,4.6413395267919455,4.466368197409849,4.549249723957504,258616,CLAR,Clarus Corporation - Common Stock
2015-11-30,4.484786033630371,4.567667559506317,4.447950288794293,4.512413942252199,592483,CLAR,Clarus Corporation - Common Stock
2015-12-01,4.457159996032715,4.512414945566231,4.429532961263963,4.475577872545881,124649,CLAR,Clarus Corporation - Common Stock
2015-12-02,4.438739776611328,4.493993376986217,4.420321909819698,4.466366796797659,117434,CLAR,Clarus Corporation - Common Stock
2015-12-03,4.383487224578857,4.466368313278747,4.32823360544352,4.438741283712117,160420,CLAR,Clarus Corporation - Common Stock
2015-12-04,4.282188892364502,4.355860827803646,4.254560981579195,4.355860827803646,188777,CLAR,Clarus Corporation - Common Stock
2015-12-07,4.190098285675049,4.300606851009304,4.107217631670771,4.245352348343201,226051,CLAR,Clarus Corporation - Common Stock
2015-12-08,4.0703816413879395,4.208515909855365,4.024335858570307,4.144053133904452,266432,CLAR,Clarus Corporation - Common Stock
2015-12-09,4.199306488037109,4.226933513089943,4.01512602768632,4.01512602768632,277955,CLAR,Clarus Corporation - Common Stock
2015-12-10,4.226933479309082,4.3650686034692985,4.144052404812952,4.162470714699546,365730,CLAR,Clarus Corporation - Common Stock
2015-12-11,4.061172962188721,4.226934719830935,3.996709298664678,4.153262778656842,153206,CLAR,Clarus Corporation - Common Stock
2015-12-14,3.932245969772339,4.134844329900143,3.9230368134035567,4.015126617099718,246893,CLAR,Clarus Corporation - Common Stock
2015-12-15,4.125635147094727,4.134844303404497,3.941455100884693,3.941455100884693,264929,CLAR,Clarus Corporation - Common Stock
2015-12-16,4.263769149780273,4.3282327933376665,4.079589573890899,4.134843622656847,227454,CLAR,Clarus Corporation - Common Stock
2015-12-17,4.134843826293945,4.291397265506133,4.125634671046798,4.272979395009701,151502,CLAR,Clarus Corporation - Common Stock
2015-12-18,4.116427421569824,4.180890211260096,4.061173350407866,4.1256361400981385,138276,CLAR,Clarus Corporation - Common Stock
2015-12-21,4.088798999786377,4.199306664647484,4.042754102761093,4.1624709230264045,177154,CLAR,Clarus Corporation - Common Stock
2015-12-22,4.144052982330322,4.217724912150113,4.06117233628175,4.06117233628175,208216,CLAR,Clarus Corporation - Common Stock
2015-12-23,4.162471294403076,4.2637698128978565,4.116426393269656,4.1348442657234425,160721,CLAR,Clarus Corporation - Common Stock
