Date,Close,High,Low,Open,Volume,Symbol,Security Name
,MEOH,MEOH,MEOH,MEOH,MEOH,,
2015-11-09,32.920291900634766,33.915688605905295,32.302186187644644,33.63473146363705,642200,MEOH,Methanex Corporation - Common Stock
2015-11-10,32.63129425048828,33.137016882262195,32.08543227716249,32.735647964358044,614600,MEOH,Methanex Corporation - Common Stock
2015-11-11,32.33427429199219,33.07279458468807,32.28611198873469,32.759727364708816,744600,MEOH,Methanex Corporation - Common Stock
2015-11-12,31.218481063842773,31.948972538524988,31.106098231153588,31.684070584643703,694800,MEOH,Methanex Corporation - Common Stock
2015-11-13,31.033845901489258,31.531542522988023,30.60036671718294,31.435214836098382,881500,MEOH,Methanex Corporation - Common Stock
2015-11-16,31.61182403564453,31.643931229120465,30.207032502838572,30.8411932103742,1082600,MEOH,Methanex Corporation - Common Stock
2015-11-17,31.579700469970703,31.973043280742054,31.138195358183307,31.659973013131598,547400,MEOH,Methanex Corporation - Common Stock
2015-11-18,31.836584091186523,32.390472124130056,31.26664093323278,31.756311528337427,702900,MEOH,Methanex Corporation - Common Stock
2015-11-19,30.67262077331543,31.884756968061236,30.640510515740097,31.692098484811947,995200,MEOH,Methanex Corporation - Common Stock
2015-11-20,29.645116806030273,31.001743025277747,29.52470487212786,30.865279024910848,799600,MEOH,Methanex Corporation - Common Stock
2015-11-23,30.05449867248535,30.640496831614698,29.41230911879575,29.47652960526538,633800,MEOH,Methanex Corporation - Common Stock
2015-11-24,31.12215232849121,31.379028241047354,29.934100467368456,29.99029188185246,831900,MEOH,Methanex Corporation - Common Stock
2015-11-25,31.708148956298828,31.73223011484193,30.73683677383189,30.913437040151713,586600,MEOH,Methanex Corporation - Common Stock
2015-11-27,30.295333862304688,31.63590486992344,30.215058223936726,31.63590486992344,272900,MEOH,Methanex Corporation - Common Stock
2015-11-30,31.483375549316406,31.78841368967096,30.809075716519676,30.81710174665469,724300,MEOH,Methanex Corporation - Common Stock
2015-12-01,32.896202087402344,33.03266913649056,31.571686256336022,31.684069083701388,1056900,MEOH,Methanex Corporation - Common Stock
2015-12-02,32.005157470703125,33.30559500259042,31.716171352505945,32.454691772587836,1278200,MEOH,Methanex Corporation - Common Stock
2015-12-03,32.39850616455078,32.72762862200781,31.69209586725187,32.14163024956981,1189500,MEOH,Methanex Corporation - Common Stock
2015-12-04,32.101497650146484,32.229935622393164,30.58432008384139,31.90883916067506,1047100,MEOH,Methanex Corporation - Common Stock
2015-12-07,30.744863510131836,31.555630571278403,30.608399525659,31.45127377819767,1732400,MEOH,Methanex Corporation - Common Stock
2015-12-08,28.689851760864258,30.76091379657801,28.569439859933595,30.76091379657801,1786600,MEOH,Methanex Corporation - Common Stock
2015-12-09,29.540760040283203,29.70933429820977,28.721966850379253,28.99489791368057,827600,MEOH,Methanex Corporation - Common Stock
