Date,Close,High,Low,Open,Volume,Symbol,Security Name
,PCTY,PCTY,PCTY,PCTY,PCTY,,
2015-11-09,43.31999969482422,44.619998931884766,43.22999954223633,43.290000915527344,567100,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-10,43.70000076293945,43.900001525878906,42.900001525878906,43.0,281600,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-11,43.540000915527344,43.81999969482422,43.27000045776367,43.81999969482422,180500,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-12,43.47999954223633,44.130001068115234,43.119998931884766,43.38999938964844,165800,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-13,42.7400016784668,43.16999816894531,42.599998474121094,43.119998931884766,269000,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-16,42.95000076293945,43.400001525878906,42.29999923706055,43.0,207300,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-17,43.040000915527344,43.5,42.42499923706055,43.0,268400,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-18,43.439998626708984,43.54199981689453,41.880001068115234,43.15999984741211,295200,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-19,46.22999954223633,46.279998779296875,43.04999923706055,43.20000076293945,599800,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-20,44.459999084472656,46.900001525878906,43.720001220703125,46.56999969482422,239000,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-23,43.90999984741211,44.720001220703125,43.459999084472656,44.11000061035156,262500,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-24,43.72999954223633,43.82400131225586,42.27000045776367,42.90999984741211,256600,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-25,43.939998626708984,44.31999969482422,43.5,43.880001068115234,220700,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-27,44.02000045776367,44.619998931884766,43.869998931884766,44.0099983215332,60400,PCTY,Paylocity Holding Corporation - Common Stock
2015-11-30,43.939998626708984,44.689998626708984,43.22999954223633,44.15999984741211,246900,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-01,44.75,44.79999923706055,43.68000030517578,44.20000076293945,114200,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-02,43.720001220703125,45.150001525878906,43.540000915527344,44.65999984741211,202700,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-03,42.66999816894531,44.08000183105469,42.400001525878906,43.689998626708984,172500,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-04,42.79999923706055,43.08000183105469,42.439998626708984,42.54999923706055,305600,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-07,41.18000030517578,42.90999984741211,40.790000915527344,42.79999923706055,201200,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-08,42.04999923706055,42.36000061035156,40.540000915527344,40.79999923706055,168000,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-09,40.939998626708984,42.52799987792969,40.20000076293945,41.709999084472656,190700,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-10,41.599998474121094,41.7400016784668,40.5,40.95000076293945,123100,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-11,40.59000015258789,41.78900146484375,40.52000045776367,40.90999984741211,163900,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-14,39.27000045776367,40.7400016784668,39.060001373291016,40.7400016784668,193900,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-15,40.65999984741211,40.84000015258789,38.83000183105469,39.43000030517578,207000,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-16,40.88999938964844,41.56999969482422,40.33000183105469,41.18000030517578,100800,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-17,39.72999954223633,41.5,39.45000076293945,41.08000183105469,85600,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-18,39.7400016784668,39.90999984741211,39.119998931884766,39.4900016784668,371200,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-21,39.599998474121094,39.869998931884766,39.22999954223633,39.869998931884766,190900,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-22,39.93000030517578,40.150001525878906,39.14500045776367,39.79999923706055,110700,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-23,41.529998779296875,41.77000045776367,39.84000015258789,40.150001525878906,133900,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-24,41.25,42.2599983215332,40.650001525878906,41.83000183105469,112300,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-28,41.959999084472656,42.45000076293945,40.630001068115234,41.11000061035156,157600,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-29,42.5,43.880001068115234,41.779998779296875,42.47999954223633,229600,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-30,42.08000183105469,43.15999984741211,41.83000183105469,42.52000045776367,153300,PCTY,Paylocity Holding Corporation - Common Stock
2015-12-31,40.54999923706055,42.63999938964844,40.4900016784668,41.869998931884766,169600,PCTY,Paylocity Holding Corporation - Common Stock
2016-01-04,38.560001373291016,40.0,37.70000076293945,39.849998474121094,363900,PCTY,Paylocity Holding Corporation - Common Stock
2016-01-05,37.0099983215332,38.91999816894531,36.47100067138672,38.779998779296875,456000,PCTY,Paylocity Holding Corporation - Common Stock
2016-01-06,36.68000030517578,37.0,36.13999938964844,36.47999954223633,326000,PCTY,Paylocity Holding Corporation - Common Stock
