Total_Return,Annual_Return_CAGR,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Max_Drawdown,Avg_Drawdown,Win_Rate,Profit_Factor,Win_Loss_Ratio,Total_Days,Trading_Years,File
26.2917,0.393,0.3313,1.1741,1.3848,0.8122,-0.4838,-0.092,0.5255,1.2698,1.0621,2514,9.98,cluster_financial-services_banks-regional.csv
