Date,Weight_CAC,Weight_FFIC,Weight_FISI,Weight_MOFG,Pos_CAC,Pos_FFIC,Pos_FISI,Pos_MOFG,Close_CAC,Close_FFIC,Close_FISI,Close_MOFG
2015-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34154510498047,14.132790565490724,17.719066619873047,23.28841781616211
2015-12-08,0.0875,0.26249999999999996,-0.26249999999999996,-0.0875,0.0,1.0,-1.0,0.0,21.167394638061523,13.99127197265625,17.725709915161133,23.17688751220703
2015-12-09,0.26249999999999996,0.0875,-0.26249999999999996,-0.0875,1.0,0.0,-1.0,0.0,20.83790397644043,13.811152458190918,17.812044143676758,23.132266998291016
2015-12-10,0.0875,-0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,20.84260940551757,13.875478744506836,18.0710563659668,22.805105209350582
2015-12-11,-0.26249999999999996,0.0875,-0.0875,0.26249999999999996,-1.0,0.0,0.0,1.0,20.79553985595703,13.605305671691896,18.01128578186035,21.927698135375977
2015-12-14,0.0875,-0.0875,0.26249999999999996,-0.26249999999999996,0.0,0.0,1.0,-1.0,20.8284912109375,13.733957290649414,17.984716415405273,22.158203125
2015-12-15,0.26249999999999996,-0.0875,-0.26249999999999996,0.0875,1.0,0.0,-1.0,0.0,20.635501861572266,14.145657539367676,18.6090030670166,22.678695678710938
2015-12-16,-0.0875,0.26249999999999996,0.0875,-0.26249999999999996,0.0,1.0,0.0,-1.0,20.68257522583008,14.07490062713623,18.52267074584961,22.84228515625
2015-12-17,-0.0875,0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,20.649621963500977,13.90121078491211,18.6090030670166,22.55972671508789
2015-12-18,-0.26249999999999996,0.26249999999999996,-0.0875,0.0875,-1.0,1.0,0.0,0.0,20.67786407470703,13.605305671691896,18.32342338562012,22.195384979248047
2015-12-21,-0.0875,-0.26249999999999996,0.26249999999999996,0.0875,0.0,-1.0,1.0,0.0,20.809659957885746,13.74682331085205,18.32342338562012,22.33666038513184
2015-12-22,-0.26249999999999996,0.26249999999999996,0.0875,-0.0875,-1.0,1.0,0.0,0.0,21.20505142211914,13.817584991455078,18.542593002319336,22.671262741088867
2015-12-23,0.0875,-0.0875,0.26249999999999996,-0.26249999999999996,0.0,0.0,1.0,-1.0,21.29447555541992,13.99127197265625,18.48945999145508,22.961254119873047
2015-12-24,0.26249999999999996,-0.0875,-0.26249999999999996,0.0875,1.0,0.0,-1.0,0.0,21.176807403564453,14.062030792236328,18.85472869873047,22.976119995117188
2015-12-28,0.0875,-0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,20.92733192443848,14.04916763305664,18.88130187988281,22.44820022583008
2015-12-29,0.0875,-0.0875,0.26249999999999996,-0.26249999999999996,0.0,0.0,1.0,-1.0,21.13443946838379,14.235715866088867,19.04733085632324,23.00586700439453
2015-12-30,-0.0875,-0.26249999999999996,0.0875,0.26249999999999996,0.0,-1.0,0.0,1.0,21.157978057861328,14.280741691589355,19.000844955444336,22.678695678710938
2015-12-31,-0.0875,0.26249999999999996,0.0875,-0.26249999999999996,0.0,1.0,0.0,-1.0,20.75317573547364,13.92050838470459,18.59572029113769,22.61177635192871
2016-01-04,-0.26249999999999996,0.0875,-0.0875,0.26249999999999996,-1.0,0.0,0.0,1.0,20.381322860717773,13.341562271118164,17.89838218688965,20.99080467224121
2016-01-05,0.0875,-0.0875,0.26249999999999996,-0.26249999999999996,0.0,0.0,1.0,-1.0,20.240114212036133,13.425190925598145,17.745634078979492,21.34027862548828
2016-01-06,0.26249999999999996,0.0875,-0.0875,-0.26249999999999996,1.0,0.0,0.0,-1.0,20.20245933532715,13.463781356811523,17.82532501220703,21.563350677490234
2016-01-07,0.0875,-0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,19.91062355041504,13.405885696411133,17.772197723388672,21.213871002197266
2016-01-08,-0.0875,0.26249999999999996,-0.26249999999999996,0.0875,0.0,1.0,-1.0,0.0,19.91062355041504,13.122847557067873,17.865175247192383,21.050291061401367
2016-01-11,0.26249999999999996,0.0875,-0.26249999999999996,-0.0875,1.0,0.0,-1.0,0.0,19.811777114868164,13.167874336242676,18.090984344482425,21.154396057128903
2016-01-12,0.26249999999999996,-0.0875,0.0875,-0.26249999999999996,1.0,0.0,0.0,-1.0,19.57642936706543,13.116414070129396,18.017927169799805,21.40720558166504
2016-01-13,-0.0875,0.26249999999999996,-0.26249999999999996,0.0875,0.0,1.0,-1.0,0.0,19.201868057250977,12.601789474487305,17.79875946044922,20.879274368286133
2016-01-14,0.26249999999999996,0.0875,-0.26249999999999996,-0.0875,1.0,0.0,-1.0,0.0,19.173423767089844,12.66612148284912,18.017927169799805,21.06516456604004
2016-01-15,0.0875,-0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,18.979034423828125,12.582494735717772,17.944873809814453,20.48518943786621
2016-01-19,0.26249999999999996,0.0875,-0.0875,-0.26249999999999996,1.0,0.0,0.0,-1.0,18.68034553527832,12.62109088897705,18.024566650390625,20.76030540466309
2016-01-20,-0.0875,0.0875,0.26249999999999996,-0.26249999999999996,0.0,0.0,1.0,-1.0,18.84628677368164,12.66612148284912,17.83196449279785,21.07259750366211
2016-01-21,-0.0875,0.26249999999999996,-0.26249999999999996,0.0875,0.0,1.0,-1.0,0.0,18.75146102905273,12.479568481445312,17.778837203979492,20.879274368286133
2016-01-22,-0.0875,-0.26249999999999996,0.26249999999999996,0.0875,0.0,-1.0,1.0,0.0,18.83205986022949,12.67255401611328,17.626089096069336,20.879274368286133
2016-01-25,-0.26249999999999996,0.0875,0.26249999999999996,-0.0875,-1.0,0.0,1.0,0.0,18.58551406860352,12.408808708190918,17.220970153808594,20.51492500305176
2016-01-26,0.26249999999999996,-0.26249999999999996,-0.0875,0.0875,1.0,-1.0,0.0,0.0,18.860502243041992,12.698283195495604,17.572954177856445,20.931325912475582
2016-01-27,-0.0875,-0.26249999999999996,0.0875,0.26249999999999996,0.0,-1.0,0.0,1.0,18.81309127807617,13.676063537597656,17.294025421142578,20.39595603942871
2016-01-28,-0.26249999999999996,0.0875,-0.0875,0.26249999999999996,-1.0,0.0,0.0,1.0,19.32514190673828,13.92050838470459,17.705778121948242,20.239809036254883
2016-01-29,-0.0875,0.26249999999999996,0.0875,-0.26249999999999996,0.0,1.0,0.0,-1.0,19.898826599121094,14.15208625793457,18.23044776916504,20.931325912475582
2016-02-01,-0.26249999999999996,0.26249999999999996,0.0875,-0.0875,-1.0,1.0,0.0,0.0,19.80874824523925,13.952672004699709,18.01128578186035,20.83466339111328
2016-02-02,-0.0875,0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,19.39151763916016,13.59243869781494,17.632728576660156,20.180320739746094
2016-02-03,0.0875,-0.0875,-0.26249999999999996,0.26249999999999996,0.0,0.0,-1.0,1.0,19.32988739013672,13.598871231079102,17.738990783691406,20.09109687805176
2016-02-04,0.1847956818110009,0.020958497893072893,-0.4732873224028532,-0.020958497893072893,0.0,0.0,-1.0,0.0,18.96481704711914,13.328693389892578,17.938228607177734,20.046485900878903
2016-02-05,0.19422092466234805,-0.1382095333300762,-0.2293600086774994,0.1382095333300762,0.0,0.0,-1.0,0.0,18.19673728942871,13.007054328918455,17.76555633544922,19.354963302612305
2016-02-08,0.4713280176081547,-0.00045928572066420825,-0.2277534109505168,0.00045928572066420825,1.0,0.0,-1.0,0.0,17.94545555114746,12.99419116973877,18.0710563659668,19.82341384887696
2016-02-09,-0.12164717102858451,0.22294574386870147,-0.2337599140741295,0.12164717102858451,0.0,1.0,-1.0,0.0,18.04027366638184,12.775474548339844,17.89838218688965,19.77136611938477
2016-02-10,0.2546704034708067,-0.17510291088348662,0.13511334282285334,-0.13511334282285334,1.0,0.0,0.0,0.0,17.84114646911621,12.691849708557127,17.67922019958496,20.03904914855957
2016-02-11,0.016568312506168817,-0.17392384439751657,-0.016568312506168817,0.4929395305901457,0.0,0.0,0.0,1.0,18.163549423217773,12.659687042236328,17.38700294494629,19.65983390808105
2016-02-12,0.060100587563253496,-0.060100587563253496,-0.3160201500005987,0.2637786748728943,0.0,0.0,-1.0,1.0,18.53809928894043,12.788344383239746,17.745634078979492,19.66726493835449
2016-02-16,0.1475747234567278,-0.20242527654327214,-0.1475747234567278,0.2024252765432722,0.0,-1.0,0.0,1.0,18.69930076599121,13.444485664367676,18.14410972595215,19.815977096557617
2016-02-17,0.19845748111899802,0.15154251888100195,-0.198457481118998,-0.15154251888100195,0.0,0.0,0.0,0.0,18.476463317871094,13.206470489501951,17.83860969543457,19.786237716674805
2016-02-18,0.1475747234567278,-0.20242527654327214,-0.1475747234567278,0.2024252765432722,0.0,-1.0,0.0,1.0,18.11139869689941,13.2257661819458,17.745634078979492,18.990619659423828
2016-02-19,0.2821255106187405,0.06787448938125938,-0.2821255106187405,-0.06787448938125938,1.0,0.0,-1.0,0.0,18.310529708862305,13.309395790100098,18.024566650390625,19.332660675048828
2016-02-22,0.4603483069299987,0.011759467009978696,-0.21613275905004384,-0.011759467009978696,1.0,0.0,-1.0,0.0,18.338972091674805,13.354429244995115,18.150753021240234,19.682138442993164
2016-02-23,0.13756010606534613,-0.13756010606534613,-0.23031957442758527,0.19456021344172247,0.0,0.0,-1.0,0.0,18.068721771240234,13.25793743133545,18.130828857421875,19.332660675048828
2016-02-24,-0.18409596467318232,-0.12665497113140348,0.12665497113140348,0.2625940930640107,0.0,0.0,0.0,1.0,18.40534782409668,13.341562271118164,17.752275466918945,19.473934173583984
2016-02-25,0.06976430384557668,-0.3281321598207355,-0.06976430384557668,0.23233923248811117,0.0,-1.0,0.0,1.0,18.44801902770996,13.495948791503906,17.752275466918945,19.473934173583984
2016-02-26,0.22290362065962255,-0.12165260077915514,0.12165260077915514,-0.23379117778206707,1.0,0.0,0.0,-1.0,18.485950469970703,13.450916290283203,17.493263244628906,19.586156845092773
2016-02-29,0.19151746883834816,0.03637475722167441,-0.43573301671830295,-0.03637475722167441,0.0,0.0,-1.0,0.0,18.400609970092773,13.283663749694824,17.612802505493164,19.496374130249023
2016-03-01,0.23657701744221307,-0.19677275614892922,-0.13332511320442886,0.13332511320442886,1.0,0.0,0.0,0.0,18.613956451416016,13.643900871276855,17.958152770996094,19.818077087402344
2016-03-02,0.043553856245121265,-0.043553856245121265,-0.30644614375487866,0.30644614375487866,0.0,0.0,-1.0,1.0,18.90791893005371,13.72109603881836,18.243724822998047,19.690895080566406
2016-03-03,-0.0019301875925044904,-0.44274780504681505,0.0019301875925044904,0.253391819768176,0.0,-1.0,0.0,1.0,19.29669570922852,14.029865264892578,18.38319969177246,20.04252052307129
2016-03-04,0.22756041291075188,0.1224395870892481,-0.2275604129107519,-0.1224395870892481,1.0,0.0,-1.0,0.0,18.969560623168945,13.733957290649414,18.33007049560547,20.05000114440918
2016-03-07,-0.1053454699292135,-0.24465453007078644,0.1053454699292135,0.24465453007078644,0.0,-1.0,0.0,1.0,19.159198760986328,13.850677490234377,18.34999084472656,20.14725875854492
2016-03-08,-0.020274319991340144,-0.4244036726479794,0.02027431999134017,0.23504768736934026,0.0,-1.0,0.0,1.0,19.192386627197266,13.902552604675291,18.124197006225582,19.99015045166016
2016-03-09,-0.06501904063569518,0.06501904063569518,-0.40708873330428225,0.16287318542432738,0.0,0.0,-1.0,0.0,19.28721237182617,13.65614128112793,18.316781997680664,20.012590408325195
2016-03-10,0.16561891601930734,-0.40983446389926215,0.06227331004071519,-0.06227331004071519,0.0,-1.0,0.0,0.0,19.23032188415528,13.766379356384276,18.117542266845703,20.012590408325195
2016-03-11,0.13133373821064317,-0.13133373821064317,-0.23951938734780703,0.1978131362309065,0.0,0.0,-1.0,0.0,19.41048812866211,14.038723945617676,18.67284393310547,20.15473937988281
2016-03-14,-0.3025974307476575,-0.13097503053452808,0.13545250818328627,0.13097503053452808,-1.0,0.0,0.0,0.0,19.32988739013672,13.87013053894043,18.398536682128903,19.97518920898437
2016-03-15,0.09275738623780636,0.05772686417879521,-0.49178888540460314,-0.05772686417879524,0.0,0.0,-1.0,0.0,19.2255802154541,13.720986366271973,18.51896858215332,20.057485580444336
2016-03-16,0.15364553297909359,0.1646466297905526,-0.2280623042512602,-0.15364553297909359,0.0,0.0,-1.0,0.0,19.088085174560547,13.578333854675291,18.55911064147949,20.14725875854492
2016-03-17,0.11024935124457201,-0.11024935124457201,-0.23975064875542798,0.23975064875542798,0.0,0.0,-1.0,1.0,19.344106674194336,13.92200756072998,19.1612491607666,20.21459197998047
2016-03-18,-0.38787902411604613,-0.04569343716613952,0.2207341015516749,0.04569343716613952,-1.0,0.0,1.0,0.0,19.932018280029297,13.98685073852539,19.07426643371582,20.55873107910156
2016-03-21,0.1423289576231177,0.20767104237688225,-0.1423289576231177,-0.20767104237688228,0.0,1.0,0.0,-1.0,20.050546646118164,13.947942733764648,19.26160049438477,21.26198005676269
2016-03-22,0.1348077001354235,-0.21519229986457653,-0.1348077001354235,0.21519229986457653,0.0,-1.0,0.0,1.0,19.80400657653809,14.103570938110352,19.060890197753903,20.872949600219727
2016-03-23,-0.02371688139075772,0.39852941902420913,0.02371688139075771,-0.2540368181942754,0.0,1.0,0.0,-1.0,19.60961532592773,13.805286407470703,18.853485107421875,20.693395614624023
2016-03-24,0.12187144886676828,-0.20275664380431382,-0.12187144886676828,0.2535004584621495,0.0,-1.0,0.0,1.0,19.65228080749512,13.947942733764648,19.020750045776367,20.60362243652344
2016-03-28,0.0703672459377071,0.14595467961639536,-0.4133108285081904,-0.07036724593770707,0.0,0.0,-1.0,0.0,19.64754676818848,13.928492546081545,19.1612491607666,20.73080062866211
2016-03-29,0.004264096826423223,-0.004264096826423214,-0.3457359031735767,0.3457359031735767,0.0,0.0,-1.0,1.0,20.012615203857425,14.161930084228516,19.602807998657227,20.573692321777344
2016-03-30,-0.2348712374560677,-0.1437464912709022,0.14374649127090222,0.17763578000212782,-1.0,0.0,0.0,0.0,20.0220947265625,14.161930084228516,19.52921295166016,20.573692321777344
2016-03-31,0.189847512173105,0.16015248782689498,-0.189847512173105,-0.16015248782689498,0.0,0.0,0.0,0.0,19.91305160522461,14.01927375793457,19.448930740356445,20.53628921508789
2016-04-01,0.2119771406102589,-0.21197714061025885,-0.13802285938974113,0.13802285938974113,1.0,-1.0,0.0,0.0,19.74237060546875,14.051692008972168,19.4689998626709,20.476438522338867
2016-04-04,-0.07933262463010007,0.07933262463010007,-0.1485596014299225,0.3927751493098773,0.0,0.0,0.0,1.0,19.751848220825195,13.909038543701172,19.36195182800293,20.192148208618164
2016-04-05,-0.06615922293669073,0.06615922293669073,-0.16173300312333183,0.4059485510032867,0.0,0.0,0.0,1.0,19.43418884277344,13.604272842407228,19.000673294067383,19.69837760925293
2016-04-06,-0.042381454735691514,-0.10810279568091007,0.04238145473569153,0.5071342948477069,0.0,0.0,0.0,1.0,19.723407745361328,13.597783088684082,18.933773040771484,19.601123809814453
2016-04-07,-0.12358531293559652,0.12358531293559652,-0.22641468706440349,0.22641468706440349,0.0,0.0,-1.0,1.0,19.571683883666992,13.228177070617676,18.759822845458984,19.15223693847656
2016-04-08,0.028866779444109345,-0.028866779444109345,-0.32113322055589055,0.32113322055589066,0.0,0.0,-1.0,1.0,19.70443725585937,13.29301929473877,18.933773040771484,19.144760131835938
2016-04-11,0.0040579483701706125,-0.004057948370170583,0.3459420516298294,-0.34594205162982933,0.0,0.0,1.0,-1.0,19.898826599121094,13.4032564163208,18.913698196411133,19.586156845092773
2016-04-12,-0.14067719777255705,-0.04043338384244154,0.04043338384244154,0.4784560345425598,0.0,0.0,0.0,1.0,20.24019241333008,13.56536102294922,19.06757545471192,19.6460075378418
2016-04-13,-0.1109321284965938,0.34832271132243237,0.1109321284965938,-0.12981303168438005,0.0,1.0,0.0,0.0,20.617401123046875,13.682083129882812,19.33519554138184,20.08740425109864
2016-04-14,-0.23862160434959007,-0.14144516577797475,0.17848806409446036,0.14144516577797475,-1.0,0.0,0.0,0.0,20.63172149658203,13.682083129882812,18.933773040771484,20.012590408325195
2016-04-15,-0.17631478117038749,0.09579048460752095,-0.09579048460752095,0.33210424961457063,0.0,0.0,0.0,1.0,20.770193099975582,13.591304779052734,18.92038917541504,19.683412551879883
2016-04-18,0.08814655152158878,-0.23714821448299558,-0.08814655152158878,0.2865586824738268,0.0,-1.0,0.0,1.0,20.765417098999023,13.61075496673584,18.933773040771484,19.451492309570312
2016-04-19,0.34341129755292454,-0.09709042077291827,0.09709042077291827,-0.1624078609012389,1.0,0.0,0.0,0.0,20.7558650970459,13.785834312438965,18.927078247070312,20.035043716430664
2016-04-20,0.2915336191539638,-0.0908727160001072,0.0908727160001072,-0.22672094884582178,1.0,0.0,0.0,-1.0,20.71767234802246,13.811772346496582,18.927078247070312,20.19962882995605
2016-04-21,-0.1495823062525601,0.1495823062525601,0.23821951001970149,-0.16261587747517822,0.0,0.0,1.0,0.0,20.59829902648925,13.68856716156006,18.65277671813965,20.13977432250977
2016-04-22,-0.2835328049168829,0.22339926466175314,-0.09653396521068196,0.09653396521068196,-1.0,1.0,0.0,0.0,20.865686416625977,13.591304779052734,18.733060836791992,20.102371215820312
2016-04-25,0.11759677978192264,0.1824300816513199,-0.11759677978192264,-0.28237635878483475,0.0,0.0,0.0,-1.0,20.69379615783692,13.591304779052734,18.76651191711425,20.192148208618164
2016-04-26,-0.06618919133864853,0.3356775605265468,0.06618919133864853,-0.23194405679615607,0.0,1.0,0.0,-1.0,20.770193099975582,13.636693954467772,18.95384407043457,21.42656707763672
2016-04-27,0.04912344711431791,0.5181988528074,-0.04912344711431791,-0.08355425296396417,0.0,1.0,0.0,0.0,20.822715759277344,13.318952560424805,19.321815490722656,21.748262405395508
2016-04-28,-0.12052676919354037,0.27140972779218603,0.12052676919354037,-0.18753673382073316,0.0,1.0,0.0,0.0,20.67947006225586,13.033641815185549,19.000673294067383,21.62856101989746
2016-04-29,-0.5833371605907473,0.011302851023680881,0.09405713736189085,-0.011302851023680881,-1.0,0.0,0.0,0.0,20.77496910095215,12.93638038635254,18.733060836791992,21.21708869934082
2016-05-02,-0.16819651366206284,0.04752390337034925,0.4367556795972386,-0.04752390337034925,0.0,0.0,1.0,0.0,20.760643005371094,12.975285530090332,18.71968460083008,21.25449752807617
2016-05-03,-0.5492346624091868,-0.040762792325127854,0.040762792325127806,0.06923975294055748,-1.0,0.0,0.0,0.0,20.49325561523437,12.77426815032959,18.365089416503903,20.68592071533203
2016-05-04,-0.027035884802408698,-0.33336891053730194,0.027035884802408698,0.3125593198578806,0.0,-1.0,0.0,1.0,20.149473190307617,12.754815101623535,18.24466133117676,20.39414405822754
2016-05-05,-0.14432766044137105,-0.08971290828469053,0.08971290828469053,0.3762465229892479,0.0,0.0,0.0,1.0,20.015777587890625,12.702935218811035,18.157690048217773,20.21459197998047
2016-05-06,0.03853158692179014,0.3338252393077712,-0.03853158692179014,-0.2891115868486485,0.0,1.0,0.0,-1.0,19.925058364868164,12.722393035888672,18.21789932250977,20.364221572875977
2016-05-09,-0.08245209473644517,0.38097333224715363,0.08245209473644517,-0.15412247827995598,0.0,1.0,0.0,0.0,20.06830406188965,12.722393035888672,18.35840034484864,20.655988693237305
2016-05-10,-0.17976235853148967,0.15199640537290596,0.21624483072269834,-0.15199640537290596,0.0,0.0,1.0,0.0,20.197216033935547,12.793719291687012,18.37177848815918,20.917835235595703
2016-05-11,0.05168860904937119,0.4703984781042496,-0.05168860904937119,-0.12622430379700797,0.0,1.0,0.0,0.0,20.00145721435547,12.72887897491455,18.552413940429688,20.970197677612305
2016-05-12,-0.11656783046041143,0.11656783046041143,0.2683099029194021,-0.198554436159775,0.0,0.0,1.0,0.0,19.82956314086914,12.702935218811035,18.37177848815918,20.95524024963379
2016-05-13,-0.23869214907563985,-0.06357564212541442,0.06357564212541442,0.3341565666735312,-1.0,0.0,0.0,1.0,19.648122787475582,12.689970016479492,18.32494735717773,20.75324821472168
2016-05-16,-0.3961649107149523,0.032360513790837965,0.23911406170337188,-0.03236051379083798,-1.0,0.0,1.0,0.0,20.18289375305176,12.858563423156738,18.398536682128903,20.94028282165528
2016-05-17,-0.07876267930146835,0.07876267930146835,0.29993004719222977,-0.24254459420483346,0.0,0.0,1.0,-1.0,19.719745635986328,12.612159729003906,17.75626564025879,20.880430221557617
2016-05-18,-0.15595379863365957,0.20277231988317232,-0.18532008284950846,0.15595379863365957,0.0,1.0,0.0,0.0,20.53623008728028,13.143877983093262,18.552413940429688,21.097389221191406
2016-05-19,-0.21063817564901421,0.23170298698142924,0.12882941868477826,-0.12882941868477826,-1.0,1.0,0.0,0.0,20.474157333374023,12.8650484085083,18.41861152648925,20.985166549682617
2016-05-20,-0.03195277347902378,0.03195277347902382,0.16285258059622065,-0.4732418724457317,0.0,0.0,0.0,-1.0,20.35001564025879,13.033641815185549,18.63270568847656,21.29190444946289
2016-05-23,-0.20822265044793173,0.02363918813347667,0.44449897328511495,-0.02363918813347667,-1.0,0.0,1.0,0.0,20.3452377319336,13.0531005859375,18.55911064147949,21.21708869934082
2016-05-24,0.073169632704792,-0.07316963270479203,0.21354195043297336,-0.3401187841574425,0.0,0.0,1.0,-1.0,20.51712989807129,13.448647499084473,18.886938095092773,21.66596984863281
2016-05-25,-0.006292714013438064,0.00629271401343808,0.3952816797062633,-0.2921328922668605,0.0,0.0,1.0,-1.0,20.44074058532715,13.68856716156006,18.733060836791992,21.86796188354492
2016-05-26,-0.37231460547798195,0.26004099029309835,0.033822202114459805,-0.033822202114459826,-1.0,1.0,0.0,0.0,20.512359619140625,13.519978523254396,18.67284393310547,21.59863471984864
2016-05-27,0.02266601314976685,-0.02266601314976685,0.08361440232914165,-0.5710535713713246,0.0,0.0,0.0,-1.0,20.53145217895508,13.649659156799316,18.79327392578125,21.899555206298828
2016-05-31,-0.16504532946515751,0.23849386006292453,0.14823040523595898,-0.14823040523595898,0.0,1.0,0.0,0.0,20.54100608825684,13.52645778656006,18.706296920776367,21.899555206298828
2016-06-01,0.18830126731562416,0.15129751558341945,-0.15129751558341947,-0.20910370151753688,0.0,0.0,0.0,-1.0,20.52667999267578,13.792319297790527,19.10771942138672,21.90708351135254
2016-06-02,-0.164715134653113,0.164715134653113,0.19569957515805478,-0.17487015553571916,0.0,0.0,0.0,0.0,20.88956451416016,13.720986366271973,18.933773040771484,21.937179565429688
2016-06-03,0.03359738043766485,0.3847762836256231,-0.03359738043766485,-0.2480289554990471,0.0,1.0,0.0,-1.0,20.83226776123047,13.552396774291992,18.98729515075684,21.8845157623291
2016-06-06,-0.05808959865331021,0.05808959865331023,0.21416095823237824,-0.3696598444610012,0.0,0.0,1.0,-1.0,20.73199462890625,13.66262912750244,18.82003593444824,22.39608383178711
2016-06-07,-0.12476188079774905,0.12476188079774908,0.1744044730494386,-0.27607176535506317,0.0,0.0,0.0,-1.0,20.751094818115234,13.552396774291992,18.50558853149414,22.49388313293457
2016-06-08,0.054908271892240255,-0.054908271892240276,0.19883969630343884,-0.39134375991208065,0.0,0.0,0.0,-1.0,20.80839157104492,13.840051651000977,18.779895782470703,22.84746551513672
2016-06-09,-0.1469439905792185,0.22762500592974902,0.1469439905792185,-0.17848701291181387,0.0,1.0,0.0,0.0,20.875242233276367,13.728910446166992,18.71250915527344,22.80232048034668
2016-06-10,-0.3491436103756085,0.1951852359132784,0.0778355768555565,-0.07783557685555653,-1.0,0.0,0.0,0.0,20.856136322021484,13.585083961486816,18.5507869720459,22.4713077545166
2016-06-13,-0.11036662608256328,0.11036662608256328,0.2123939308698222,-0.26687281696505116,0.0,0.0,1.0,-1.0,20.5028076171875,13.349733352661133,18.119529724121094,22.147815704345703
2016-06-14,-0.15313136816189094,0.15313136816189094,0.2287098879099724,-0.16502737576624568,0.0,0.0,1.0,0.0,20.48847961425781,13.19936752319336,17.88368034362793,21.937179565429688
2016-06-15,-0.19713191796586602,-0.1236471350363376,0.2555738119614587,0.12364713503633756,0.0,0.0,1.0,0.0,20.3452377319336,13.114378929138184,17.762393951416016,21.613683700561523
2016-06-16,-0.12525762447320224,0.25487435179768003,0.12525762447320224,-0.19461039925591533,0.0,1.0,0.0,0.0,20.521902084350582,13.08822536468506,17.91064453125,22.004886627197266
2016-06-17,-0.07887325617864445,0.07887325617864445,0.27260075479785445,-0.26965273284485664,0.0,0.0,1.0,-1.0,20.30704116821289,13.022855758666992,17.465909957885742,22.15534400939941
2016-06-20,0.10197930215050398,-0.10197930215050398,0.25145763209491967,-0.24458376360407227,0.0,0.0,1.0,-1.0,20.28794860839844,13.238593101501465,17.735441207885742,22.23809814453125
2016-06-21,-0.27695194314349464,0.07095081680080964,0.28114642325488615,-0.07095081680080964,-1.0,0.0,1.0,0.0,20.392986297607425,13.232050895690918,17.620891571044922,22.200483322143555
